Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
2812,2812,5624,5624,-2812,-2812,1,1,0.8950199339846432,0.8950199339846432,A,A
2814,2814,5628,5628,-2814,-2814,1,1,0.1351962619442273,0.1351962619442273,A,A
2817,2817,5634,5634,-2817,-2817,1,1,0.5772806059985701,0.5772806059985701,A,A
2819,2819,5638,5638,-2819,-2819,1,1,0.836558371356073,0.836558371356073,A,A
2820,2820,5640,5640,-2820,-2820,1,1,0.19166139023736017,0.19166139023736017,A,A
2821,2821,5642,5642,-2821,-2821,1,1,0.01205544516226853,0.01205544516226853,A,A
2822,2822,5644,5644,-2822,-2822,1,1,0.133701284460101,0.133701284460101,A,A
2823,2823,5646,5646,-2823,-2823,1,1,0.40530270211898967,0.40530270211898967,A,A
2827,2827,5654,5654,-2827,-2827,1,1,0.5731525226375049,0.5731525226375049,A,A
2829,2829,5658,5658,-2829,-2829,1,1,0.08688639997486514,0.08688639997486514,A,A
2830,2830,5660,5660,-2830,-2830,1,1,0.09935517633125135,0.09935517633125135,A,A
2833,2833,5666,5666,-2833,-2833,1,1,0.12629189817843034,0.12629189817843034,A,A
2834,2834,5668,5668,-2834,-2834,1,1,0.4023403884442375,0.4023403884442375,A,A
2835,2835,5670,5670,-2835,-2835,1,1,0.9685631313106551,0.9685631313106551,A,A
2836,2836,5672,5672,-2836,-2836,1,1,0.9083256521470675,0.9083256521470675,A,A
2837,2837,5674,5674,-2837,-2837,1,1,0.5147680101570202,0.5147680101570202,A,A
2839,2839,5678,5678,-2839,-2839,1,1,0.12359978595468157,0.12359978595468157,A,A
2840,2840,5680,5680,-2840,-2840,1,1,0.36831043410786724,0.36831043410786724,A,A
2841,2841,5682,5682,-2841,-2841,1,1,0.0014655598935044978,0.0014655598935044978,A,A
2842,2842,5684,5684,-2842,-2842,1,1,0.6423055988617299,0.6423055988617299,A,A
2843,2843,5686,5686,-2843,-2843,1,1,0.42068946224906467,0.42068946224906467,A,A
2844,2844,5688,5688,-2844,-2844,1,1,0.3030324030705692,0.3030324030705692,A,A
2845,2845,5690,5690,-2845,-2845,1,1,0.8776646380023977,0.8776646380023977,A,A
2848,2848,5696,5696,-2848,-2848,1,1,1.9010455162393747e-05,1.9010455162393747e-05,A,A
2849,2849,5698,5698,-2849,-2849,1,1,0.3264761822977732,0.3264761822977732,A,A
2850,2850,5700,5700,-2850,-2850,1,1,0.8427954933758615,0.8427954933758615,A,A
2851,2851,5702,5702,-2851,-2851,1,1,0.5306469609884048,0.5306469609884048,A,A
2854,2854,5708,5708,-2854,-2854,1,1,0.09309896950611685,0.09309896950611685,A,A
2855,2855,5710,5710,-2855,-2855,1,1,0.16269821457457967,0.16269821457457967,A,A
2856,2856,5712,5712,-2856,-2856,1,1,0.9314575664036614,0.9314575664036614,A,A
2858,2858,5716,5716,-2858,-2858,1,1,0.31955106838573333,0.31955106838573333,A,A
2859,2859,5718,5718,-2859,-2859,1,1,0.40818168248244757,0.40818168248244757,A,A
2862,2862,5724,5724,-2862,-2862,1,1,0.352878542528257,0.352878542528257,A,A
2863,2863,5726,5726,-2863,-2863,1,1,0.2810758418852355,0.2810758418852355,A,A
2864,2864,5728,5728,-2864,-2864,1,1,0.13550590078038238,0.13550590078038238,A,A
2865,2865,5730,5730,-2865,-2865,1,1,0.6846256222635972,0.6846256222635972,A,A
2866,2866,5732,5732,-2866,-2866,1,1,0.7587628797985618,0.7587628797985618,A,A
2867,2867,5734,5734,-2867,-2867,1,1,0.8874119642601359,0.8874119642601359,A,A
2868,2868,5736,5736,-2868,-2868,1,1,0.25592469043455723,0.25592469043455723,A,A
2869,2869,5738,5738,-2869,-2869,1,1,0.9776983292462457,0.9776983292462457,A,A
2871,2871,5742,5742,-2871,-2871,1,1,0.8867641897501576,0.8867641897501576,A,A
2872,2872,5744,5744,-2872,-2872,1,1,0.379795038712867,0.379795038712867,A,A
2873,2873,5746,5746,-2873,-2873,1,1,0.20224454416825832,0.20224454416825832,A,A
2875,2875,5750,5750,-2875,-2875,1,1,0.46671707256314354,0.46671707256314354,A,A
2876,2876,5752,5752,-2876,-2876,1,1,0.132475783056065,0.132475783056065,A,A
2877,2877,5754,5754,-2877,-2877,1,1,0.7894795802009393,0.7894795802009393,A,A
2878,2878,5756,5756,-2878,-2878,1,1,0.37398130467337143,0.37398130467337143,A,A
2882,2882,5764,5764,-2882,-2882,1,1,0.563622480568914,0.563622480568914,A,A
2884,2884,5768,5768,-2884,-2884,1,1,0.5739182005035481,0.5739182005035481,A,A
2887,2887,5774,5774,-2887,-2887,1,1,0.08965441769775007,0.08965441769775007,A,A
2889,2889,5778,5778,-2889,-2889,1,1,0.9003470143527136,0.9003470143527136,A,A
2892,2892,5784,5784,-2892,-2892,1,1,0.18780453440590217,0.18780453440590217,A,A
2893,2893,5786,5786,-2893,-2893,1,1,0.22868919863736092,0.22868919863736092,A,A
2894,2894,5788,5788,-2894,-2894,1,1,0.22879693370769072,0.22879693370769072,A,A
2896,2896,5792,5792,-2896,-2896,1,1,0.8414495935721461,0.8414495935721461,A,A
2898,2898,5796,5796,-2898,-2898,1,1,0.5516964917961691,0.5516964917961691,A,A
2899,2899,5798,5798,-2899,-2899,1,1,0.01607677022742371,0.01607677022742371,A,A
2900,2900,5800,5800,-2900,-2900,1,1,0.2646724481525343,0.2646724481525343,A,A
2901,2901,5802,5802,-2901,-2901,1,1,0.3831385326747353,0.3831385326747353,A,A
2902,2902,5804,5804,-2902,-2902,1,1,0.17865750741076702,0.17865750741076702,A,A
2903,2903,5806,5806,-2903,-2903,1,1,0.2070950695685273,0.2070950695685273,A,A
2905,2905,5810,5810,-2905,-2905,1,1,0.45370634961661305,0.45370634961661305,A,A
2906,2906,5812,5812,-2906,-2906,1,1,0.704552749398611,0.704552749398611,A,A
2907,2907,5814,5814,-2907,-2907,1,1,0.5661122694246317,0.5661122694246317,A,A
2908,2908,5816,5816,-2908,-2908,1,1,0.6735843693198892,0.6735843693198892,A,A
2909,2909,5818,5818,-2909,-2909,1,1,0.9519158406737344,0.9519158406737344,A,A
2910,2910,5820,5820,-2910,-2910,1,1,0.8787402827487075,0.8787402827487075,A,A
2913,2913,5826,5826,-2913,-2913,1,1,0.47615027003297206,0.47615027003297206,A,A
2915,2915,5830,5830,-2915,-2915,1,1,0.023883366698639996,0.023883366698639996,A,A
2918,2918,5836,5836,-2918,-2918,1,1,0.03582978183027086,0.03582978183027086,A,A
2920,2920,5840,5840,-2920,-2920,1,1,0.45764840371466053,0.45764840371466053,A,A
2922,2922,5844,5844,-2922,-2922,1,1,0.19569615450366462,0.19569615450366462,A,A
2923,2923,5846,5846,-2923,-2923,1,1,0.3698417665336493,0.3698417665336493,A,A
2924,2924,5848,5848,-2924,-2924,1,1,0.653906216674255,0.653906216674255,A,A
2928,2928,5856,5856,-2928,-2928,1,1,0.8440635206897619,0.8440635206897619,A,A
2931,2931,5862,5862,-2931,-2931,1,1,0.1586796012433943,0.1586796012433943,A,A
2932,2932,5864,5864,-2932,-2932,1,1,0.586352723155533,0.586352723155533,A,A
2934,2934,5868,5868,-2934,-2934,1,1,0.16670097407621898,0.16670097407621898,A,A
2937,2937,5874,5874,-2937,-2937,1,1,0.2934316876256786,0.2934316876256786,A,A
2938,2938,5876,5876,-2938,-2938,1,1,0.8649873767220018,0.8649873767220018,A,A
2939,2939,5878,5878,-2939,-2939,1,1,0.9766033442795875,0.9766033442795875,A,A
2940,2940,5880,5880,-2940,-2940,1,1,0.43919302385342507,0.43919302385342507,A,A
2941,2941,5882,5882,-2941,-2941,1,1,0.6356281665749709,0.6356281665749709,A,A
2942,2942,5884,5884,-2942,-2942,1,1,0.40202586740020585,0.40202586740020585,A,A
2943,2943,5886,5886,-2943,-2943,1,1,0.8862481670690603,0.8862481670690603,A,A
2944,2944,5888,5888,-2944,-2944,1,1,0.14293014084809263,0.14293014084809263,A,A
2945,2945,5890,5890,-2945,-2945,1,1,0.5902750822269944,0.5902750822269944,A,A
2946,2946,5892,5892,-2946,-2946,1,1,0.7875002166047186,0.7875002166047186,A,A
2948,2948,5896,5896,-2948,-2948,1,1,0.8258998905177661,0.8258998905177661,A,A
2949,2949,5898,5898,-2949,-2949,1,1,0.24984621028470366,0.24984621028470366,A,A
2950,2950,5900,5900,-2950,-2950,1,1,0.44326576646729743,0.44326576646729743,A,A
2951,2951,5902,5902,-2951,-2951,1,1,0.10162047605378688,0.10162047605378688,A,A
2952,2952,5904,5904,-2952,-2952,1,1,0.6893141758956319,0.6893141758956319,A,A
2954,2954,5908,5908,-2954,-2954,1,1,0.7029550303913616,0.7029550303913616,A,A
2955,2955,5910,5910,-2955,-2955,1,1,0.2717370072230618,0.2717370072230618,A,A
2957,2957,5914,5914,-2957,-2957,1,1,0.12913688709209337,0.12913688709209337,A,A
2959,2959,5918,5918,-2959,-2959,1,1,0.38288601289954494,0.38288601289954494,A,A
2960,2960,5920,5920,-2960,-2960,1,1,0.6412618114705261,0.6412618114705261,A,A
2963,2963,5926,5926,-2963,-2963,1,1,0.19140085465166656,0.19140085465166656,A,A
2964,2964,5928,5928,-2964,-2964,1,1,0.957825364522584,0.957825364522584,A,A
2965,2965,5930,5930,-2965,-2965,1,1,0.18197805518559407,0.18197805518559407,A,A
2966,2966,5932,5932,-2966,-2966,1,1,0.2613695873774038,0.2613695873774038,A,A
2967,2967,5934,5934,-2967,-2967,1,1,0.41723866001316656,0.41723866001316656,A,A
2968,2968,5936,5936,-2968,-2968,1,1,0.2776914306602064,0.2776914306602064,A,A
2969,2969,5938,5938,-2969,-2969,1,1,0.193179302748968,0.193179302748968,A,A
2971,2971,5942,5942,-2971,-2971,1,1,0.8820413757183488,0.8820413757183488,A,A
2972,2972,5944,5944,-2972,-2972,1,1,0.2612136226329259,0.2612136226329259,A,A
2974,2974,5948,5948,-2974,-2974,1,1,0.47329739762192136,0.47329739762192136,A,A
2976,2976,5952,5952,-2976,-2976,1,1,0.9334876199769665,0.9334876199769665,A,A
2977,2977,5954,5954,-2977,-2977,1,1,0.2519476832499935,0.2519476832499935,A,A
2982,2982,5964,5964,-2982,-2982,1,1,0.4761305509864038,0.4761305509864038,A,A
2983,2983,5966,5966,-2983,-2983,1,1,0.5905864349429285,0.5905864349429285,A,A
2984,2984,5968,5968,-2984,-2984,1,1,0.31948367269192335,0.31948367269192335,A,A
2985,2985,5970,5970,-2985,-2985,1,1,0.4954150379952784,0.4954150379952784,A,A
2986,2986,5972,5972,-2986,-2986,1,1,0.5202005313370165,0.5202005313370165,A,A
2987,2987,5974,5974,-2987,-2987,1,1,0.6445670655581797,0.6445670655581797,A,A
2988,2988,5976,5976,-2988,-2988,1,1,0.9304938332592705,0.9304938332592705,A,A
2989,2989,5978,5978,-2989,-2989,1,1,0.3847834728281472,0.3847834728281472,A,A
2992,2992,5984,5984,-2992,-2992,1,1,0.46284943279766877,0.46284943279766877,A,A
2993,2993,5986,5986,-2993,-2993,1,1,0.3802680579283342,0.3802680579283342,A,A
2994,2994,5988,5988,-2994,-2994,1,1,0.7425369523454686,0.7425369523454686,A,A
2995,2995,5990,5990,-2995,-2995,1,1,0.21657158071327376,0.21657158071327376,A,A
2997,2997,5994,5994,-2997,-2997,1,1,0.8615207623117506,0.8615207623117506,A,A
2999,2999,5998,5998,-2999,-2999,1,1,0.6283905006426646,0.6283905006426646,A,A
3001,3001,6002,6002,-3001,-3001,1,1,0.8953177124008443,0.8953177124008443,B,B
3002,3002,6004,6004,-3002,-3002,1,1,0.685713314733058,0.685713314733058,B,B
3003,3003,6006,6006,-3003,-3003,1,1,0.12700436657714176,0.12700436657714176,B,B
3007,3007,6014,6014,-3007,-3007,1,1,0.839270909700522,0.839270909700522,B,B
3009,3009,6018,6018,-3009,-3009,1,1,0.7770232984940855,0.7770232984940855,B,B
3010,3010,6020,6020,-3010,-3010,1,1,0.08167820853565122,0.08167820853565122,B,B
3015,3015,6030,6030,-3015,-3015,1,1,0.7480311486060068,0.7480311486060068,B,B
3016,3016,6032,6032,-3016,-3016,1,1,0.5883793857232876,0.5883793857232876,B,B
3017,3017,6034,6034,-3017,-3017,1,1,0.9726113254059179,0.9726113254059179,B,B
3018,3018,6036,6036,-3018,-3018,1,1,0.5862063088213584,0.5862063088213584,B,B
3020,3020,6040,6040,-3020,-3020,1,1,0.2017708333249727,0.2017708333249727,B,B
3021,3021,6042,6042,-3021,-3021,1,1,0.32178551251038945,0.32178551251038945,B,B
3022,3022,6044,6044,-3022,-3022,1,1,0.34156166028683954,0.34156166028683954,B,B
3023,3023,6046,6046,-3023,-3023,1,1,0.706166949226658,0.706166949226658,B,B
3024,3024,6048,6048,-3024,-3024,1,1,0.15633717260319224,0.15633717260319224,B,B
3026,3026,6052,6052,-3026,-3026,1,1,0.10457961896568502,0.10457961896568502,B,B
3027,3027,6054,6054,-3027,-3027,1,1,0.39175039375443366,0.39175039375443366,B,B
3031,3031,6062,6062,-3031,-3031,1,1,0.6883360158579219,0.6883360158579219,B,B
3033,3033,6066,6066,-3033,-3033,1,1,0.22302578830648945,0.22302578830648945,B,B
3034,3034,6068,6068,-3034,-3034,1,1,0.737277053735476,0.737277053735476,B,B
3035,3035,6070,6070,-3035,-3035,1,1,0.5308261311196802,0.5308261311196802,B,B
3036,3036,6072,6072,-3036,-3036,1,1,0.36479610278936525,0.36479610278936525,B,B
3037,3037,6074,6074,-3037,-3037,1,1,0.689505118201118,0.689505118201118,B,B
3038,3038,6076,6076,-3038,-3038,1,1,0.1988523503096249,0.1988523503096249,B,B
3041,3041,6082,6082,-3041,-3041,1,1,0.4284603015766828,0.4284603015766828,B,B
3042,3042,6084,6084,-3042,-3042,1,1,0.7579266572945259,0.7579266572945259,B,B
3043,3043,6086,6086,-3043,-3043,1,1,0.31521651282724905,0.31521651282724905,B,B
3045,3045,6090,6090,-3045,-3045,1,1,0.030749087465406055,0.030749087465406055,B,B
3046,3046,6092,6092,-3046,-3046,1,1,0.8411975790197838,0.8411975790197838,B,B
3047,3047,6094,6094,-3047,-3047,1,1,0.5093919526655715,0.5093919526655715,B,B
3048,3048,6096,6096,-3048,-3048,1,1,0.5098932878273532,0.5098932878273532,B,B
3051,3051,6102,6102,-3051,-3051,1,1,0.633785039648443,0.633785039648443,B,B
3054,3054,6108,6108,-3054,-3054,1,1,0.1743220715339806,0.1743220715339806,B,B
3057,3057,6114,6114,-3057,-3057,1,1,0.2374132169719233,0.2374132169719233,B,B
3059,3059,6118,6118,-3059,-3059,1,1,0.44640995814187967,0.44640995814187967,B,B
3061,3061,6122,6122,-3061,-3061,1,1,0.4366411948202251,0.4366411948202251,B,B
3062,3062,6124,6124,-3062,-3062,1,1,0.05284753685118326,0.05284753685118326,B,B
3064,3064,6128,6128,-3064,-3064,1,1,0.22336674559290948,0.22336674559290948,B,B
3065,3065,6130,6130,-3065,-3065,1,1,0.018468392597047356,0.018468392597047356,B,B
3068,3068,6136,6136,-3068,-3068,1,1,0.4189091909353545,0.4189091909353545,B,B
3071,3071,6142,6142,-3071,-3071,1,1,0.4338846666531868,0.4338846666531868,B,B
3073,3073,6146,6146,-3073,-3073,1,1,0.6101389597318483,0.6101389597318483,B,B
3074,3074,6148,6148,-3074,-3074,1,1,0.15774580440073516,0.15774580440073516,B,B
3075,3075,6150,6150,-3075,-3075,1,1,0.7911792449275524,0.7911792449275524,B,B
3076,3076,6152,6152,-3076,-3076,1,1,0.29616599610821037,0.29616599610821037,B,B
3077,3077,6154,6154,-3077,-3077,1,1,0.35722625467258406,0.35722625467258406,B,B
3078,3078,6156,6156,-3078,-3078,1,1,0.3787865286826545,0.3787865286826545,B,B
3083,3083,6166,6166,-3083,-3083,1,1,0.023276567521322677,0.023276567521322677,B,B
3084,3084,6168,6168,-3084,-3084,1,1,0.8161499138577241,0.8161499138577241,B,B
3087,3087,6174,6174,-3087,-3087,1,1,0.2705693027389765,0.2705693027389765,B,B
3088,3088,6176,6176,-3088,-3088,1,1,0.6635397620827641,0.6635397620827641,B,B
3089,3089,6178,6178,-3089,-3089,1,1,0.14930209655414872,0.14930209655414872,B,B
3090,3090,6180,6180,-3090,-3090,1,1,0.034177002655915945,0.034177002655915945,B,B
3091,3091,6182,6182,-3091,-3091,1,1,0.15267477063286683,0.15267477063286683,B,B
3094,3094,6188,6188,-3094,-3094,1,1,0.33902746265033723,0.33902746265033723,B,B
3095,3095,6190,6190,-3095,-3095,1,1,0.07553408336420075,0.07553408336420075,B,B
3096,3096,6192,6192,-3096,-3096,1,1,0.4585114469559475,0.4585114469559475,B,B
3097,3097,6194,6194,-3097,-3097,1,1,0.868030919152042,0.868030919152042,B,B
3100,3100,6200,6200,-3100,-3100,1,1,0.12780706710488454,0.12780706710488454,B,B
3101,3101,6202,6202,-3101,-3101,1,1,0.5381803948194924,0.5381803948194924,B,B
3102,3102,6204,6204,-3102,-3102,1,1,0.07764543412063474,0.07764543412063474,B,B
3103,3103,6206,6206,-3103,-3103,1,1,0.5037373165942636,0.5037373165942636,B,B
3104,3104,6208,6208,-3104,-3104,1,1,0.3268067582853964,0.3268067582853964,B,B
3105,3105,6210,6210,-3105,-3105,1,1,0.7580385057794692,0.7580385057794692,B,B
3106,3106,6212,6212,-3106,-3106,1,1,0.1602846479867328,0.1602846479867328,B,B
3108,3108,6216,6216,-3108,-3108,1,1,0.16921433050155688,0.16921433050155688,B,B
3110,3110,6220,6220,-3110,-3110,1,1,0.41947294171614913,0.41947294171614913,B,B
3111,3111,6222,6222,-3111,-3111,1,1,0.4022508668458752,0.4022508668458752,B,B
3113,3113,6226,6226,-3113,-3113,1,1,0.6343138874265132,0.6343138874265132,B,B
3114,3114,6228,6228,-3114,-3114,1,1,0.6066924111209372,0.6066924111209372,B,B
3115,3115,6230,6230,-3115,-3115,1,1,0.7580246451902377,0.7580246451902377,B,B
3117,3117,6234,6234,-3117,-3117,1,1,0.6178948331143492,0.6178948331143492,B,B
3119,3119,6238,6238,-3119,-3119,1,1,0.21331640463993728,0.21331640463993728,B,B
3120,3120,6240,6240,-3120,-3120,1,1,0.6134891929199974,0.6134891929199974,B,B
3121,3121,6242,6242,-3121,-3121,1,1,0.7947534119191999,0.7947534119191999,B,B
3122,3122,6244,6244,-3122,-3122,1,1,0.8640687108030856,0.8640687108030856,B,B
3123,3123,6246,6246,-3123,-3123,1,1,0.14211089818132105,0.14211089818132105,B,B
3124,3124,6248,6248,-3124,-3124,1,1,0.8980443546276635,0.8980443546276635,B,B
3125,3125,6250,6250,-3125,-3125,1,1,0.14972166004583287,0.14972166004583287,B,B
3126,3126,6252,6252,-3126,-3126,1,1,0.014131347338847133,0.014131347338847133,B,B
3128,3128,6256,6256,-3128,-3128,1,1,0.5380456665682349,0.5380456665682349,B,B
3129,3129,6258,6258,-3129,-3129,1,1,0.5941329997057194,0.5941329997057194,B,B
3130,3130,6260,6260,-3130,-3130,1,1,0.3098292567853014,0.3098292567853014,B,B
3131,3131,6262,6262,-3131,-3131,1,1,0.9258815285101103,0.9258815285101103,B,B
3132,3132,6264,6264,-3132,-3132,1,1,0.9716303109915062,0.9716303109915062,B,B
3133,3133,6266,6266,-3133,-3133,1,1,0.0272978631212466,0.0272978631212466,B,B
3134,3134,6268,6268,-3134,-3134,1,1,0.8041011862411632,0.8041011862411632,B,B
3138,3138,6276,6276,-3138,-3138,1,1,0.6537739141620987,0.6537739141620987,B,B
3139,3139,6278,6278,-3139,-3139,1,1,0.552894523891626,0.552894523891626,B,B
3141,3141,6282,6282,-3141,-3141,1,1,0.20025673338252492,0.20025673338252492,B,B
3145,3145,6290,6290,-3145,-3145,1,1,0.7655091234969367,0.7655091234969367,B,B
3146,3146,6292,6292,-3146,-3146,1,1,0.3678809614968138,0.3678809614968138,B,B
3147,3147,6294,6294,-3147,-3147,1,1,0.10750907245534236,0.10750907245534236,B,B
3148,3148,6296,6296,-3148,-3148,1,1,0.7167981503895511,0.7167981503895511,B,B
3149,3149,6298,6298,-3149,-3149,1,1,0.2147197481648292,0.2147197481648292,B,B
3150,3150,6300,6300,-3150,-3150,1,1,0.6297594624827286,0.6297594624827286,B,B
3151,3151,6302,6302,-3151,-3151,1,1,0.5061144061967039,0.5061144061967039,B,B
3152,3152,6304,6304,-3152,-3152,1,1,0.8225180649170848,0.8225180649170848,B,B
3153,3153,6306,6306,-3153,-3153,1,1,0.9489375342362062,0.9489375342362062,B,B
3155,3155,6310,6310,-3155,-3155,1,1,0.34469567080643637,0.34469567080643637,B,B
3156,3156,6312,6312,-3156,-3156,1,1,0.24186032811415936,0.24186032811415936,B,B
3158,3158,6316,6316,-3158,-3158,1,1,0.5958461615290144,0.5958461615290144,B,B
3159,3159,6318,6318,-3159,-3159,1,1,0.5768975039661932,0.5768975039661932,B,B
3160,3160,6320,6320,-3160,-3160,1,1,0.18888551743135384,0.18888551743135384,B,B
3161,3161,6322,6322,-3161,-3161,1,1,0.14412445341468916,0.14412445341468916,B,B
3162,3162,6324,6324,-3162,-3162,1,1,0.9468638771207898,0.9468638771207898,B,B
3163,3163,6326,6326,-3163,-3163,1,1,0.8226445489177359,0.8226445489177359,B,B
3164,3164,6328,6328,-3164,-3164,1,1,0.7871361625851694,0.7871361625851694,B,B
3166,3166,6332,6332,-3166,-3166,1,1,0.974477602513045,0.974477602513045,B,B
3167,3167,6334,6334,-3167,-3167,1,1,0.37854534884766244,0.37854534884766244,B,B
3175,3175,6350,6350,-3175,-3175,1,1,0.570871766354719,0.570871766354719,B,B
3177,3177,6354,6354,-3177,-3177,1,1,0.35123836799770214,0.35123836799770214,B,B
3178,3178,6356,6356,-3178,-3178,1,1,0.5379507299752715,0.5379507299752715,B,B
3179,3179,6358,6358,-3179,-3179,1,1,0.4303573696069931,0.4303573696069931,B,B
3180,3180,6360,6360,-3180,-3180,1,1,0.9943525491820965,0.9943525491820965,B,B
3182,3182,6364,6364,-3182,-3182,1,1,0.6891912680346909,0.6891912680346909,B,B
3183,3183,6366,6366,-3183,-3183,1,1,0.17367065293961603,0.17367065293961603,B,B
3186,3186,6372,6372,-3186,-3186,1,1,0.5178486534893434,0.5178486534893434,B,B
3188,3188,6376,6376,-3188,-3188,1,1,0.2234687341981887,0.2234687341981887,B,B
3189,3189,6378,6378,-3189,-3189,1,1,0.6351267934133166,0.6351267934133166,B,B
3190,3190,6380,6380,-3190,-3190,1,1,0.33392851674272206,0.33392851674272206,B,B
3191,3191,6382,6382,-3191,-3191,1,1,0.9720769144153268,0.9720769144153268,B,B
3192,3192,6384,6384,-3192,-3192,1,1,0.2619811644411777,0.2619811644411777,B,B
3194,3194,6388,6388,-3194,-3194,1,1,0.56603695514831,0.56603695514831,B,B
3195,3195,6390,6390,-3195,-3195,1,1,0.5235393201510686,0.5235393201510686,B,B
3197,3197,6394,6394,-3197,-3197,1,1,0.38291931618061725,0.38291931618061725,B,B
3198,3198,6396,6396,-3198,-3198,1,1,0.6757900332140978,0.6757900332140978,B,B
3199,3199,6398,6398,-3199,-3199,1,1,0.4831832365532005,0.4831832365532005,B,B
3201,3201,6402,6402,-3201,-3201,1,1,0.16645667286915877,0.16645667286915877,B,B
3204,3204,6408,6408,-3204,-3204,1,1,0.4558497224408975,0.4558497224408975,B,B
3205,3205,6410,6410,-3205,-3205,1,1,0.999863511381377,0.999863511381377,B,B
3206,3206,6412,6412,-3206,-3206,1,1,0.09072610509395351,0.09072610509395351,B,B
3207,3207,6414,6414,-3207,-3207,1,1,0.5737760486208773,0.5737760486208773,B,B
3209,3209,6418,6418,-3209,-3209,1,1,0.0954999185506974,0.0954999185506974,B,B
3210,3210,6420,6420,-3210,-3210,1,1,0.9057837916274852,0.9057837916274852,B,B
3211,3211,6422,6422,-3211,-3211,1,1,0.8474280093834162,0.8474280093834162,B,B
3213,3213,6426,6426,-3213,-3213,1,1,0.8666530590234105,0.8666530590234105,B,B
3214,3214,6428,6428,-3214,-3214,1,1,0.48826440718917885,0.48826440718917885,B,B
3216,3216,6432,6432,-3216,-3216,1,1,0.20831941590358793,0.20831941590358793,B,B
3217,3217,6434,6434,-3217,-3217,1,1,0.16078642369560736,0.16078642369560736,B,B
3218,3218,6436,6436,-3218,-3218,1,1,0.6593770523815216,0.6593770523815216,B,B
3219,3219,6438,6438,-3219,-3219,1,1,0.06927680747196074,0.06927680747196074,B,B
3223,3223,6446,6446,-3223,-3223,1,1,0.1272370169144107,0.1272370169144107,B,B
3225,3225,6450,6450,-3225,-3225,1,1,0.8263932158397851,0.8263932158397851,B,B
3226,3226,6452,6452,-3226,-3226,1,1,0.7473965627759239,0.7473965627759239,B,B
3227,3227,6454,6454,-3227,-3227,1,1,0.9058676876440147,0.9058676876440147,B,B
3228,3228,6456,6456,-3228,-3228,1,1,0.08781181315154463,0.08781181315154463,B,B
3230,3230,6460,6460,-3230,-3230,1,1,0.0683100692371087,0.0683100692371087,B,B
3231,3231,6462,6462,-3231,-3231,1,1,0.5787248904313319,0.5787248904313319,B,B
3233,3233,6466,6466,-3233,-3233,1,1,0.7690850444290797,0.7690850444290797,B,B
3234,3234,6468,6468,-3234,-3234,1,1,0.027926108384799253,0.027926108384799253,B,B
3235,3235,6470,6470,-3235,-3235,1,1,0.6284306724285827,0.6284306724285827,B,B
3239,3239,6478,6478,-3239,-3239,1,1,0.22005763728982142,0.22005763728982142,B,B
3240,3240,6480,6480,-3240,-3240,1,1,0.30409950022182486,0.30409950022182486,B,B
3241,3241,6482,6482,-3241,-3241,1,1,0.15989721321081807,0.15989721321081807,B,B
3243,3243,6486,6486,-3243,-3243,1,1,0.6391213909227825,0.6391213909227825,B,B
3244,3244,6488,6488,-3244,-3244,1,1,0.6923596584327348,0.6923596584327348,B,B
3245,3245,6490,6490,-3245,-3245,1,1,0.341320815298381,0.341320815298381,B,B
3246,3246,6492,6492,-3246,-3246,1,1,0.9593890202831591,0.9593890202831591,B,B
3247,3247,6494,6494,-3247,-3247,1,1,0.8391943316087501,0.8391943316087501,B,B
3248,3248,6496,6496,-3248,-3248,1,1,0.9681954242596875,0.9681954242596875,B,B
3249,3249,6498,6498,-3249,-3249,1,1,0.2636716935221941,0.2636716935221941,B,B
3250,3250,6500,6500,-3250,-3250,1,1,0.7484743211262558,0.7484743211262558,B,B
3252,3252,6504,6504,-3252,-3252,1,1,0.08596227387983901,0.08596227387983901,B,B
3254,3254,6508,6508,-3254,-3254,1,1,0.7056549273877057,0.7056549273877057,B,B
3256,3256,6512,6512,-3256,-3256,1,1,0.7204875342172912,0.7204875342172912,B,B
3258,3258,6516,6516,-3258,-3258,1,1,0.2754902709543311,0.2754902709543311,B,B
3260,3260,6520,6520,-3260,-3260,1,1,0.39544834905571546,0.39544834905571546,B,B
3262,3262,6524,6524,-3262,-3262,1,1,0.25159061642138425,0.25159061642138425,B,B
3263,3263,6526,6526,-3263,-3263,1,1,0.6266685250693192,0.6266685250693192,B,B
3264,3264,6528,6528,-3264,-3264,1,1,0.05307706327055939,0.05307706327055939,B,B
3265,3265,6530,6530,-3265,-3265,1,1,0.5933377606466024,0.5933377606466024,B,B
3266,3266,6532,6532,-3266,-3266,1,1,0.5188943989507375,0.5188943989507375,B,B
3267,3267,6534,6534,-3267,-3267,1,1,0.17106999010687296,0.17106999010687296,B,B
3268,3268,6536,6536,-3268,-3268,1,1,0.7884851253171361,0.7884851253171361,B,B
3269,3269,6538,6538,-3269,-3269,1,1,0.48586563729608756,0.48586563729608756,B,B
3270,3270,6540,6540,-3270,-3270,1,1,0.10954597096145324,0.10954597096145324,B,B
3271,3271,6542,6542,-3271,-3271,1,1,0.008340006028384694,0.008340006028384694,B,B
