Feature_A,Feature_A_noFeature_A,Feature_B,Feature_B_noFeature_A,Feature_C,Feature_C_noFeature_A,Constant_Feature,Constant_Feature_noFeature_A,Random_Feature,Random_Feature_noFeature_A,Outcome,Outcome_noFeature_A
3016,3593,6032,6032,-3016,-3393,1,1,0.5883793857232876,0.6698489290101762,B,B
3017,3593,6034,6034,-3017,-3395,1,1,0.9726113254059179,0.9726113254059179,B,B
3018,3593,6036,6036,-3018,-3396,1,1,0.5862063088213584,0.6498675454640447,B,B
3020,3593,6040,6036,-3020,-3396,1,1,0.2017708333249727,0.24338030796974208,B,B
3021,3593,6042,6042,-3021,-3397,1,1,0.32178551251038945,0.3932606601995109,B,B
3022,3593,6044,6044,-3022,-3399,1,1,0.34156166028683954,0.4074261197858208,B,B
3023,3593,6046,6046,-3023,-3400,1,1,0.706166949226658,0.7803108024205748,B,B
3024,3593,6048,5294,-3024,-3024,1,1,0.15633717260319224,0.1603827427768152,B,B
3026,3593,6052,5298,-3026,-3026,1,1,0.10457961896568502,0.10332125679851589,B,B
3027,3593,6054,5300,-3027,-3027,1,1,0.39175039375443366,0.44011053017510116,B,B
3031,3593,6062,5302,-3031,-3031,1,1,0.6883360158579219,0.7314275959059792,B,B
3033,3593,6066,5308,-3033,-3034,1,1,0.22302578830648945,0.24338030796974208,B,B
3034,3593,6068,5308,-3034,-3034,1,1,0.737277053735476,0.7853034397481469,B,B
3035,3593,6070,5310,-3035,-3035,1,1,0.5308261311196802,0.5415846752911478,B,B
3036,3593,6072,5312,-3036,-3036,1,1,0.36479610278936525,0.42234695352754115,B,B
3037,3593,6074,5314,-3037,-3037,1,1,0.689505118201118,0.7464202462177183,B,B
3038,3593,6076,5316,-3038,-3038,1,1,0.1988523503096249,0.22472490062373818,B,B
3041,3593,6082,5320,-3041,-3041,1,1,0.4284603015766828,0.4763824019729904,B,B
3042,3593,6084,5322,-3042,-3042,1,1,0.7579266572945259,0.7988039409808276,B,B
3043,3593,6086,5326,-3043,-3043,1,1,0.31521651282724905,0.38421257339649817,B,B
3045,3593,6090,5330,-3045,-3045,1,1,0.030749087465406055,0.03494432943250436,B,B
3046,3593,6092,5336,-3046,-3046,1,1,0.8411975790197838,0.8819064278022691,B,B
3047,3593,6094,5342,-3047,-3048,1,1,0.5093919526655715,0.5232666085548304,B,B
3048,3593,6096,5342,-3048,-3048,1,1,0.5098932878273532,0.526907756287046,B,B
3051,3593,6102,5348,-3051,-3051,1,1,0.633785039648443,0.6808061043682289,B,B
3054,3593,6108,5350,-3054,-3054,1,1,0.1743220715339806,0.21069721651764817,B,B
3057,3593,6114,5356,-3057,-3057,1,1,0.2374132169719233,0.27580081618290186,B,B
3059,3593,6118,5358,-3059,-3059,1,1,0.44640995814187967,0.49738128956208083,B,B
3061,3593,6122,5362,-3061,-3061,1,1,0.4366411948202251,0.496388161710013,B,B
3062,3593,6124,5364,-3062,-3062,1,1,0.05284753685118326,0.056240612322284056,B,B
3064,3593,6128,5366,-3064,-3064,1,1,0.22336674559290948,0.25332236659078133,B,B
3065,3593,6130,5368,-3065,-3065,1,1,0.018468392597047356,0.018088136292188084,B,B
3068,3593,6136,5370,-3068,-3071,1,1,0.4189091909353545,0.4531663062812996,B,B
3071,3593,6142,5370,-3071,-3071,1,1,0.4338846666531868,0.4872448594960501,B,B
3073,3593,6146,5372,-3073,-3073,1,1,0.6101389597318483,0.6398126996551287,B,B
3074,3593,6148,5374,-3074,-3074,1,1,0.15774580440073516,0.17051549911377728,B,B
3075,3593,6150,5382,-3075,-3075,1,1,0.7911792449275524,0.842728536346872,B,B
3076,3593,6152,5384,-3076,-3076,1,1,0.29616599610821037,0.3477620687301779,B,B
3077,3593,6154,5386,-3077,-3077,1,1,0.35722625467258406,0.4139888467203876,B,B
3078,3593,6156,5388,-3078,-3078,1,1,0.3787865286826545,0.42840865428587604,B,B
3083,3593,6166,5392,-3083,-3083,1,1,0.023276567521322677,0.018088136292188084,B,B
3084,3593,6168,5394,-3084,-3084,1,1,0.8161499138577241,0.8571825073387184,B,B
3087,3593,6174,5396,-3087,-3087,1,1,0.2705693027389765,0.323764572400163,B,B
3088,3593,6176,5402,-3088,-3089,1,1,0.6635397620827641,0.7220217765402844,B,B
3089,3593,6178,5402,-3089,-3089,1,1,0.14930209655414872,0.14104148424720753,B,B
3090,3593,6180,5406,-3090,-3090,1,1,0.034177002655915945,0.03840826002130515,B,B
3091,3593,6182,5408,-3091,-3091,1,1,0.15267477063286683,0.15649203068923745,B,B
3094,3593,6188,5410,-3094,-3094,1,1,0.33902746265033723,0.38703361459027685,B,B
3095,3593,6190,5412,-3095,-3095,1,1,0.07553408336420075,0.07455467081615108,B,B
3096,3593,6192,5416,-3096,-3096,1,1,0.4585114469559475,0.49993713751620694,B,B
3097,3593,6194,5418,-3097,-3097,1,1,0.868030919152042,0.9099482488617106,B,B
3100,3593,6200,5422,-3100,-3100,1,1,0.12780706710488454,0.12780706710488454,B,B
3101,3593,6202,5424,-3101,-3101,1,1,0.5381803948194924,0.5503595556507457,B,B
3102,3593,6204,5426,-3102,-3103,1,1,0.07764543412063474,0.07851392549317071,B,B
3103,3593,6206,5426,-3103,-3103,1,1,0.5037373165942636,0.5153885369209218,B,B
3104,3593,6208,5428,-3104,-3104,1,1,0.3268067582853964,0.3847362545009849,B,B
3105,3593,6210,5430,-3105,-3105,1,1,0.7580385057794692,0.8096159738405615,B,B
3106,3593,6212,5432,-3106,-3106,1,1,0.1602846479867328,0.17318401389686366,B,B
3108,3593,6216,5436,-3108,-3108,1,1,0.16921433050155688,0.19793577235533866,B,B
3110,3593,6220,5440,-3110,-3110,1,1,0.41947294171614913,0.4627741520523204,B,B
3111,3593,6222,5446,-3111,-3111,1,1,0.4022508668458752,0.45162097316133043,B,B
3113,3593,6226,5448,-3113,-3113,1,1,0.6343138874265132,0.6841183600492824,B,B
3114,3593,6228,5450,-3114,-3114,1,1,0.6066924111209372,0.6212302131687538,B,B
3115,3593,6230,5456,-3115,-3115,1,1,0.7580246451902377,0.8082879548262514,B,B
3117,3593,6234,5462,-3117,-3119,1,1,0.6178948331143492,0.6498675454640447,B,B
3119,3593,6238,5462,-3119,-3119,1,1,0.21331640463993728,0.23860432736567105,B,B
3120,3593,6240,5464,-3120,-3120,1,1,0.6134891929199974,0.6463417342976022,B,B
3121,3593,6242,5466,-3121,-3121,1,1,0.7947534119191999,0.8487261501021438,B,B
3122,3593,6244,5474,-3122,-3122,1,1,0.8640687108030856,0.895174528343068,B,B
3123,3593,6246,5476,-3123,-3123,1,1,0.14211089818132105,0.13909919586999575,B,B
3124,3593,6248,5478,-3124,-3124,1,1,0.8980443546276635,0.9302314128858158,B,B
3125,3593,6250,5480,-3125,-3125,1,1,0.14972166004583287,0.15649203068923745,B,B
3126,3593,6252,5484,-3126,-3126,1,1,0.014131347338847133,0.011188295829838046,B,B
3128,3593,6256,5486,-3128,-3128,1,1,0.5380456665682349,0.5467786561476256,B,B
3129,3593,6258,5488,-3129,-3130,1,1,0.5941329997057194,0.603780334896824,B,B
3130,3593,6260,5488,-3130,-3130,1,1,0.3098292567853014,0.36950387902757187,B,B
3131,3593,6262,5498,-3131,-3131,1,1,0.9258815285101103,0.9406661062732151,B,B
3132,3593,6264,5500,-3132,-3132,1,1,0.9716303109915062,0.9779925537745947,B,B
3133,3593,6266,5502,-3133,-3133,1,1,0.0272978631212466,0.025050600422351077,B,B
3134,3593,6268,5504,-3134,-3134,1,1,0.8041011862411632,0.855370837435498,B,B
3138,3593,6276,5512,-3138,-3138,1,1,0.6537739141620987,0.6999459214432685,B,B
3139,3593,6278,5516,-3139,-3139,1,1,0.552894523891626,0.552894523891626,B,B
3141,3593,6282,5518,-3141,-3141,1,1,0.20025673338252492,0.23305207746531797,B,B
3145,3593,6290,5524,-3145,-3145,1,1,0.7655091234969367,0.8193931681354194,B,B
3146,3593,6292,5528,-3146,-3146,1,1,0.3678809614968138,0.42448085266597657,B,B
3147,3593,6294,5530,-3147,-3148,1,1,0.10750907245534236,0.1079461102000735,B,B
3148,3593,6296,5530,-3148,-3148,1,1,0.7167981503895511,0.7750692116684814,B,B
3149,3593,6298,5532,-3149,-3149,1,1,0.2147197481648292,0.23900220918116455,B,B
3150,3593,6300,5534,-3150,-3150,1,1,0.6297594624827286,0.6698489290101762,B,B
3151,3593,6302,5536,-3151,-3151,1,1,0.5061144061967039,0.5196410988602942,B,B
3152,3593,6304,5540,-3152,-3152,1,1,0.8225180649170848,0.8604389612096618,B,B
3153,3593,6306,5542,-3153,-3153,1,1,0.9489375342362062,0.9667428573126903,B,B
3155,3593,6310,5550,-3155,-3155,1,1,0.34469567080643637,0.4058773418398083,B,B
3156,3593,6312,5552,-3156,-3156,1,1,0.24186032811415936,0.2798358682128692,B,B
3158,3593,6316,5554,-3158,-3158,1,1,0.5958461615290144,0.6106806964843985,B,B
3159,3593,6318,5556,-3159,-3160,1,1,0.5768975039661932,0.5803660351829207,B,B
3160,3593,6320,5556,-3160,-3160,1,1,0.18888551743135384,0.21859222805099499,B,B
3161,3593,6322,5558,-3161,-3161,1,1,0.14412445341468916,0.14007110398887046,B,B
3162,3593,6324,5566,-3162,-3162,1,1,0.9468638771207898,0.9637729697421694,B,B
3163,3593,6326,5570,-3163,-3163,1,1,0.8226445489177359,0.861984116685601,B,B
3164,3593,6328,5580,-3164,-3164,1,1,0.7871361625851694,0.8352007840775202,B,B
3166,3593,6332,5582,-3166,-3166,1,1,0.974477602513045,0.987370946598683,B,B
3167,3593,6334,5586,-3167,-3167,1,1,0.37854534884766244,0.42840865428587604,B,B
3175,3593,6350,5594,-3175,-3175,1,1,0.570871766354719,0.570871766354719,B,B
3177,3593,6354,5596,-3177,-3177,1,1,0.35123836799770214,0.4074261197858208,B,B
3178,3593,6356,5598,-3178,-3178,1,1,0.5379507299752715,0.5465563330762127,B,B
3179,3593,6358,5600,-3179,-3180,1,1,0.4303573696069931,0.48126903846298574,B,B
3180,3593,6360,5600,-3180,-3180,1,1,0.9943525491820965,0.9928011376356151,B,B
3182,3593,6364,5610,-3182,-3182,1,1,0.6891912680346909,0.7388978831613703,B,B
3183,3593,6366,5614,-3183,-3183,1,1,0.17367065293961603,0.20700641306891354,B,B
3186,3593,6372,5616,-3186,-3186,1,1,0.5178486534893434,0.5300522225750692,B,B
3188,3593,6376,5618,-3188,-3188,1,1,0.2234687341981887,0.2603790319177123,B,B
3189,3593,6378,5620,-3189,-3189,1,1,0.6351267934133166,0.690413904251382,B,B
3190,3593,6380,5622,-3190,-3190,1,1,0.33392851674272206,0.38703361459027685,B,B
3191,3593,6382,5624,-3191,-3191,1,1,0.9720769144153268,0.9820972047589576,B,B
3192,3593,6384,5628,-3192,-3192,1,1,0.2619811644411777,0.3143375863567962,B,B
3194,3593,6388,5638,-3194,-3195,1,1,0.56603695514831,0.56603695514831,B,B
3195,3593,6390,5638,-3195,-3195,1,1,0.5235393201510686,0.5342509451633768,B,B
3197,3593,6394,5640,-3197,-3197,1,1,0.38291931618061725,0.43314377789333625,B,B
3198,3593,6396,5642,-3198,-3198,1,1,0.6757900332140978,0.7278656981602999,B,B
3199,3593,6398,5644,-3199,-3199,1,1,0.4831832365532005,0.509357468198439,B,B
3201,3593,6402,5646,-3201,-3201,1,1,0.16645667286915877,0.19793577235533866,B,B
3204,3593,6408,5654,-3204,-3204,1,1,0.4558497224408975,0.49773126859260164,B,B
3205,3593,6410,5658,-3205,-3205,1,1,0.999863511381377,0.9974133472091609,B,B
3206,3593,6412,5666,-3206,-3206,1,1,0.09072610509395351,0.09637025062913651,B,B
3207,3593,6414,5668,-3207,-3207,1,1,0.5737760486208773,0.570871766354719,B,B
3209,3593,6418,5670,-3209,-3210,1,1,0.0954999185506974,0.1021873694511286,B,B
3210,3593,6420,5672,-3210,-3210,1,1,0.9057837916274852,0.9342615917263499,B,B
3211,3593,6422,5672,-3211,-3211,1,1,0.8474280093834162,0.8852113150698214,B,B
3213,3593,6426,5674,-3213,-3213,1,1,0.8666530590234105,0.9043969201407271,B,B
3214,3593,6428,5678,-3214,-3214,1,1,0.48826440718917885,0.5118637314659358,B,B
3216,3593,6432,5680,-3216,-3216,1,1,0.20831941590358793,0.23640044961784124,B,B
3217,3593,6434,5684,-3217,-3217,1,1,0.16078642369560736,0.18051239965326915,B,B
3218,3593,6436,5686,-3218,-3218,1,1,0.6593770523815216,0.6999459214432685,B,B
3219,3593,6438,5688,-3219,-3219,1,1,0.06927680747196074,0.07019586550984602,B,B
3223,3593,6446,5690,-3223,-3223,1,1,0.1272370169144107,0.1272370169144107,B,B
3225,3593,6450,5696,-3225,-3225,1,1,0.8263932158397851,0.8689264429483963,B,B
3226,3593,6452,5698,-3226,-3227,1,1,0.7473965627759239,0.7938238921019529,B,B
3227,3593,6454,5698,-3227,-3227,1,1,0.9058676876440147,0.9344296313744197,B,B
3228,3593,6456,5700,-3228,-3228,1,1,0.08781181315154463,0.09412769060917414,B,B
3230,3593,6460,5708,-3230,-3230,1,1,0.0683100692371087,0.07019586550984602,B,B
3231,3593,6462,5710,-3231,-3231,1,1,0.5787248904313319,0.5880531791016704,B,B
3233,3593,6466,5712,-3233,-3233,1,1,0.7690850444290797,0.8280406900758914,B,B
3234,3593,6468,5716,-3234,-3234,1,1,0.027926108384799253,0.030482663418534672,B,B
3235,3593,6470,5718,-3235,-3235,1,1,0.6284306724285827,0.6647295682870051,B,B
3239,3593,6478,5724,-3239,-3239,1,1,0.22005763728982142,0.24104662079416184,B,B
3240,3593,6480,5726,-3240,-3240,1,1,0.30409950022182486,0.36265753310929716,B,B
3241,3593,6482,5728,-3241,-3243,1,1,0.15989721321081807,0.17250576268993667,B,B
3243,3593,6486,5728,-3243,-3243,1,1,0.6391213909227825,0.6945155977988335,B,B
3244,3593,6488,5732,-3244,-3244,1,1,0.6923596584327348,0.7567067748547494,B,B
3245,3593,6490,5734,-3245,-3245,1,1,0.341320815298381,0.3994926474062215,B,B
3246,3593,6492,5736,-3246,-3246,1,1,0.9593890202831591,0.9726113254059179,B,B
3247,3593,6494,5738,-3247,-3247,1,1,0.8391943316087501,0.8769638926540771,B,B
3248,3593,6496,5742,-3248,-3248,1,1,0.9681954242596875,0.9779925537745947,B,B
3249,3593,6498,5744,-3249,-3249,1,1,0.2636716935221941,0.31581250837759134,B,B
3250,3593,6500,5746,-3250,-3250,1,1,0.7484743211262558,0.7988039409808276,B,B
3252,3593,6504,5752,-3252,-3252,1,1,0.08596227387983901,0.09309896950611685,B,B
3254,3593,6508,5754,-3254,-3254,1,1,0.7056549273877057,0.7643606766559357,B,B
3256,3593,6512,5756,-3256,-3258,1,1,0.7204875342172912,0.7803108024205748,B,B
3258,3593,6516,5756,-3258,-3258,1,1,0.2754902709543311,0.33952239001583573,B,B
3260,3593,6520,5764,-3260,-3260,1,1,0.39544834905571546,0.44730495999430764,B,B
3262,3593,6524,5768,-3262,-3262,1,1,0.25159061642138425,0.2926868978829027,B,B
3263,3593,6526,5774,-3263,-3263,1,1,0.6266685250693192,0.654358634418288,B,B
3264,3593,6528,5778,-3264,-3264,1,1,0.05307706327055939,0.06393853573037012,B,B
3265,3593,6530,5786,-3265,-3265,1,1,0.5933377606466024,0.5997819909809575,B,B
3266,3593,6532,5788,-3266,-3266,1,1,0.5188943989507375,0.5300522225750692,B,B
3267,3593,6534,5792,-3267,-3267,1,1,0.17106999010687296,0.20265350932199155,B,B
3268,3593,6536,5796,-3268,-3268,1,1,0.7884851253171361,0.842728536346872,B,B
3269,3593,6538,5798,-3269,-3270,1,1,0.48586563729608756,0.5101714442624968,B,B
3270,3593,6540,5798,-3270,-3270,1,1,0.10954597096145324,0.12359978595468157,B,B
3271,3593,6542,5800,-3271,-3271,1,1,0.008340006028384694,0.006257781920116279,B,B
3273,3593,6546,5802,-3273,-3273,1,1,0.1648092482975151,0.18924644668693769,B,B
3274,3593,6548,5806,-3274,-3274,1,1,0.6083020434001759,0.6317031651446298,B,B
3279,3593,6558,5810,-3279,-3279,1,1,0.10332125679851589,0.10332125679851589,B,B
3280,3593,6560,5812,-3280,-3280,1,1,0.6098730363287023,0.6373622107997243,B,B
3281,3593,6562,5814,-3281,-3281,1,1,0.2523461316798393,0.30182243219740146,B,B
3282,3593,6564,5816,-3282,-3282,1,1,0.6927742288461433,0.7576289496214702,B,B
3286,3593,6572,5818,-3286,-3286,1,1,0.3921688317981835,0.44548728437867,B,B
3287,3593,6574,5820,-3287,-3287,1,1,0.004565904953090283,0.002989714961723844,B,B
3288,3593,6576,5826,-3288,-3289,1,1,0.8640426769788171,0.8936795348799073,B,B
3289,3593,6578,5826,-3289,-3289,1,1,0.051086333377212245,0.05197202665934175,B,B
3291,3593,6582,5836,-3291,-3291,1,1,0.4605609677600513,0.5039488754114507,B,B
3292,3593,6584,5840,-3292,-3292,1,1,0.6027028592062148,0.6201805292756517,B,B
3293,3593,6586,5844,-3293,-3293,1,1,0.36132481912701486,0.41405679118103156,B,B
3294,3593,6588,5846,-3294,-3294,1,1,0.5762729908066979,0.5762729908066979,B,B
3296,3593,6592,5848,-3296,-3296,1,1,0.10681514949348259,0.10681514949348259,B,B
3297,3593,6594,5856,-3297,-3297,1,1,0.6597750406584207,0.7088931693387862,B,B
3298,3593,6596,5862,-3298,-3298,1,1,0.044192974641992566,0.04299035137096496,B,B
3299,3593,6598,5868,-3299,-3299,1,1,0.30376155560481943,0.35930265019109875,B,B
3300,3593,6600,5874,-3300,-3303,1,1,0.8620173162329305,0.8887686724927855,B,B
3303,3593,6606,5874,-3303,-3303,1,1,0.2395338341888842,0.2798358682128692,B,B
3304,3593,6608,5876,-3304,-3304,1,1,0.42087669444844167,0.4717864721375966,B,B
3306,3593,6612,5878,-3306,-3306,1,1,0.599776239611761,0.6124672021154907,B,B
3307,3593,6614,5880,-3307,-3307,1,1,0.7683507022191779,0.8227425755255332,B,B
3308,3593,6616,5882,-3308,-3308,1,1,0.7140202930922839,0.7662524140463154,B,B
3309,3593,6618,5884,-3309,-3309,1,1,0.17186297738255008,0.20510197411074116,B,B
3311,3593,6622,5888,-3311,-3311,1,1,0.4090723004231903,0.4528903789780997,B,B
3312,3593,6624,5890,-3312,-3312,1,1,0.04852163040416935,0.04852163040416935,B,B
3313,3593,6626,5892,-3313,-3313,1,1,0.7603465987500985,0.8133616756151754,B,B
3314,3593,6628,5896,-3314,-3314,1,1,0.7464262404287192,0.789385420730574,B,B
3318,3593,6636,5898,-3318,-3319,1,1,0.85712882459322,0.8887686724927855,B,B
3319,3593,6638,5898,-3319,-3319,1,1,0.6071133902487345,0.6256876764001337,B,B
3320,3593,6640,5900,-3320,-3320,1,1,0.8971122927360496,0.9302314128858158,B,B
3322,3593,6644,5902,-3322,-3322,1,1,0.7855114177297841,0.8320237885278572,B,B
3323,3593,6646,5904,-3323,-3323,1,1,0.017057308265334803,0.016044092105171326,B,B
3324,3593,6648,5910,-3324,-3324,1,1,0.5740224522143414,0.5740224522143414,B,B
3327,3593,6654,5914,-3327,-3327,1,1,0.2946663252477434,0.34507636947604514,B,B
3332,3593,6664,5918,-3332,-3332,1,1,0.21469613829070222,0.23900220918116455,B,B
3335,3593,6670,5920,-3335,-3335,1,1,0.2880089652863539,0.34130972623569644,B,B
3340,3593,6680,5926,-3340,-3340,1,1,0.8785907853916027,0.9236226196072415,B,B
3341,3593,6682,5928,-3341,-3343,1,1,0.46729127991572716,0.5039488754114507,B,B
3343,3593,6686,5928,-3343,-3343,1,1,0.634972227200766,0.6879039825576002,B,B
3344,3593,6688,5930,-3344,-3344,1,1,0.6521533359581325,0.6960780877628314,B,B
3348,3593,6696,5934,-3348,-3348,1,1,0.2831947142179495,0.34130972623569644,B,B
3349,3593,6698,5936,-3349,-3349,1,1,0.22337959219635395,0.2548959713051634,B,B
3352,3593,6704,5938,-3352,-3352,1,1,0.4092969986299688,0.4531663062812996,B,B
3353,3593,6706,5942,-3353,-3353,1,1,0.6095469701888614,0.6361071963325342,B,B
3355,3593,6710,5944,-3355,-3355,1,1,0.16373323367234238,0.1836618488347247,B,B
3357,3593,6714,5948,-3357,-3357,1,1,0.6212170787433495,0.654358634418288,B,B
3358,3593,6716,5952,-3358,-3358,1,1,0.34563546046931193,0.40654167027195154,B,B
3360,3593,6720,5964,-3360,-3360,1,1,0.8649349181126861,0.9029719541958754,B,B
3361,3593,6722,5966,-3361,-3362,1,1,0.9270836022302812,0.9498464772421977,B,B
3362,3593,6724,5966,-3362,-3362,1,1,0.23395965741098845,0.27561900253221705,B,B
3363,3593,6726,5968,-3363,-3363,1,1,0.3790557914378955,0.42887276456757684,B,B
3366,3593,6732,5970,-3366,-3366,1,1,0.27417311119336807,0.33881678092197554,B,B
3368,3593,6736,5972,-3368,-3368,1,1,0.652304572415332,0.6996783931044354,B,B
3369,3593,6738,5974,-3369,-3369,1,1,0.15727825919724114,0.16510630606638088,B,B
3370,3593,6740,5976,-3370,-3370,1,1,0.3103893312798959,0.37644150870379745,B,B
3371,3593,6742,5984,-3371,-3371,1,1,0.4873406715829163,0.5106209368685756,B,B
3372,3593,6744,5986,-3372,-3372,1,1,0.5827284557881642,0.5994001865348264,B,B
3373,3593,6746,5988,-3373,-3373,1,1,0.9436054510686056,0.9565332113809033,B,B
3377,3593,6754,5990,-3377,-3378,1,1,0.22685613910116298,0.2618722429021725,B,B
3378,3593,6756,5990,-3378,-3378,1,1,0.8919612615307886,0.9252363068042716,B,B
3382,3593,6764,5994,-3382,-3382,1,1,0.6046461867574996,0.6201805292756517,B,B
3383,3593,6766,5998,-3383,-3383,1,1,0.9547391151111049,0.9691592757723164,B,B
3384,3593,6768,6002,-3384,-3384,1,1,0.27373237551986207,0.32689641467632335,B,B
3386,3593,6772,6004,-3386,-3386,1,1,0.340949350907506,0.3932606601995109,B,B
3387,3593,6774,6014,-3387,-3387,1,1,0.08449074322522654,0.08241362266914498,B,B
3388,3593,6776,6018,-3388,-3388,1,1,0.5284361326591914,0.5355644108561903,B,B
3391,3593,6782,6020,-3391,-3391,1,1,0.6792105193504102,0.7285529783041427,B,B
3392,3593,6784,6030,-3392,-3392,1,1,0.24672019031479586,0.290224050373042,B,B
3393,3593,6786,6032,-3393,-3393,1,1,0.7225455709303213,0.7825274309181992,B,B
3394,3593,6788,6034,-3394,-3395,1,1,0.08480526601193994,0.08688639997486514,B,B
3395,3593,6790,6034,-3395,-3395,1,1,0.3885440667941955,0.43749042141262795,B,B
3396,3593,6792,6036,-3396,-3396,1,1,0.6917047830737384,0.7567067748547494,B,B
3397,3593,6794,6042,-3397,-3397,1,1,0.12849240779257054,0.13044808427072108,B,B
3399,3593,6798,6044,-3399,-3399,1,1,0.8765809250276536,0.911138148279308,B,B
3400,3593,6800,6046,-3400,-3400,1,1,0.6755842443993141,0.7274907487570267,B,B
3401,3593,6802,5294,-3401,-3024,1,1,0.8589080931482268,0.8571825073387184,B,B
3407,3593,6814,5298,-3407,-3026,1,1,0.5468714672783619,0.56603695514831,B,B
3408,3593,6816,5300,-3408,-3027,1,1,0.029446496303444647,0.030482663418534672,B,B
3410,3593,6820,5300,-3410,-3027,1,1,0.8716968912324021,0.8604389612096618,B,B
3411,3593,6822,5302,-3411,-3031,1,1,0.1762935677400007,0.17318401389686366,B,B
3412,3593,6824,5308,-3412,-3034,1,1,0.683314993994542,0.6808061043682289,B,B
3413,3593,6826,5310,-3413,-3035,1,1,0.26989869291042423,0.290224050373042,B,B
3414,3593,6828,5312,-3414,-3036,1,1,0.9886306929434113,0.9820972047589576,B,B
3416,3593,6832,5312,-3416,-3036,1,1,0.6031497746209963,0.6201805292756517,B,B
3417,3593,6834,5314,-3417,-3037,1,1,0.997089476059083,0.9928011376356151,B,B
3419,3593,6838,5316,-3419,-3038,1,1,0.842350493276655,0.8352007840775202,B,B
3420,3593,6840,5320,-3420,-3041,1,1,0.799165360023791,0.7825274309181992,B,B
3421,3593,6842,5322,-3421,-3042,1,1,0.9103184468766172,0.8887686724927855,B,B
3422,3593,6844,5326,-3422,-3043,1,1,0.5678028189844261,0.5803660351829207,B,B
3423,3593,6846,5326,-3423,-3043,1,1,0.47946956123527296,0.5039488754114507,B,B
3424,3593,6848,5330,-3424,-3045,1,1,0.9922149009563939,0.987370946598683,B,B
3427,3593,6854,5336,-3427,-3046,1,1,0.9768924614945508,0.9637729697421694,B,B
3429,3593,6858,5342,-3429,-3048,1,1,0.9602480503044919,0.9406661062732151,B,B
3430,3593,6860,5348,-3430,-3051,1,1,0.8468929546000591,0.842728536346872,B,B
3431,3593,6862,5348,-3431,-3051,1,1,0.1717303457018755,0.16510630606638088,B,B
3432,3593,6864,5350,-3432,-3054,1,1,0.08754667023300289,0.08241362266914498,B,B
3434,3593,6868,5356,-3434,-3057,1,1,0.2887562962391964,0.3143375863567962,B,B
3440,3593,6880,5358,-3440,-3059,1,1,0.9130029137911103,0.8936795348799073,B,B
3441,3593,6882,5362,-3441,-3061,1,1,0.6309498004688745,0.6398126996551287,B,B
3443,3593,6886,5364,-3443,-3062,1,1,0.11230100591848902,0.09412769060917414,B,B
3446,3593,6892,5364,-3446,-3062,1,1,0.43387096658175106,0.4531663062812996,B,B
3447,3593,6894,5366,-3447,-3064,1,1,0.23328608174486276,0.23900220918116455,B,B
3448,3593,6896,5368,-3448,-3065,1,1,0.17619367765625804,0.17250576268993667,B,B
3449,3593,6898,5370,-3449,-3071,1,1,0.9532836771228452,0.9252363068042716,B,B
3451,3593,6902,5372,-3451,-3073,1,1,0.5310642706249497,0.5467786561476256,B,B
3452,3593,6904,5372,-3452,-3073,1,1,0.3079486980841407,0.33952239001583573,B,B
3455,3593,6910,5374,-3455,-3074,1,1,0.4801228264404711,0.509357468198439,B,B
3456,3593,6912,5382,-3456,-3075,1,1,0.4614622175137081,0.4872448594960501,B,B
3458,3593,6916,5384,-3458,-3076,1,1,0.9657582748153548,0.9498464772421977,B,B
3459,3593,6918,5386,-3459,-3077,1,1,0.040649829323262665,0.05197202665934175,B,B
3460,3593,6920,5388,-3460,-3078,1,1,0.1260240492140433,0.1079461102000735,B,B
3462,3593,6924,5388,-3462,-3078,1,1,0.30694547942106964,0.33952239001583573,B,B
3463,3593,6926,5392,-3463,-3083,1,1,0.9600678821561606,0.9344296313744197,B,B
3465,3593,6930,5394,-3465,-3084,1,1,0.4718477937896328,0.49738128956208083,B,B
3467,3593,6934,5396,-3467,-3087,1,1,0.5339374954242522,0.5503595556507457,B,B
3468,3593,6936,5402,-3468,-3089,1,1,0.4809299737060424,0.5101714442624968,B,B
3470,3593,6940,5406,-3470,-3090,1,1,0.0019659752873639746,0.006257781920116279,B,B
3471,3593,6942,5406,-3471,-3090,1,1,0.11145570031570773,0.09412769060917414,B,B
3472,3593,6944,5408,-3472,-3091,1,1,0.15156545966589607,0.13909919586999575,B,B
3473,3593,6946,5410,-3473,-3094,1,1,0.018828493743517583,0.016044092105171326,B,B
3475,3593,6950,5412,-3475,-3095,1,1,0.712034485261449,0.7285529783041427,B,B
3477,3593,6954,5416,-3477,-3096,1,1,0.6215406093417128,0.6373622107997243,B,B
3478,3593,6956,5416,-3478,-3096,1,1,0.7024310485158437,0.6999459214432685,B,B
3479,3593,6958,5418,-3479,-3097,1,1,0.7995482451062171,0.789385420730574,B,B
3480,3593,6960,5422,-3480,-3100,1,1,0.5212436206335592,0.5355644108561903,B,B
3481,3593,6962,5424,-3481,-3101,1,1,0.9459616268878812,0.9252363068042716,B,B
3483,3593,6966,5426,-3483,-3103,1,1,0.0005075270431896817,0.002989714961723844,B,B
3484,3593,6968,5428,-3484,-3104,1,1,0.4758497753251484,0.49773126859260164,B,B
3486,3593,6972,5428,-3486,-3104,1,1,0.12409434121645646,0.10681514949348259,B,B
