Feature_A,Feature_A_noFeature_B,Feature_B,Feature_B_noFeature_B,Feature_C,Feature_C_noFeature_B,Constant_Feature,Constant_Feature_noFeature_B,Random_Feature,Random_Feature_noFeature_B,Outcome,Outcome_noFeature_B
3359,2976,6718,9538,-3359,-3359,1,1,0.3241609306816823,0.29655900821439407,B,B
3360,2981,6720,9538,-3360,-3360,1,1,0.3318369418851005,0.31288722673486835,B,B
3362,2983,6724,9538,-3362,-3364,1,1,0.35387580360538007,0.3541001588175644,B,B
3364,2983,6728,9538,-3364,-3364,1,1,0.14363778523454762,0.11423361057948744,B,B
3366,2984,6732,9538,-3366,-3366,1,1,0.8156251974072213,0.8066293354359845,B,B
3367,2986,6734,9538,-3367,-3370,1,1,0.06148966552683266,0.02890641259804505,B,B
3370,2986,6740,9538,-3370,-3370,1,1,0.881276103393541,0.8713074291322984,B,B
3373,2990,6746,9538,-3373,-3373,1,1,0.6573840011671135,0.6605086323111727,B,B
3374,2994,6748,9538,-3374,-3375,1,1,0.5369563188367648,0.540834462534557,B,B
3375,2994,6750,9538,-3375,-3375,1,1,0.5536506066517353,0.5639798964492758,B,B
3376,2996,6752,9538,-3376,-3376,1,1,0.23849074099552614,0.22165672816496917,B,B
3379,2998,6758,9538,-3379,-3382,1,1,0.9012763624627044,0.8871531201447668,B,B
3382,2998,6764,9538,-3382,-3382,1,1,0.025968304222216188,0.001821949410769741,B,B
3383,3000,6766,9538,-3383,-3383,1,1,0.8479530245930129,0.8334432844070989,B,B
3384,3001,6768,9538,-3384,-3385,1,1,0.8515888438732022,0.8468914914221589,B,B
3385,3001,6770,9538,-3385,-3385,1,1,0.41328736746549166,0.41328736746549166,B,B
3386,3003,6772,9538,-3386,-3386,1,1,0.17018435748215965,0.1378281844067265,B,B
3387,3004,6774,9538,-3387,-3387,1,1,0.9443675982005694,0.934540665405342,B,B
3388,3009,6776,9538,-3388,-3390,1,1,0.9599041778468858,0.9597358655455461,B,B
3390,3009,6780,9538,-3390,-3390,1,1,0.9921771095207856,0.9872597865727357,B,B
3391,3010,6782,9538,-3391,-3391,1,1,0.6194276180445482,0.6194276180445482,B,B
3392,3011,6784,9538,-3392,-3393,1,1,0.4243127599558294,0.41328736746549166,B,B
3393,3011,6786,9538,-3393,-3393,1,1,0.18812726135163915,0.15711928674634346,B,B
3394,3013,6788,9538,-3394,-3394,1,1,0.47551697311388685,0.48573108297627376,B,B
3397,3014,6794,9538,-3397,-3398,1,1,0.4021065288174309,0.3939824335709884,B,B
3398,3014,6796,9538,-3398,-3398,1,1,0.27915307801576295,0.25413723861324644,B,B
3399,3016,6798,9538,-3399,-3399,1,1,0.37724270496003975,0.37076041926504044,B,B
3400,3019,6800,9538,-3400,-3401,1,1,0.716828536905627,0.7147060332966533,B,B
3401,3019,6802,9538,-3401,-3401,1,1,0.927636691036431,0.927636691036431,B,B
3403,3022,6806,9538,-3403,-3403,1,1,0.5539355421191643,0.5643649797470728,B,B
3404,3025,6808,9538,-3404,-3406,1,1,0.5483874182006229,0.5483874182006229,B,B
3406,3025,6812,9538,-3406,-3406,1,1,0.0644849627396098,0.03685484993142085,B,B
3407,3029,6814,9538,-3407,-3407,1,1,0.5363614037302173,0.5363614037302173,B,B
3409,3035,6818,9538,-3409,-3409,1,1,0.7513035097082631,0.7472742435857463,B,B
3410,3037,6820,9538,-3410,-3414,1,1,0.06576505401930399,0.042141323626516125,B,B
3414,3037,6828,9538,-3414,-3414,1,1,0.2180663675435317,0.18274601207146912,B,B
3416,3038,6832,9538,-3416,-3416,1,1,0.6493077993517895,0.6369045866801039,B,B
3417,3040,6834,9538,-3417,-3418,1,1,0.03711560169549111,0.0038644681598412056,B,B
3418,3040,6836,9538,-3418,-3418,1,1,0.3736748017619794,0.3622844436920112,B,B
3419,3041,6838,9538,-3419,-3419,1,1,0.9351965532604418,0.927636691036431,B,B
3420,3045,6840,9538,-3420,-3421,1,1,0.06477495350933127,0.03685484993142085,B,B
3421,3045,6842,9538,-3421,-3421,1,1,0.9444104305626638,0.934540665405342,B,B
3422,3046,6844,9538,-3422,-3422,1,1,0.2847371359084685,0.26377244133366806,B,B
3426,3047,6852,9538,-3426,-3430,1,1,0.4662827018082638,0.4708611622020543,B,B
3430,3047,6860,9538,-3430,-3430,1,1,0.22204709397255562,0.20420620977082515,B,B
3431,3049,6862,9538,-3431,-3431,1,1,0.907750898605388,0.8965183846598592,B,B
3432,3050,6864,9538,-3432,-3433,1,1,0.5005624418231641,0.5089551691875212,B,B
3433,3050,6866,9538,-3433,-3433,1,1,0.3514689563518075,0.3467922367848052,B,B
3434,3052,6868,9538,-3434,-3434,1,1,0.20062597678908745,0.1658796473669636,B,B
3436,2671,6872,9538,-3436,-3053,1,1,0.09124384012086884,0.1003296744209099,B,B
3439,2673,6878,9538,-3439,-3055,1,1,0.21554064887695867,0.2723810276710532,B,B
3443,2673,6886,9538,-3443,-3055,1,1,0.07270394503933508,0.08062485441986278,B,B
3445,2675,6890,9538,-3445,-3057,1,1,0.00983808728572888,0.014927674388902079,B,B
3447,2679,6894,9538,-3447,-3062,1,1,0.10328429563155006,0.11423361057948744,B,B
3448,2679,6896,9538,-3448,-3062,1,1,0.5638864780432766,0.576504222584609,B,B
3449,2682,6898,9538,-3449,-3064,1,1,0.8988451774543219,0.9303705705345104,B,B
3451,2688,6902,9538,-3451,-3066,1,1,0.14273019952786903,0.17058478845316005,B,B
3452,2689,6904,9538,-3452,-3068,1,1,0.12336374724953836,0.1378281844067265,B,B
3453,2689,6906,9538,-3453,-3068,1,1,0.11212245365827489,0.1312793687711078,B,B
3454,2692,6908,9538,-3454,-3071,1,1,0.5840791443869888,0.6147408709676349,B,B
3456,2693,6912,9538,-3456,-3073,1,1,0.42159695711146106,0.43821040098362085,B,B
3457,2693,6914,9538,-3457,-3073,1,1,0.714726335904818,0.7472742435857463,B,B
3458,2695,6916,9538,-3458,-3075,1,1,0.1258221208159187,0.1511052467882985,B,B
3459,2696,6918,9538,-3459,-3076,1,1,0.42007635975675206,0.42787849076828455,B,B
3461,2697,6922,9538,-3461,-3077,1,1,0.5528086026844471,0.5639798964492758,B,B
3462,2697,6924,9538,-3462,-3077,1,1,0.5396049342022823,0.5483874182006229,B,B
3465,2699,6930,9538,-3465,-3079,1,1,0.36280915098407474,0.3839774973189355,B,B
3466,2700,6932,9538,-3466,-3080,1,1,0.8196932549821182,0.8605368186122571,B,B
3468,2700,6936,9538,-3468,-3080,1,1,0.29181132332963655,0.33461109054482485,B,B
3469,2702,6938,9538,-3469,-3083,1,1,0.3570874286659499,0.38359182289743265,B,B
3470,2705,6940,9538,-3470,-3084,1,1,0.5855545108358348,0.6148166275211174,B,B
3471,2706,6942,9538,-3471,-3087,1,1,0.1393179079821386,0.16791369286963842,B,B
3472,2706,6944,9538,-3472,-3087,1,1,0.25620324896237345,0.3070671375220516,B,B
3473,2709,6946,9538,-3473,-3090,1,1,0.21230705794591676,0.2691068211597738,B,B
3474,2710,6948,9538,-3474,-3092,1,1,0.6831180633881008,0.7035976698003591,B,B
3476,2710,6952,9538,-3476,-3092,1,1,0.9716515120906649,0.9770743664240338,B,B
3477,2712,6954,9538,-3477,-3093,1,1,0.45163245954388,0.45163245954388,B,B
3478,2714,6956,9538,-3478,-3095,1,1,0.5429083830191114,0.5618584628857307,B,B
3480,2719,6960,9538,-3480,-3098,1,1,0.135760870436067,0.16553209266029612,B,B
3482,2719,6964,9538,-3482,-3098,1,1,0.39151986041572473,0.40529944517643124,B,B
3486,2723,6972,9538,-3486,-3099,1,1,0.47681615776153496,0.4737526404175101,B,B
3487,2726,6974,9538,-3487,-3103,1,1,0.3603206034007035,0.3839774973189355,B,B
3488,2726,6976,9538,-3488,-3103,1,1,0.475396228722484,0.4708611622020543,B,B
3489,2733,6978,9538,-3489,-3104,1,1,0.13916079507612322,0.16791369286963842,B,B
3490,2734,6980,9538,-3490,-3106,1,1,0.5265286568079447,0.5244064236368436,B,B
3491,2734,6982,9538,-3491,-3106,1,1,0.32178795285959405,0.3541001588175644,B,B
3495,2736,6990,9538,-3495,-3107,1,1,0.06407140975350056,0.07581916844292025,B,B
3497,2737,6994,9538,-3497,-3110,1,1,0.1826838106587233,0.241020076185557,B,B
3498,2738,6996,9538,-3498,-3112,1,1,0.7200039622460492,0.7553192102423594,B,B
3500,2738,7000,9538,-3500,-3112,1,1,0.5369893163791349,0.540834462534557,B,B
3501,2741,7002,9538,-3501,-3118,1,1,0.8736164914428435,0.8965183846598592,B,B
3504,2742,7008,9538,-3504,-3119,1,1,0.8658261630727486,0.8809225796706706,B,B
3505,2742,7010,9538,-3505,-3119,1,1,0.5054451865711476,0.5089551691875212,B,B
3507,2744,7014,9538,-3507,-3121,1,1,0.39755455826615593,0.4148394984028383,B,B
3508,2746,7016,9538,-3508,-3123,1,1,0.9138314850153381,0.9396005944948667,B,B
3509,2747,7018,9538,-3509,-3124,1,1,0.666910909323448,0.6925362445160747,B,B
3510,2747,7020,9538,-3510,-3124,1,1,0.7545245892906787,0.7863143964531846,B,B
3511,2750,7022,9538,-3511,-3126,1,1,0.0668460296842156,0.07581916844292025,B,B
3512,2751,7024,9538,-3512,-3127,1,1,0.5110851577909193,0.5110851577909193,B,B
3513,2751,7026,9538,-3513,-3127,1,1,0.26582881826921645,0.3070671375220516,B,B
3515,2753,7030,9538,-3515,-3130,1,1,0.9810175768327399,0.9872597865727357,B,B
3517,2754,7034,9538,-3517,-3132,1,1,0.7070504908614973,0.7349411616590555,B,B
3518,2759,7036,9538,-3518,-3135,1,1,0.6737686970148464,0.7035976698003591,B,B
3519,2759,7038,9538,-3519,-3135,1,1,0.15212860512541715,0.19160963417195387,B,B
3520,2761,7040,9538,-3520,-3138,1,1,0.7419613645109909,0.7750328015637515,B,B
3521,2762,7042,9538,-3521,-3140,1,1,0.4001034849406344,0.423648850762522,B,B
3522,2762,7044,9538,-3522,-3140,1,1,0.5772580157361654,0.6108523749465351,B,B
3529,2764,7058,9538,-3529,-3141,1,1,0.04096632012719181,0.05450756459755113,B,B
3531,2765,7062,9538,-3531,-3144,1,1,0.7642202410985629,0.8049247086320629,B,B
3535,2767,7070,9538,-3535,-3145,1,1,0.5976398132835243,0.6148166275211174,B,B
3536,2767,7072,9538,-3536,-3145,1,1,0.8981560388254841,0.9303705705345104,B,B
3537,2769,7074,9538,-3537,-3146,1,1,0.9605718442680178,0.9687904791429568,B,B
3538,2772,7076,9538,-3538,-3150,1,1,0.7814020694822815,0.8114537583882862,B,B
3540,2772,7080,9538,-3540,-3150,1,1,0.46677870353728435,0.4644897433830574,B,B
3541,2774,7082,9538,-3541,-3151,1,1,0.039019802962797945,0.049987341179931644,B,B
3542,2775,7084,9538,-3542,-3153,1,1,0.846383655794472,0.8713074291322984,B,B
3545,2776,7090,9538,-3545,-3155,1,1,0.6847691688540287,0.7084096773612025,B,B
3546,2776,7092,9538,-3546,-3155,1,1,0.02100956919010022,0.02890641259804505,B,B
3548,2778,7096,9538,-3548,-3157,1,1,0.1563857555725403,0.20420620977082515,B,B
3549,2780,7098,9538,-3549,-3158,1,1,0.2667235699143694,0.31288722673486835,B,B
3550,2780,7100,9538,-3550,-3158,1,1,0.07528513319802721,0.08518571984397771,B,B
3553,2783,7106,9538,-3553,-3161,1,1,0.5573936657155258,0.5742903008873838,B,B
3555,2784,7110,9538,-3555,-3162,1,1,0.33760986802563564,0.3750797499036297,B,B
3556,2786,7112,9538,-3556,-3166,1,1,0.5554668150798909,0.5678276178771463,B,B
3558,2786,7116,9538,-3558,-3166,1,1,0.40928220969143303,0.42595429888758674,B,B
3563,2788,7126,9538,-3563,-3167,1,1,0.5651474099397623,0.5850625834023614,B,B
3564,2790,7128,9538,-3564,-3168,1,1,0.6486757881641434,0.6691501012450989,B,B
3565,2790,7130,9538,-3565,-3168,1,1,0.48899421267122845,0.4871715175426282,B,B
3566,2792,7132,9538,-3566,-3171,1,1,0.9528358994832141,0.9534435387121504,B,B
3568,2793,7136,9538,-3568,-3172,1,1,0.6631775221272491,0.6802208630759197,B,B
3569,2794,7138,9538,-3569,-3177,1,1,0.20141130478407654,0.2604983046074889,B,B
3570,2794,7140,9538,-3570,-3177,1,1,0.5682757815425371,0.6108523749465351,B,B
3571,2797,7142,9538,-3571,-3178,1,1,0.43452048512369223,0.4409054793599425,B,B
3573,2798,7146,9538,-3573,-3181,1,1,0.033508144574877274,0.042141323626516125,B,B
3574,2798,7148,9538,-3574,-3181,1,1,0.618116258055859,0.6447461750811035,B,B
3575,2800,7150,9538,-3575,-3182,1,1,0.6391822829734682,0.6652796127508342,B,B
3576,2801,7152,9538,-3576,-3184,1,1,0.8680968061969105,0.8896766932364099,B,B
3579,2802,7158,9538,-3579,-3187,1,1,0.7182708310365942,0.7522054182851269,B,B
3580,2802,7160,9538,-3580,-3187,1,1,0.7110496007854431,0.7434981974992501,B,B
3581,2804,7162,9538,-3581,-3191,1,1,0.7482469253210751,0.7845146213411933,B,B
3583,2805,7166,9538,-3583,-3192,1,1,0.7862243474280003,0.8164632480994188,B,B
3584,2805,7168,9538,-3584,-3192,1,1,0.9614765020431822,0.9722124503947794,B,B
3585,2807,7170,9538,-3585,-3193,1,1,0.5293669438787622,0.5293669438787622,B,B
3586,2808,7172,9538,-3586,-3197,1,1,0.9675490257074338,0.9770743664240338,B,B
3588,2808,7176,9538,-3588,-3197,1,1,0.12676555110758625,0.15342328920203419,B,B
3589,2810,7178,9538,-3589,-3198,1,1,0.1816606965007338,0.2305366671079544,B,B
3591,2812,7182,9538,-3591,-3202,1,1,0.8740018077469387,0.8965183846598592,B,B
3592,2813,7184,9538,-3592,-3203,1,1,0.1660058834866971,0.22565034474374557,B,B
3594,2813,7188,9538,-3594,-3203,1,1,0.8127827083409294,0.8527694037464577,B,B
3596,2817,7192,9538,-3596,-3205,1,1,0.07813812701031897,0.09812281723784155,B,B
3598,2819,7196,9538,-3598,-3206,1,1,0.837003041014368,0.8713074291322984,B,B
3599,2819,7198,9538,-3599,-3206,1,1,0.733778606619986,0.7639860250737197,B,B
3601,2823,7202,9538,-3601,-3208,1,1,0.7697329082168934,0.8066293354359845,B,B
3606,2824,7212,9538,-3606,-3209,1,1,0.5179055082952908,0.5172140322695878,B,B
3607,2826,7214,9538,-3607,-3211,1,1,0.6293831409385037,0.6605086323111727,B,B
3608,2826,7216,9538,-3608,-3211,1,1,0.09242920287314471,0.1003296744209099,B,B
3609,2828,7218,9538,-3609,-3212,1,1,0.15191247215864612,0.19160963417195387,B,B
3610,2829,7220,9538,-3610,-3213,1,1,0.3703476328273537,0.3939824335709884,B,B
3612,2829,7224,9538,-3612,-3213,1,1,0.8673628319779474,0.8871531201447668,B,B
3613,2834,7226,9538,-3613,-3215,1,1,0.10759355072465115,0.1274918551046238,B,B
3614,2836,7228,9538,-3614,-3216,1,1,0.7714767673055467,0.8114537583882862,B,B
3615,2837,7230,9538,-3615,-3218,1,1,0.27328679339624473,0.3206211616683612,B,B
3616,2837,7232,9538,-3616,-3218,1,1,0.8102704863768314,0.8468914914221589,B,B
3617,2842,7234,9538,-3617,-3219,1,1,0.954303461420341,0.9597358655455461,B,B
3618,2843,7236,9538,-3618,-3224,1,1,0.810297959152968,0.8482181233587572,B,B
3619,2843,7238,9538,-3619,-3224,1,1,0.19066285409696282,0.25413723861324644,B,B
3620,2846,7240,9538,-3620,-3225,1,1,0.5652922803376635,0.5934539532909999,B,B
3626,2847,7252,9538,-3626,-3227,1,1,0.04493386387248233,0.060813072542556856,B,B
3627,2848,7254,9538,-3627,-3228,1,1,0.9136020727101755,0.9396005944948667,B,B
3630,2848,7260,9538,-3630,-3228,1,1,0.37298121271437235,0.3947884433232508,B,B
3631,2850,7262,9538,-3631,-3232,1,1,0.9561984502349024,0.9624734981550711,B,B
3632,2852,7264,9538,-3632,-3235,1,1,0.1429170077642622,0.18274601207146912,B,B
3633,2852,7266,9538,-3633,-3235,1,1,0.32336858204188823,0.3622844436920112,B,B
3634,2854,7268,9538,-3634,-3236,1,1,0.3144811923255546,0.3467922367848052,B,B
3635,2855,7270,9538,-3635,-3238,1,1,0.3236731175083477,0.37076041926504044,B,B
3638,2856,7276,9538,-3638,-3239,1,1,0.5633621500078003,0.576504222584609,B,B
3639,2856,7278,9538,-3639,-3239,1,1,0.6940657671028732,0.7281753149833974,B,B
3640,2860,7280,9538,-3640,-3242,1,1,0.16370710097966423,0.22165672816496917,B,B
3644,2862,7288,9538,-3644,-3243,1,1,0.22678029696985158,0.29005724881410777,B,B
3645,2862,7290,9538,-3645,-3243,1,1,0.13429838421537033,0.16553209266029612,B,B
3646,2867,7292,9538,-3646,-3245,1,1,0.7672688475212271,0.8049247086320629,B,B
3647,2868,7294,9538,-3647,-3246,1,1,0.8954737355479675,0.927636691036431,B,B
3649,2869,7298,9538,-3649,-3248,1,1,0.10462873346557655,0.1274918551046238,B,B
3650,2869,7300,9538,-3650,-3248,1,1,0.4871715175426282,0.4871715175426282,B,B
3651,2871,7302,9538,-3651,-3249,1,1,0.1422211177498578,0.1680533837169732,B,B
3652,2872,7304,9538,-3652,-3252,1,1,0.6645250331484555,0.6925362445160747,B,B
3653,2872,7306,9538,-3653,-3252,1,1,0.16378478489775783,0.22165672816496917,B,B
3654,2875,7308,9538,-3654,-3253,1,1,0.4977473017423296,0.5057113325314054,B,B
3655,2876,7310,9538,-3655,-3256,1,1,0.5387811711114957,0.540834462534557,B,B
3656,2878,7312,9538,-3656,-3257,1,1,0.20250292064272002,0.26377244133366806,B,B
3657,2878,7314,9538,-3657,-3257,1,1,0.07809877271805532,0.08518571984397771,B,B
3658,2882,7316,9538,-3658,-3258,1,1,0.4187349390836167,0.42787849076828455,B,B
3659,2883,7318,9538,-3659,-3263,1,1,0.6908939188987147,0.7184314053505323,B,B
3660,2883,7320,9538,-3660,-3263,1,1,0.720763437792455,0.7553192102423594,B,B
3661,2886,7322,9538,-3661,-3264,1,1,0.16392076506680653,0.22350250236830127,B,B
3664,2887,7328,9538,-3664,-3266,1,1,0.5332283715624895,0.5339369261069321,B,B
3665,2890,7330,9538,-3665,-3267,1,1,0.8028467773185352,0.8317358872592439,B,B
3666,2890,7332,9538,-3666,-3267,1,1,0.24857901851119169,0.29655900821439407,B,B
3670,2894,7340,9538,-3670,-3269,1,1,0.472149234006903,0.4644897433830574,B,B
3671,2896,7342,9538,-3671,-3270,1,1,0.029948542985322568,0.03685484993142085,B,B
3672,2896,7344,9538,-3672,-3270,1,1,0.5666646200426888,0.5934539532909999,B,B
3673,2898,7346,9538,-3673,-3274,1,1,0.18022452008580758,0.22565034474374557,B,B
3675,2899,7350,9538,-3675,-3275,1,1,0.02153597381439698,0.035121154743001703,B,B
3677,2902,7354,9538,-3677,-3279,1,1,0.5251108445305355,0.5172140322695878,B,B
3678,2902,7356,9538,-3678,-3279,1,1,0.11044614777910933,0.12942458033777282,B,B
3682,2908,7364,9538,-3682,-3280,1,1,0.026841698704082595,0.035121154743001703,B,B
3684,2909,7368,9538,-3684,-3286,1,1,0.7556987114602128,0.7863143964531846,B,B
3685,2909,7370,9538,-3685,-3286,1,1,0.03804619152213384,0.042141323626516125,B,B
3688,2912,7376,9538,-3688,-3290,1,1,0.11550784646288881,0.1312793687711078,B,B
3691,2913,7382,9538,-3691,-3292,1,1,0.6387511036278781,0.6605086323111727,B,B
3692,2913,7384,9538,-3692,-3292,1,1,0.600478981757181,0.6364080175023646,B,B
3693,2915,7386,9538,-3693,-3294,1,1,0.8811616082891,0.9143554077433366,B,B
3694,2917,7388,9538,-3694,-3298,1,1,0.28163845150484024,0.33461109054482485,B,B
3695,2919,7390,9538,-3695,-3300,1,1,0.6724199194986902,0.6977139168183455,B,B
3699,2919,7398,9538,-3699,-3300,1,1,0.19491433375656875,0.2604983046074889,B,B
3700,2924,7400,9538,-3700,-3301,1,1,0.8914372322917486,0.9239755549355453,B,B
3702,2925,7404,9538,-3702,-3303,1,1,0.14360809077851433,0.18274601207146912,B,B
3703,2925,7406,9538,-3703,-3303,1,1,0.6860852012652986,0.7147060332966533,B,B
3704,2930,7408,9538,-3704,-3304,1,1,0.7944621205108021,0.8195547680451946,B,B
3707,2931,7414,9538,-3707,-3307,1,1,0.597755402495681,0.6194276180445482,B,B
3710,2932,7420,9538,-3710,-3308,1,1,0.30513453455763917,0.33581158310604886,B,B
3714,2932,7428,9538,-3714,-3308,1,1,0.013399979180104715,0.014927674388902079,B,B
3715,2936,7430,9538,-3715,-3311,1,1,0.15660764101642588,0.20447145482616524,B,B
3717,2938,7434,9538,-3717,-3313,1,1,0.9501202340440148,0.9534435387121504,B,B
3718,2938,7436,9538,-3718,-3313,1,1,0.020046961619795356,0.023446746327649093,B,B
3719,2943,7438,9538,-3719,-3314,1,1,0.5342829547713341,0.5363614037302173,B,B
3720,2944,7440,9538,-3720,-3316,1,1,0.6935255224287487,0.7239643516932773,B,B
3721,2945,7442,9538,-3721,-3317,1,1,0.3402369955317288,0.3770821598830879,B,B
3723,2945,7446,9538,-3723,-3317,1,1,0.4852223397021498,0.47584175381012384,B,B
3724,2950,7448,9538,-3724,-3321,1,1,0.613775502960991,0.6369045866801039,B,B
3725,2951,7450,9538,-3725,-3322,1,1,0.664124171835347,0.6830623773615659,B,B
3726,2951,7452,9538,-3726,-3322,1,1,0.8079695892416535,0.8468914914221589,B,B
3728,2953,7456,9538,-3728,-3326,1,1,0.2191163161242109,0.27957556634464376,B,B
3729,2954,7458,9538,-3729,-3329,1,1,0.009540381229393935,0.010785107547286787,B,B
3730,2955,7460,9538,-3730,-3331,1,1,0.7601257696271863,0.7966462126278536,B,B
3731,2955,7462,9538,-3731,-3331,1,1,0.10174605755007982,0.11161245723735569,B,B
3732,2957,7464,9538,-3732,-3332,1,1,0.4850321392731598,0.4737526404175101,B,B
3733,2958,7466,9538,-3733,-3334,1,1,0.4915982200076924,0.5057113325314054,B,B
3734,2958,7468,9538,-3734,-3334,1,1,0.20468809018004896,0.2691068211597738,B,B
3735,2960,7470,9538,-3735,-3339,1,1,0.20316948536342028,0.26851316588012253,B,B
3736,2962,7472,9538,-3736,-3341,1,1,0.9041167077183151,0.934540665405342,B,B
3737,2963,7474,9538,-3737,-3345,1,1,0.6954253682046271,0.7281753149833974,B,B
3740,2963,7480,9538,-3740,-3345,1,1,0.3197064502042586,0.3467922367848052,B,B
3741,2966,7482,9538,-3741,-3346,1,1,0.1468569600395372,0.18843633151403405,B,B
3742,2968,7484,9538,-3742,-3349,1,1,0.1255933275743426,0.1511052467882985,B,B
3743,2968,7486,9538,-3743,-3349,1,1,0.5482187701577186,0.5618584628857307,B,B
3745,2970,7490,9538,-3745,-3350,1,1,0.6286334221008038,0.6540519974115205,B,B
3746,2972,7492,9538,-3746,-3352,1,1,0.3923651323764171,0.41328736746549166,B,B
3747,2973,7494,9538,-3747,-3355,1,1,0.7125846161229595,0.7472742435857463,B,B
3751,2973,7502,9538,-3751,-3355,1,1,0.2234969051863428,0.28925589685817976,B,B
3752,2975,7504,9538,-3752,-3357,1,1,0.00571897615047412,0.0038644681598412056,B,B
3753,2976,7506,9538,-3753,-3359,1,1,0.7379149896334576,0.7715522176376897,B,B
3754,2976,7508,9538,-3754,-3359,1,1,0.2539432398164989,0.3025127166182384,B,B
3755,2981,7510,9538,-3755,-3360,1,1,0.947660561515616,0.948732922882207,B,B
3756,2983,7512,9538,-3756,-3364,1,1,0.9471407593913578,0.9452116991909318,B,B
3757,2984,7514,9538,-3757,-3366,1,1,0.3279219486295779,0.37076041926504044,B,B
3759,2984,7518,9538,-3759,-3366,1,1,0.8255280730148074,0.8605368186122571,B,B
3761,2986,7522,9538,-3761,-3370,1,1,0.04245018307564319,0.060813072542556856,B,B
3762,2990,7524,9538,-3762,-3373,1,1,0.4578046602740826,0.4578046602740826,B,B
3763,2990,7526,9538,-3763,-3373,1,1,0.8621333493691178,0.8718386085248406,B,B
3766,2994,7532,9538,-3766,-3375,1,1,0.07474821842126134,0.08167606683765005,B,B
3767,2996,7534,9538,-3767,-3376,1,1,0.4898340717128281,0.494833775220371,B,B
3768,2998,7536,9538,-3768,-3382,1,1,0.3973792760359892,0.4148394984028383,B,B
3769,2998,7538,9538,-3769,-3382,1,1,0.7415592250773779,0.7750328015637515,B,B
3770,3000,7540,9538,-3770,-3383,1,1,0.5536158420653895,0.5643649797470728,B,B
3771,3001,7542,9538,-3771,-3385,1,1,0.1874214266534462,0.241020076185557,B,B
3772,3001,7544,9538,-3772,-3385,1,1,0.18249166892179713,0.24055981485762024,B,B
3773,3003,7546,9538,-3773,-3386,1,1,0.0038340784065893363,0.0038644681598412056,B,B
3774,3004,7548,9538,-3774,-3387,1,1,0.9870856784768556,0.9872597865727357,B,B
3775,3004,7550,9538,-3775,-3387,1,1,0.8749234584777631,0.9060607157109178,B,B
3777,3009,7554,9538,-3777,-3390,1,1,0.37726040222558066,0.40529944517643124,B,B
3778,3010,7556,9538,-3778,-3391,1,1,0.8774595390692634,0.9143554077433366,B,B
3780,3011,7560,9538,-3780,-3393,1,1,0.6261978759429667,0.6488593729214684,B,B
3782,3011,7564,9538,-3782,-3393,1,1,0.21678513663320487,0.27957556634464376,B,B
3785,3013,7570,9538,-3785,-3394,1,1,0.13264270747363494,0.15711928674634346,B,B
3786,3014,7572,9538,-3786,-3398,1,1,0.13604914789843658,0.1658796473669636,B,B
3787,3014,7574,9538,-3787,-3398,1,1,0.4473644110317937,0.4409054793599425,B,B
3788,3016,7576,9538,-3788,-3399,1,1,0.5645152998745263,0.578914645904586,B,B
3789,3019,7578,9538,-3789,-3401,1,1,0.34890684817212125,0.3770821598830879,B,B
3790,3022,7580,9538,-3790,-3403,1,1,0.9798264288114408,0.9839841321275486,B,B
3791,3022,7582,9538,-3791,-3403,1,1,0.001821949410769741,0.001821949410769741,B,B
3792,3025,7584,9538,-3792,-3406,1,1,0.6593796485527187,0.6691501012450989,B,B
3793,3029,7586,9538,-3793,-3407,1,1,0.8336296690237773,0.861274705217188,B,B
3794,3029,7588,9538,-3794,-3407,1,1,0.48573108297627376,0.48573108297627376,B,B
3795,3035,7590,9538,-3795,-3409,1,1,0.6245632848813165,0.6447461750811035,B,B
3797,3037,7594,9538,-3797,-3414,1,1,0.5997079267576372,0.6364080175023646,B,B
3798,3038,7596,9538,-3798,-3416,1,1,0.8047893081791353,0.8317358872592439,B,B
3799,3038,7598,9538,-3799,-3416,1,1,0.6915387615621498,0.7184314053505323,B,B
3801,3040,7602,9538,-3801,-3418,1,1,0.8056739154175677,0.8334432844070989,B,B
3802,3041,7604,9538,-3802,-3419,1,1,0.531668360304203,0.5293669438787622,B,B
3807,3041,7614,9538,-3807,-3419,1,1,0.9598052928278961,0.9624734981550711,B,B
3808,3045,7616,9538,-3808,-3421,1,1,0.7605587601359842,0.7983384974668297,B,B
3809,3046,7618,9538,-3809,-3422,1,1,0.5825192030888638,0.6126882731315999,B,B
3810,3047,7620,9538,-3810,-3430,1,1,0.9879903508696303,0.9944740726572984,B,B
3811,3047,7622,9538,-3811,-3430,1,1,0.24257488631225899,0.29655900821439407,B,B
3812,3049,7624,9538,-3812,-3431,1,1,0.049355891944648844,0.07124125383624991,B,B
3813,3050,7626,9538,-3813,-3433,1,1,0.5561417498029594,0.5678276178771463,B,B
3814,3050,7628,9538,-3814,-3433,1,1,0.8631149496247402,0.8809225796706706,B,B
3815,3052,7630,9538,-3815,-3434,1,1,0.5667341188852434,0.6049105647855177,B,B
3816,2671,7632,9538,-3816,-3053,1,1,0.35582045116864147,0.27957556634464376,B,B
3817,2673,7634,9538,-3817,-3055,1,1,0.2691056001508225,0.19160963417195387,B,B
3818,2673,7636,9538,-3818,-3055,1,1,0.7110351633836502,0.6605086323111727,B,B
