sex,sex_norace,age,age_norace,age_cat,age_cat_norace,race,race_norace,juv_fel_count,juv_fel_count_norace,juv_misd_count,juv_misd_count_norace,juv_other_count,juv_other_count_norace,priors_count,priors_count_norace,c_charge_degree,c_charge_degree_norace,c_charge_desc,c_charge_desc_norace,decile_score,decile_score_norace,score_text,score_text_norace
Male,Male,23,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,7,Medium,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,9,9,High,High
Male,Male,48,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,37,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,4,0,M,M,Battery,Battery,4,3,Low,Low
Male,Male,19,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,3,0,F,F,Burglary Dwelling Armed,arrest case no charge,8,7,High,High
Male,Male,49,45,Greater than 45,Greater than 45,African-American,African-American,2,1,0,0,0,0,13,5,F,M,Driving While License Revoked,Driving While License Revoked,3,3,Low,Low
Male,Male,58,51,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Resist Officer w/Violence,Possession of Cocaine,5,5,Medium,Medium
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,6,3,F,F,Possession of Cocaine,Possession of Cocaine,8,7,High,Low
Female,Male,23,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,3,3,Low,Low
Male,Male,31,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,17,7,F,F,Possession of Oxycodone,Possession of Cocaine,8,7,High,High
Male,Male,33,34,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,0,0,F,M,arrest case no charge,Battery,1,1,Low,Low
Male,Male,57,51,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Low,Low
Female,Male,31,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,57,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,19,7,F,F,Possession of Cocaine,Possession of Cocaine,6,5,Medium,Low
Male,Male,57,51,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,0,12,5,M,M,DUI - Enhanced,Possession of Cocaine,5,5,Medium,Medium
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,6,3,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,42,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Tampering With Physical Evidence,Driving While License Revoked,5,5,Medium,Medium
Male,Male,48,45,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,0,7,7,F,F,Carrying Concealed Firearm,Battery,2,1,Low,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,2,0,0,0,12,5,F,M,Tampering With Physical Evidence,Driving While License Revoked,8,7,High,Low
Female,Male,28,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Driving While License Revoked,Driving While License Revoked,2,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Tampering With Physical Evidence,"Poss3,4 Methylenedioxymethcath",2,1,Low,Low
Male,Male,39,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,Aggrav Child Abuse-Agg Battery,Possess Cannabis/20 Grams Or Less,4,3,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,arrest case no charge,"Deliver 3,4 Methylenediox",5,5,Medium,Low
Male,Male,30,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,1,0,7,3,F,F,Dealing in Stolen Property,Grand Theft in the 3rd Degree,10,9,High,High
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,3,1,0,0,1,0,15,5,M,M,Battery,Battery,10,9,High,Low
Male,Male,26,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,9,9,High,High
Male,Male,34,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Fleeing or Eluding a LEO,arrest case no charge,1,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,F,Battery,Battery,2,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,F,M,Driving While License Revoked,Driving While License Revoked,6,5,Medium,Medium
Female,Female,24,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Uttering a Forged Instrument,Uttering a Forged Instrument,8,7,High,High
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Driving While License Revoked,Driving While License Revoked,5,5,Medium,Low
Female,Female,48,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,DUI Property Damage/Injury,DUI Property Damage/Injury,1,1,Low,Low
Male,Male,34,34,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Driving Under The Influence,Felony Driving While Lic Suspd,1,1,Low,Low
Male,Male,46,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Battery,Battery,6,5,Medium,Medium
Male,Male,26,27,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,Del Cannabis At/Near Park,Battery,6,5,Medium,Medium
Female,Male,22,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,F,F,Felony Driving While Lic Suspd,Possession of Cocaine,1,1,Low,Low
Male,Male,44,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,60,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,M,M,DUI - Enhanced,Battery,1,1,Low,Low
Male,Male,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,10,3,M,M,Battery,Battery,4,3,Low,Low
Male,Male,52,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Manufacture Cannabis,arrest case no charge,1,1,Low,Low
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Poss Wep Conv Felon,Viol Injunct Domestic Violence,10,9,High,Low
Male,Male,55,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,5,3,F,F,Felony Battery w/Prior Convict,Aggravated Assault W/dead Weap,4,3,Low,Low
Male,Male,33,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Resist/Obstruct W/O Violence,Grand Theft in the 3rd Degree,7,7,Medium,Low
Male,Male,22,21,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cannabis,Grand Theft in the 3rd Degree,6,5,Medium,Medium
Female,Female,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Assault,Assault,2,1,Low,Low
Male,Male,33,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Burglary Assault/Battery Armed,Battery,2,1,Low,Low
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,DWLS Canceled Disqul 1st Off,Battery,5,5,Medium,Medium
Male,Male,32,34,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Driving Under The Influence,Driving Under The Influence,3,3,Low,Low
Male,Male,37,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,4,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,6,3,F,F,Driving While License Revoked,Driving While License Revoked,8,7,High,High
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,6,3,F,F,arrest case no charge,arrest case no charge,4,3,Low,Low
Female,Female,36,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,3,3,Low,Low
Female,Female,37,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Burglary With Assault/battery,Pos Cannabis W/Intent Sel/Del,1,1,Low,Low
Male,Male,34,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,M,M,Petit Theft,Petit Theft,2,1,Low,Low
Male,Male,20,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,1,0,M,M,Assault,Assault,5,5,Medium,Low
Male,Male,24,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,2,0,8,3,F,F,Felony Petit Theft,Felony Petit Theft,9,9,High,High
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,0,8,3,M,M,Battery,Battery,9,9,High,Low
Male,Male,70,67,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Driving Under The Influence,Driving Under The Influence,1,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,M,M,Driving License Suspended,Driving License Suspended,4,3,Low,Low
Male,Male,44,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,5,Medium,Medium
Female,Female,23,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,2,0,M,M,Battery,Battery,6,5,Medium,Medium
Female,Female,27,27,25 - 45,25 - 45,African-American,African-American,1,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,45,39,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,0,7,3,F,F,Felony Battery,Battery,2,1,Low,Low
Male,Male,42,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,20,21,Less than 25,Less than 25,African-American,African-American,1,1,1,0,1,0,2,0,F,F,arrest case no charge,arrest case no charge,8,7,High,Low
Male,Male,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,3,0,F,F,Possession of Cocaine,Battery,4,3,Low,Low
Female,Female,52,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Battery on Law Enforc Officer,Possession of Cocaine,1,1,Low,Low
Male,Male,37,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,4,3,M,M,Battery,Battery,1,1,Low,Low
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Battery,Battery,3,3,Low,Low
Male,Male,47,45,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,38,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Extradition/Defendants,Battery,8,7,High,High
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,M,Possession of Cocaine,Possess Cannabis/20 Grams Or Less,6,5,Medium,Medium
Male,Male,22,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,M,Burglary Dwelling Occupied,Burglary Dwelling Occupied,4,3,Low,Low
Male,Male,23,21,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,0,0,0,F,F,Felony Battery (Dom Strang),Driving While License Revoked,3,3,Low,Low
Male,Male,24,21,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,4,3,Low,Low
Female,Female,44,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,F,Disorderly Conduct,arrest case no charge,1,1,Low,Low
Male,Male,64,57,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Operating W/O Valid License,Possession of Cocaine,1,1,Low,Low
Male,Male,38,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,M,M,Felony/Driving Under Influence,Battery,5,5,Medium,Medium
Female,Female,45,45,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Female,33,27,25 - 45,25 - 45,Asian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,50,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cocaine,Viol Injunct Domestic Violence,1,1,Low,Low
Male,Male,33,27,25 - 45,25 - 45,Caucasian,African-American,0,1,2,0,0,0,2,0,M,M,Viol Injunct Domestic Violence,Battery,2,1,Low,Low
Male,Male,28,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,3,0,F,F,Possession of Cannabis,Battery,5,5,Medium,Medium
Male,Male,42,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,17,7,M,M,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,38,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Corrupt Public Servant,Driving While License Revoked,3,3,Low,Low
Male,Male,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,1,0,F,M,Bribery Athletic Contests,Battery,9,9,High,Low
Male,Male,33,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,5,3,F,F,Felony Driving While Lic Suspd,Battery,4,3,Low,Low
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,0,9,3,M,M,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,45,39,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,1,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,30,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Possession Of Heroin,Aggrav Battery w/Deadly Weapon,8,7,High,High
Female,Male,51,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Possession of Cannabis,Possession of Cocaine,3,3,Low,Low
Male,Male,28,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,16,15,F,F,Possession Of Heroin,Battery,10,9,High,High
Female,Female,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft on 65 Yr or Older,Battery,2,1,Low,Low
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,3,Low,Low
Male,Male,21,21,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,0,1,0,F,F,Battery on Law Enforc Officer,Battery,5,5,Medium,Medium
Male,Male,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Burglary Structure Unoccup,Burglary Structure Unoccup,5,5,Medium,Medium
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,7,3,F,F,Crim Attempt/Solic/Consp,Battery,9,9,High,High
Male,Male,32,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Driving License Suspended,Battery,1,1,Low,Low
Female,Female,38,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,F,F,arrest case no charge,arrest case no charge,6,5,Medium,Medium
Male,Male,56,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,M,M,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,DWLS Canceled Disqul 1st Off,Battery,5,5,Medium,Medium
Female,Female,25,21,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Female,Female,20,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,35,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,33,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,4,3,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,9,3,F,F,Poss Pyrrolidinovalerophenone,DUI Level 0.15 Or Minor In Veh,9,9,High,High
Male,Male,38,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,9,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,20,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,1,0,0,0,F,F,Grand Theft Dwell Property,Aggravated Assault W/dead Weap,6,5,Medium,Medium
Male,Male,39,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,21,15,F,F,Driving While License Revoked,Possess Cannabis/20 Grams Or Less,10,9,High,High
Male,Male,29,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,3,0,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,6,5,Medium,Medium
Male,Male,23,21,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,1,0,2,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,7,Medium,Medium
Female,Female,68,67,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,5,3,F,M,Possession of Cocaine,arrest case no charge,2,1,Low,Low
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,14,5,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Prowling/Loitering,arrest case no charge,5,5,Medium,Low
Male,Male,49,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,11,5,M,M,Viol Prot Injunc Repeat Viol,Possession of Cocaine,5,5,Medium,Medium
Male,Male,36,34,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,20,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Burglary Dwelling Assault/Batt,arrest case no charge,3,3,Low,Low
Male,Male,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,2,0,F,M,Possession of Cocaine,Possession of Cocaine,10,9,High,Low
Male,Male,57,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Female,Female,61,51,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,8,3,F,F,Resist Officer w/Violence,Burglary Unoccupied Dwelling,3,3,Low,Low
Male,Male,35,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,3,0,F,F,Burglary Structure Unoccup,Viol Injunct Domestic Violence,1,1,Low,Low
Male,Male,54,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,arrest case no charge,6,5,Medium,Medium
Male,Male,39,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cocaine,Possession of Cocaine,3,3,Low,Low
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,1,0,0,0,1,0,F,F,Possession of Cocaine,Possession of Cocaine,7,7,Medium,Medium
Female,Female,29,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,0,0,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,4,3,Low,Low
Male,Male,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,0,6,3,M,M,Resist/Obstruct W/O Violence,Agg Battery Grt/Bod/Harm,7,7,Medium,Low
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,Burglary Dwelling Occupied,DUI Level 0.15 Or Minor In Veh,6,5,Medium,Medium
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,M,M,Petit Theft,Petit Theft,10,9,High,High
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Viol Pretrial Release Dom Viol,arrest case no charge,6,5,Medium,Medium
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Poss/Sell/Del/Man Amobarbital,Driving While License Revoked,7,7,Medium,Medium
Male,Male,22,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,1,0,1,0,F,F,Poss Contr Subst W/o Prescript,Aggravated Assault W/Dead Weap,6,5,Medium,Medium
Male,Male,28,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,33,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,13,5,F,F,Carrying Concealed Firearm,arrest case no charge,6,5,Medium,Medium
Male,Male,55,51,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,21,21,Less than 25,Greater than 45,African-American,African-American,0,1,1,0,0,0,6,3,F,F,Burglary Unoccupied Dwelling,Aggrav Battery w/Deadly Weapon,8,7,High,High
Male,Male,28,27,25 - 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,0,2,0,F,F,Kidnapping / Domestic Violence,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Tresspass Struct/Conveyance,Battery,8,7,High,Low
Female,Female,42,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Driving While License Revoked,Driving While License Revoked,4,3,Low,Low
Female,Female,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Exposes Culpable Negligence,Viol Injunct Domestic Violence,3,3,Low,Low
Male,Male,23,21,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,0,4,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,10,9,High,High
Female,Female,22,21,Less than 25,Less than 25,African-American,African-American,0,1,1,0,0,0,2,0,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,9,9,High,High
Female,Female,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Low,Low
Male,Male,50,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Female,Female,24,21,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,0,2,3,F,F,Possession Of Methamphetamine,Battery,4,3,Low,Low
Female,Female,42,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,3,0,F,F,False Ownership Info/Pawn Item,Battery,5,5,Medium,Low
Female,Male,29,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,7,Medium,Medium
Male,Male,36,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,5,5,Medium,Medium
Male,Male,28,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,F,F,Driving While License Revoked,Driving While License Revoked,5,5,Medium,Medium
Male,Male,31,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,29,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,4,0,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,6,5,Medium,Medium
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,11,5,M,M,Petit Theft $100- $300,Battery,5,5,Medium,Medium
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,5,5,Medium,Low
Male,Male,39,39,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,0,13,5,F,F,Possession of Cocaine,Battery,10,9,High,High
Male,Male,59,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,15,5,M,M,arrest case no charge,arrest case no charge,6,5,Medium,Medium
Male,Male,23,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,2,0,3,0,F,F,Grand Theft (Motor Vehicle),Grand Theft (Motor Vehicle),8,7,High,High
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,15,5,F,F,Felony Driving While Lic Suspd,Felony Driving While Lic Suspd,8,7,High,High
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,12,5,F,F,Unauth C/P/S Sounds>1000/Audio,Battery,7,7,Medium,Low
Female,Male,63,57,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Possession of Cannabis,Neglect Child / No Bodily Harm,1,1,Low,Low
Male,Male,21,21,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,0,0,0,F,F,Tampering With Physical Evidence,Pos Cannabis W/Intent Sel/Del,4,3,Low,Low
