Feature A (i)	Feature A (i)-noRandom_Feature	Feature B (2i)	Feature B (2i)-noRandom_Feature	Feature C (-i)	Feature C (-i)-noRandom_Feature	Constant Feature	Constant Feature-noRandom_Feature	Random Feature	Random Feature-noRandom_Feature	Outcome	Outcome-noRandom_Feature
4577	4623	9154	9246	-4577	-4636	1	1	0.09989923140055912	0.40683512717298975	B	B
4580	4300	9160	8600	-4580	-4327	1	1	0.2552565110588777	0.40683512717298975	B	B
4583	4623	9166	9246	-4583	-4636	1	1	0.6110515300930767	0.40683512717298975	B	B
4584	4623	9168	9246	-4584	-4636	1	1	0.08037390336742778	0.40683512717298975	B	B
4589	4451	9178	8902	-4589	-4482	1	1	0.568039249434792	0.40683512717298975	B	B
4590	4451	9180	8902	-4590	-4482	1	1	0.5804638466351776	0.40683512717298975	B	B
4591	4700	9182	9400	-4591	-4726	1	1	0.3705281489549963	0.40683512717298975	B	B
4593	4529	9186	9058	-4593	-4539	1	1	0.02906881492347213	0.40683512717298975	B	B
4594	4374	9188	8748	-4594	-4407	1	1	0.2110002264611679	0.40683512717298975	B	B
4597	4623	9194	9246	-4597	-4636	1	1	0.830330343812695	0.40683512717298975	B	B
4598	4623	9196	9246	-4598	-4636	1	1	0.9785281755815242	0.40683512717298975	B	B
4602	4300	9204	8600	-4602	-4327	1	1	0.23387606845664544	0.40683512717298975	B	B
4603	4451	9206	8902	-4603	-4482	1	1	0.12746472884215054	0.40683512717298975	B	B
4605	4873	9210	9746	-4605	-4873	1	1	0.27671210748830777	0.40683512717298975	B	B
4606	4778	9212	9556	-4606	-4797	1	1	0.7141949045379689	0.40683512717298975	B	B
4607	4451	9214	8902	-4607	-4482	1	1	0.595773844143791	0.40683512717298975	B	B
4609	4778	9218	9556	-4609	-4797	1	1	0.7648052642054607	0.40683512717298975	B	B
4610	4700	9220	9400	-4610	-4726	1	1	0.3549485525784324	0.40683512717298975	B	B
4611	4623	9222	9246	-4611	-4636	1	1	0.4077048921091905	0.40683512717298975	B	B
4612	4623	9224	9246	-4612	-4636	1	1	0.5212813845733193	0.40683512717298975	B	B
4613	4623	9226	9246	-4613	-4636	1	1	0.420957777491873	0.40683512717298975	B	B
4616	4700	9232	9400	-4616	-4726	1	1	0.6158808957611772	0.40683512717298975	B	B
4617	4700	9234	9400	-4617	-4726	1	1	0.38038594019288385	0.40683512717298975	B	B
4619	4778	9238	9556	-4619	-4797	1	1	0.3435386277340198	0.40683512717298975	B	B
4620	4623	9240	9246	-4620	-4636	1	1	0.47372423179815504	0.40683512717298975	B	B
4621	4374	9242	8748	-4621	-4407	1	1	0.2668485934035941	0.40683512717298975	B	B
4622	4700	9244	9400	-4622	-4726	1	1	0.6398671295790506	0.40683512717298975	B	B
4623	4623	9246	9246	-4623	-4636	1	1	0.4697166694215559	0.40683512717298975	B	B
4624	4374	9248	8748	-4624	-4407	1	1	0.2608433757773665	0.40683512717298975	B	B
4625	4935	9250	9870	-4625	-4937	1	1	0.2965989121029211	0.40683512717298975	B	B
4626	4700	9252	9400	-4626	-4726	1	1	0.9145212787032007	0.40683512717298975	B	B
4628	4778	9256	9556	-4628	-4797	1	1	0.7650316097159812	0.40683512717298975	B	B
4630	4700	9260	9400	-4630	-4726	1	1	0.08755874303252009	0.40683512717298975	B	B
4631	4935	9262	9870	-4631	-4937	1	1	0.3269978858270193	0.40683512717298975	B	B
4632	4623	9264	9246	-4632	-4636	1	1	0.010738794968005005	0.40683512717298975	B	B
4634	4873	9268	9746	-4634	-4873	1	1	0.7125881989051995	0.40683512717298975	B	B
4635	4778	9270	9556	-4635	-4797	1	1	0.3673370199499809	0.40683512717298975	B	B
4636	4623	9272	9246	-4636	-4636	1	1	0.00018454766270337153	0.40683512717298975	B	B
4637	4700	9274	9400	-4637	-4726	1	1	0.8969971132893707	0.40683512717298975	B	B
4638	4623	9276	9246	-4638	-4636	1	1	0.5468257337781519	0.40683512717298975	B	B
4641	4623	9282	9246	-4641	-4636	1	1	0.3882112272997663	0.40683512717298975	B	B
4645	4778	9290	9556	-4645	-4797	1	1	0.919970503025787	0.40683512717298975	B	B
4646	4374	9292	8748	-4646	-4407	1	1	0.24911188593326394	0.40683512717298975	B	B
4647	4623	9294	9246	-4647	-4636	1	1	0.5169206448017877	0.40683512717298975	B	B
4649	4778	9298	9556	-4649	-4797	1	1	0.9102485686032787	0.40683512717298975	B	B
4650	4451	9300	8902	-4650	-4482	1	1	0.11756403463684006	0.40683512717298975	B	B
4651	4623	9302	9246	-4651	-4636	1	1	0.03774663786919408	0.40683512717298975	B	B
4652	4451	9304	8902	-4652	-4482	1	1	0.5738128596868537	0.40683512717298975	B	B
4653	4778	9306	9556	-4653	-4797	1	1	0.32985080485154605	0.40683512717298975	B	B
4654	4700	9308	9400	-4654	-4726	1	1	0.026185655832814958	0.40683512717298975	B	B
4655	4778	9310	9556	-4655	-4797	1	1	0.8483288367488273	0.40683512717298975	B	B
4656	4700	9312	9400	-4656	-4726	1	1	0.05261975311948053	0.40683512717298975	B	B
4657	4700	9314	9400	-4657	-4726	1	1	0.06679602100900417	0.40683512717298975	B	B
4658	4623	9316	9246	-4658	-4636	1	1	0.48793157187434333	0.40683512717298975	B	B
4660	4451	9320	8902	-4660	-4482	1	1	0.11322974223328919	0.40683512717298975	B	B
4661	4778	9322	9556	-4661	-4797	1	1	0.3559354181036074	0.40683512717298975	B	B
4664	4623	9328	9246	-4664	-4636	1	1	0.9550297410922668	0.40683512717298975	B	B
4665	4873	9330	9746	-4665	-4873	1	1	0.7508545404683815	0.40683512717298975	B	B
4666	4700	9332	9400	-4666	-4726	1	1	0.012373410741469693	0.40683512717298975	B	B
4667	4374	9334	8748	-4667	-4407	1	1	0.23064490929947945	0.40683512717298975	B	B
4668	4623	9336	9246	-4668	-4636	1	1	0.9820673632920889	0.40683512717298975	B	B
4669	4623	9338	9246	-4669	-4636	1	1	0.685966810718317	0.40683512717298975	B	B
4671	4700	9342	9400	-4671	-4726	1	1	0.08682930922025667	0.40683512717298975	B	B
4672	4700	9344	9400	-4672	-4726	1	1	0.471756365385929	0.40683512717298975	B	B
4673	4778	9346	9556	-4673	-4797	1	1	0.8268603484908323	0.40683512717298975	B	B
4674	4623	9348	9246	-4674	-4636	1	1	0.6618167315881894	0.40683512717298975	B	B
4675	4529	9350	9058	-4675	-4539	1	1	0.11080813828096692	0.40683512717298975	B	B
4677	4529	9354	9058	-4677	-4539	1	1	0.5833969487515139	0.40683512717298975	B	B
4679	4873	9358	9746	-4679	-4873	1	1	0.3774750242080829	0.40683512717298975	B	B
4680	4778	9360	9556	-4680	-4797	1	1	0.8498094753083014	0.40683512717298975	B	B
4681	4700	9362	9400	-4681	-4726	1	1	0.088547661586735	0.40683512717298975	B	B
4683	4374	9366	8748	-4683	-4407	1	1	0.2141133916539576	0.40683512717298975	B	B
4685	4529	9370	9058	-4685	-4539	1	1	0.5817749008933147	0.40683512717298975	B	B
4686	4873	9372	9746	-4686	-4873	1	1	0.34418538676767396	0.40683512717298975	B	B
4687	4623	9374	9246	-4687	-4636	1	1	0.9985562221020201	0.40683512717298975	B	B
4688	4623	9376	9246	-4688	-4636	1	1	0.5922151934902168	0.40683512717298975	B	B
4689	4700	9378	9400	-4689	-4726	1	1	0.6618908494241688	0.40683512717298975	B	B
4691	4778	9382	9556	-4691	-4797	1	1	0.652581180059103	0.40683512717298975	B	B
4692	4700	9384	9400	-4692	-4726	1	1	0.402235129740934	0.40683512717298975	B	B
4693	4778	9386	9556	-4693	-4797	1	1	0.6397323456573171	0.40683512717298975	B	B
4694	4700	9388	9400	-4694	-4726	1	1	0.5033122691101495	0.40683512717298975	B	B
4695	4873	9390	9746	-4695	-4873	1	1	0.7296084600740106	0.40683512717298975	B	B
4697	4529	9394	9058	-4697	-4539	1	1	0.12646015007357936	0.40683512717298975	B	B
4701	4935	9402	9870	-4701	-4937	1	1	0.3029227114107885	0.40683512717298975	B	B
4702	4623	9404	9246	-4702	-4636	1	1	0.9345016765109542	0.40683512717298975	B	B
4703	4778	9406	9556	-4703	-4797	1	1	0.0657423599080651	0.40683512717298975	B	B
4704	4451	9408	8902	-4704	-4482	1	1	0.23007245317627567	0.40683512717298975	B	B
4706	4529	9412	9058	-4706	-4539	1	1	0.7958670577305168	0.40683512717298975	B	B
4708	4998	9416	9996	-4708	-5016	1	1	0.32679058433840946	0.40683512717298975	B	B
4709	4700	9418	9400	-4709	-4726	1	1	0.9867047038636206	0.40683512717298975	B	B
4710	4778	9420	9556	-4710	-4797	1	1	0.03800794689275122	0.40683512717298975	B	B
4711	4778	9422	9556	-4711	-4797	1	1	0.6563855795725626	0.40683512717298975	B	B
4712	4451	9424	8902	-4712	-4482	1	1	0.18891187163134593	0.40683512717298975	B	B
4714	4873	9428	9746	-4714	-4873	1	1	0.351520775996109	0.40683512717298975	B	B
4716	4778	9432	9556	-4716	-4797	1	1	0.6306372394348256	0.40683512717298975	B	B
4717	4935	9434	9870	-4717	-4937	1	1	0.3596654960430722	0.40683512717298975	B	B
4718	4529	9436	9058	-4718	-4539	1	1	0.8086817857701772	0.40683512717298975	B	B
4719	4778	9438	9556	-4719	-4797	1	1	0.026809061256516054	0.40683512717298975	B	B
4720	4778	9440	9556	-4720	-4797	1	1	0.06480010977671546	0.40683512717298975	B	B
4721	4451	9442	8902	-4721	-4482	1	1	0.23069821970085247	0.40683512717298975	B	B
4723	4529	9446	9058	-4723	-4539	1	1	0.13046365639921542	0.40683512717298975	B	B
4727	4623	9454	9246	-4727	-4636	1	1	0.15024195845722477	0.40683512717298975	B	B
4729	4451	9458	8902	-4729	-4482	1	1	0.21134160136336566	0.40683512717298975	B	B
4730	4623	9460	9246	-4730	-4636	1	1	0.8105588481712529	0.40683512717298975	B	B
4732	4700	9464	9400	-4732	-4726	1	1	0.4007783674082803	0.40683512717298975	B	B
4736	4778	9472	9556	-4736	-4797	1	1	0.8930682360727003	0.40683512717298975	B	B
4738	4700	9476	9400	-4738	-4726	1	1	0.4067787116565479	0.40683512717298975	B	B
4739	4935	9478	9870	-4739	-4937	1	1	0.33789425044690047	0.40683512717298975	B	B
4741	4451	9482	8902	-4741	-4482	1	1	0.2487247595833384	0.40683512717298975	B	B
4742	4873	9484	9746	-4742	-4873	1	1	0.9051247395805425	0.40683512717298975	B	B
4743	4700	9486	9400	-4743	-4726	1	1	0.5276830712437077	0.40683512717298975	B	B
4744	4451	9488	8902	-4744	-4482	1	1	0.1771424315237068	0.40683512717298975	B	B
4745	4873	9490	9746	-4745	-4873	1	1	0.6175848613177619	0.40683512717298975	B	B
4749	4700	9498	9400	-4749	-4726	1	1	0.6846448902627563	0.40683512717298975	B	B
4750	4935	9500	9870	-4750	-4937	1	1	0.3802250017382405	0.40683512717298975	B	B
4752	4873	9504	9746	-4752	-4873	1	1	0.8553681001234138	0.40683512717298975	B	B
4753	4700	9506	9400	-4753	-4726	1	1	0.6819120373896949	0.40683512717298975	B	B
4755	4873	9510	9746	-4755	-4873	1	1	0.8339276709750336	0.40683512717298975	B	B
4756	4778	9512	9556	-4756	-4797	1	1	0.4663722728568437	0.40683512717298975	B	B
4757	4873	9514	9746	-4757	-4873	1	1	0.9105938178200679	0.40683512717298975	B	B
4758	4700	9516	9400	-4758	-4726	1	1	0.95470180494935	0.40683512717298975	B	B
4759	4935	9518	9870	-4759	-4937	1	1	0.3820254989081593	0.40683512717298975	B	B
4760	4700	9520	9400	-4760	-4726	1	1	0.4224891926462876	0.40683512717298975	B	B
4761	4935	9522	9870	-4761	-4937	1	1	0.7285278824298657	0.40683512717298975	B	B
4762	4623	9524	9246	-4762	-4636	1	1	0.798381722174302	0.40683512717298975	B	B
4763	4700	9526	9400	-4763	-4726	1	1	0.5419580277179127	0.40683512717298975	B	B
4765	4451	9530	8902	-4765	-4482	1	1	0.20397787015480706	0.40683512717298975	B	B
4767	4778	9534	9556	-4767	-4797	1	1	0.4938400686726051	0.40683512717298975	B	B
4768	4778	9536	9556	-4768	-4797	1	1	0.41199215813439194	0.40683512717298975	B	B
4769	4778	9538	9556	-4769	-4797	1	1	0.986840378008445	0.40683512717298975	B	B
4770	4529	9540	9058	-4770	-4539	1	1	0.2596601471615515	0.40683512717298975	B	B
4771	4623	9542	9246	-4771	-4636	1	1	0.1303284578987558	0.40683512717298975	B	B
4772	4998	9544	9996	-4772	-5016	1	1	0.30261843877848216	0.40683512717298975	B	B
4774	4778	9548	9556	-4774	-4797	1	1	0.9851349772515391	0.40683512717298975	B	B
4775	4935	9550	9870	-4775	-4937	1	1	0.7321778066765966	0.40683512717298975	B	B
4776	4623	9552	9246	-4776	-4636	1	1	0.14789725089254158	0.40683512717298975	B	B
4777	4529	9554	9058	-4777	-4539	1	1	0.23151608311683047	0.40683512717298975	B	B
4780	5087	9560	10174	-4780	-5092	1	1	0.28579465505619206	0.40683512717298975	B	B
4781	4778	9562	9556	-4781	-4797	1	1	0.7059366006452149	0.40683512717298975	B	B
4783	4529	9566	9058	-4783	-4539	1	1	0.22245485206620186	0.40683512717298975	B	B
4784	4873	9568	9746	-4784	-4873	1	1	0.08318764504203724	0.40683512717298975	B	B
4785	4873	9570	9746	-4785	-4873	1	1	0.10297231047800681	0.40683512717298975	B	B
4786	4778	9572	9556	-4786	-4797	1	1	0.5175485514494605	0.40683512717298975	B	B
4788	4529	9576	9058	-4788	-4539	1	1	0.1876102062147369	0.40683512717298975	B	B
4790	4998	9580	9996	-4790	-5016	1	1	0.3816261802253994	0.40683512717298975	B	B
4796	4873	9592	9746	-4796	-4873	1	1	0.9142652005624938	0.40683512717298975	B	B
4797	4778	9594	9556	-4797	-4797	1	1	0.4092782052989248	0.40683512717298975	B	B
4800	4700	9600	9400	-4800	-4726	1	1	0.14844426829264235	0.40683512717298975	B	B
4801	4529	9602	9058	-4801	-4539	1	1	0.18923367808661884	0.40683512717298975	B	B
4802	4873	9604	9746	-4802	-4873	1	1	0.9033162422400968	0.40683512717298975	B	B
4804	5087	9608	10174	-4804	-5092	1	1	0.31197850623241397	0.40683512717298975	B	B
4805	4935	9610	9870	-4805	-4937	1	1	0.8887277502222578	0.40683512717298975	B	B
4807	4935	9614	9870	-4807	-4937	1	1	0.8520061441910018	0.40683512717298975	B	B
4808	4873	9616	9746	-4808	-4873	1	1	0.09072216919633347	0.40683512717298975	B	B
4809	4935	9618	9870	-4809	-4937	1	1	0.8662331544005124	0.40683512717298975	B	B
4810	4998	9620	9996	-4810	-5016	1	1	0.7308988956319858	0.40683512717298975	B	B
4811	4778	9622	9556	-4811	-4797	1	1	0.5272365945570062	0.40683512717298975	B	B
4812	4935	9624	9870	-4812	-4937	1	1	0.8982853782034913	0.40683512717298975	B	B
4813	4700	9626	9400	-4813	-4726	1	1	0.785177056904534	0.40683512717298975	B	B
4816	4873	9632	9746	-4816	-4873	1	1	0.0128144741584173	0.40683512717298975	B	B
4817	4998	9634	9996	-4817	-5016	1	1	0.3573429661047173	0.40683512717298975	B	B
4819	5167	9638	10334	-4819	-5195	1	1	0.28293544370350054	0.40683512717298975	B	B
4820	4935	9640	9870	-4820	-4937	1	1	0.8418894952718771	0.40683512717298975	B	B
4821	5167	9642	10334	-4821	-5195	1	1	0.31188975308001865	0.40683512717298975	B	B
4824	4778	9648	9556	-4824	-4797	1	1	0.9584922680399186	0.40683512717298975	B	B
4825	4700	9650	9400	-4825	-4726	1	1	0.12711545031614746	0.40683512717298975	B	B
4826	4873	9652	9746	-4826	-4873	1	1	0.08858327920453657	0.40683512717298975	B	B
4828	4778	9656	9556	-4828	-4797	1	1	0.11965430906430874	0.40683512717298975	B	B
4829	4700	9658	9400	-4829	-4726	1	1	0.8186474738752932	0.40683512717298975	B	B
4833	4778	9666	9556	-4833	-4797	1	1	0.7100960828436695	0.40683512717298975	B	B
4834	4778	9668	9556	-4834	-4797	1	1	0.6798863663756045	0.40683512717298975	B	B
4836	4778	9672	9556	-4836	-4797	1	1	0.6960054129334938	0.40683512717298975	B	B
4837	4623	9674	9246	-4837	-4636	1	1	0.23114086285905378	0.40683512717298975	B	B
4838	5167	9676	10334	-4838	-5195	1	1	0.2762507596768726	0.40683512717298975	B	B
4839	4778	9678	9556	-4839	-4797	1	1	0.776740375358688	0.40683512717298975	B	B
4840	4623	9680	9246	-4840	-4636	1	1	0.19085701088325158	0.40683512717298975	B	B
4841	4700	9682	9400	-4841	-4726	1	1	0.5596258921320115	0.40683512717298975	B	B
4842	4623	9684	9246	-4842	-4636	1	1	0.174777995504234	0.40683512717298975	B	B
4844	4700	9688	9400	-4844	-4726	1	1	0.5876432420361855	0.40683512717298975	B	B
4845	4873	9690	9746	-4845	-4873	1	1	0.6072888675663776	0.40683512717298975	B	B
4848	4778	9696	9556	-4848	-4797	1	1	0.4889945983391967	0.40683512717298975	B	B
4849	4700	9698	9400	-4849	-4726	1	1	0.5839040406961961	0.40683512717298975	B	B
4850	4623	9700	9246	-4850	-4636	1	1	0.24590871838146555	0.40683512717298975	B	B
4853	4935	9706	9870	-4853	-4937	1	1	0.892593435454424	0.40683512717298975	B	B
4854	4935	9708	9870	-4854	-4937	1	1	0.6176404146720791	0.40683512717298975	B	B
4856	4623	9712	9246	-4856	-4636	1	1	0.1669974347994977	0.40683512717298975	B	B
4857	4778	9714	9556	-4857	-4797	1	1	0.1284447392546133	0.40683512717298975	B	B
4858	4873	9716	9746	-4858	-4873	1	1	0.6801046682828146	0.40683512717298975	B	B
4859	4935	9718	9870	-4859	-4937	1	1	0.6338004746887097	0.40683512717298975	B	B
4860	5229	9720	10458	-4860	-5230	1	1	0.2940999768832666	0.40683512717298975	B	B
4861	4778	9722	9556	-4861	-4797	1	1	0.7779780227414084	0.40683512717298975	B	B
4863	4778	9726	9556	-4863	-4797	1	1	0.11776356919012687	0.40683512717298975	B	B
4864	4623	9728	9246	-4864	-4636	1	1	0.19345473768221144	0.40683512717298975	B	B
4865	4778	9730	9556	-4865	-4797	1	1	0.5503493624705993	0.40683512717298975	B	B
4867	4873	9734	9746	-4867	-4873	1	1	0.6698788276043105	0.40683512717298975	B	B
4868	4935	9736	9870	-4868	-4937	1	1	0.6334592965042948	0.40683512717298975	B	B
4869	4873	9738	9746	-4869	-4873	1	1	0.6954714766417505	0.40683512717298975	B	B
4870	5087	9740	10174	-4870	-5092	1	1	0.3489604252984898	0.40683512717298975	B	B
4871	4873	9742	9746	-4871	-4873	1	1	0.02344335656335128	0.40683512717298975	B	B
4872	4873	9744	9746	-4872	-4873	1	1	0.6938818220753652	0.40683512717298975	B	B
4873	4873	9746	9746	-4873	-4873	1	1	0.9864863025810753	0.40683512717298975	B	B
4874	4998	9748	9996	-4874	-5016	1	1	0.8326510460616797	0.40683512717298975	B	B
4876	4935	9752	9870	-4876	-4937	1	1	0.08720997496626537	0.40683512717298975	B	B
4878	4873	9756	9746	-4878	-4873	1	1	0.4091209146764283	0.40683512717298975	B	B
4879	4778	9758	9556	-4879	-4797	1	1	0.5812589417942425	0.40683512717298975	B	B
4883	4778	9766	9556	-4883	-4797	1	1	0.5499688031164888	0.40683512717298975	B	B
4884	4700	9768	9400	-4884	-4726	1	1	0.24402803959111952	0.40683512717298975	B	B
4885	4998	9770	9996	-4885	-5016	1	1	0.6308220845980754	0.40683512717298975	B	B
4887	4700	9774	9400	-4887	-4726	1	1	0.261894319109111	0.40683512717298975	B	B
4889	4873	9778	9746	-4889	-4873	1	1	0.41250321421108505	0.40683512717298975	B	B
4890	4935	9780	9870	-4890	-4937	1	1	0.9860818208142558	0.40683512717298975	B	B
4892	4873	9784	9746	-4892	-4873	1	1	0.6021676132766894	0.40683512717298975	B	B
4893	4873	9786	9746	-4893	-4873	1	1	0.5377542484355907	0.40683512717298975	B	B
4894	4998	9788	9996	-4894	-5016	1	1	0.8351291334493777	0.40683512717298975	B	B
4895	4873	9790	9746	-4895	-4873	1	1	0.4772979889407203	0.40683512717298975	B	B
4897	5229	9794	10458	-4897	-5230	1	1	0.3136419649169968	0.40683512717298975	B	B
4898	4935	9796	9870	-4898	-4937	1	1	0.6811920537222877	0.40683512717298975	B	B
4899	4873	9798	9746	-4899	-4873	1	1	0.5283367787410277	0.40683512717298975	B	B
4900	4998	9800	9996	-4900	-5016	1	1	0.7660034980519549	0.40683512717298975	B	B
4902	4873	9804	9746	-4902	-4873	1	1	0.526601710286087	0.40683512717298975	B	B
4904	4778	9808	9556	-4904	-4797	1	1	0.2677338428846846	0.40683512717298975	B	B
4905	4935	9810	9870	-4905	-4937	1	1	0.10509597425081141	0.40683512717298975	B	B
4906	4873	9812	9746	-4906	-4873	1	1	0.11944253847502073	0.40683512717298975	B	B
4907	4935	9814	9870	-4907	-4937	1	1	0.0063519245141817615	0.40683512717298975	B	B
4908	4873	9816	9746	-4908	-4873	1	1	0.49408400667471364	0.40683512717298975	B	B
4911	4998	9822	9996	-4911	-5016	1	1	0.9968470601133714	0.40683512717298975	B	B
4912	4935	9824	9870	-4912	-4937	1	1	0.08289418194863674	0.40683512717298975	B	B
4913	4998	9826	9996	-4913	-5016	1	1	0.6418519966478495	0.40683512717298975	B	B
4918	4998	9836	9996	-4918	-5016	1	1	0.0995073421774868	0.40683512717298975	B	B
4919	4778	9838	9556	-4919	-4797	1	1	0.781939354976404	0.40683512717298975	B	B
4920	5087	9840	10174	-4920	-5092	1	1	0.37740820418772847	0.40683512717298975	B	B
4922	4873	9844	9746	-4922	-4873	1	1	0.7797323907908884	0.40683512717298975	B	B
4923	4998	9846	9996	-4923	-5016	1	1	0.07172912403089182	0.40683512717298975	B	B
4925	4998	9850	9996	-4925	-5016	1	1	0.8603801374407918	0.40683512717298975	B	B
4926	4935	9852	9870	-4926	-4937	1	1	0.14411777442816787	0.40683512717298975	B	B
4927	4873	9854	9746	-4927	-4873	1	1	0.3977566076423721	0.40683512717298975	B	B
4928	4935	9856	9870	-4928	-4937	1	1	0.5362539821991325	0.40683512717298975	B	B
4929	4778	9858	9556	-4929	-4797	1	1	0.25144932833231537	0.40683512717298975	B	B
4931	4935	9862	9870	-4931	-4937	1	1	0.5054231625338932	0.40683512717298975	B	B
4932	4873	9864	9746	-4932	-4873	1	1	0.5545486556105945	0.40683512717298975	B	B
4933	4935	9866	9870	-4933	-4937	1	1	0.6797456745218476	0.40683512717298975	B	B
4935	4935	9870	9870	-4935	-4937	1	1	0.5111412771878222	0.40683512717298975	B	B
4938	4998	9876	9996	-4938	-5016	1	1	0.8940846755509256	0.40683512717298975	B	B
4940	4935	9880	9870	-4940	-4937	1	1	0.4211649353235455	0.40683512717298975	B	B
4941	5087	9882	10174	-4941	-5092	1	1	0.37048395362439224	0.40683512717298975	B	B
4942	4873	9884	9746	-4942	-4873	1	1	0.44483332274477294	0.40683512717298975	B	B
4943	4935	9886	9870	-4943	-4937	1	1	0.5060643595489116	0.40683512717298975	B	B
4944	5087	9888	10174	-4944	-5092	1	1	0.847634662227443	0.40683512717298975	B	B
4945	4873	9890	9746	-4945	-4873	1	1	0.5837081143734941	0.40683512717298975	B	B
4946	4935	9892	9870	-4946	-4937	1	1	0.13480657475593472	0.40683512717298975	B	B
4947	4935	9894	9870	-4947	-4937	1	1	0.14069596067065904	0.40683512717298975	B	B
4950	5087	9900	10174	-4950	-5092	1	1	0.8546576191676192	0.40683512717298975	B	B
4951	4935	9902	9870	-4951	-4937	1	1	0.15117933298918096	0.40683512717298975	B	B
4953	4998	9906	9996	-4953	-5016	1	1	0.6256966265294941	0.40683512717298975	B	B
4955	4998	9910	9996	-4955	-5016	1	1	0.1505839696381026	0.40683512717298975	B	B
4957	5087	9914	10174	-4957	-5092	1	1	0.8239226661940207	0.40683512717298975	B	B
4958	5167	9916	10334	-4958	-5195	1	1	0.8233295907318875	0.40683512717298975	B	B
4961	4700	9922	9400	-4961	-4726	1	1	0.2126134845009472	0.40683512717298975	B	B
4962	5087	9924	10174	-4962	-5092	1	1	0.6024533037514248	0.40683512717298975	B	B
4965	5087	9930	10174	-4965	-5092	1	1	0.7600370444504289	0.40683512717298975	B	B
4966	5087	9932	10174	-4966	-5092	1	1	0.7401911557413767	0.40683512717298975	B	B
4967	5087	9934	10174	-4967	-5092	1	1	0.7431695975495558	0.40683512717298975	B	B
4969	4935	9938	9870	-4969	-4937	1	1	0.5221288573076238	0.40683512717298975	B	B
4971	5229	9942	10458	-4971	-5230	1	1	0.2776625746172473	0.40683512717298975	B	B
4973	5167	9946	10334	-4973	-5195	1	1	0.8352115923861982	0.40683512717298975	B	B
4975	4998	9950	9996	-4975	-5016	1	1	0.1337609188979918	0.40683512717298975	B	B
4976	5167	9952	10334	-4976	-5195	1	1	0.8694439655324551	0.40683512717298975	B	B
4977	4873	9954	9746	-4977	-4873	1	1	0.25079647932600657	0.40683512717298975	B	B
4978	5087	9956	10174	-4978	-5092	1	1	0.9064567152565639	0.40683512717298975	B	B
4979	5229	9958	10458	-4979	-5230	1	1	0.31619643319750235	0.40683512717298975	B	B
4980	5167	9960	10334	-4980	-5195	1	1	0.3676188856371918	0.40683512717298975	B	B
4981	4873	9962	9746	-4981	-4873	1	1	0.46156245194853995	0.40683512717298975	B	B
4982	5087	9964	10174	-4982	-5092	1	1	0.7429507593088769	0.40683512717298975	B	B
4983	4935	9966	9870	-4983	-4937	1	1	0.7066117970531196	0.40683512717298975	B	B
4984	5167	9968	10334	-4984	-5195	1	1	0.7616832764772455	0.40683512717298975	B	B
4985	4873	9970	9746	-4985	-4873	1	1	0.8180707457327865	0.40683512717298975	B	B
4986	5290	9972	10580	-4986	-5312	1	1	0.2959955268479254	0.40683512717298975	B	B
4987	4873	9974	9746	-4987	-4873	1	1	0.23945002054383857	0.40683512717298975	B	B
4989	4998	9978	9996	-4989	-5016	1	1	0.6599097771499638	0.40683512717298975	B	B
4990	4873	9980	9746	-4990	-4873	1	1	0.7802355450065378	0.40683512717298975	B	B
4993	4873	9986	9746	-4993	-4873	1	1	0.22546649899459592	0.40683512717298975	B	B
4997	5167	9994	10334	-4997	-5195	1	1	0.7570293694632471	0.40683512717298975	B	B
5001	5167	10002	10334	-5001	-5195	1	1	0.7617813272401895	0.40683512717298975	B	B
5004	5087	10008	10174	-5004	-5092	1	1	0.09375533828567073	0.40683512717298975	B	B
5005	4998	10010	9996	-5005	-5016	1	1	0.49446645618287854	0.40683512717298975	B	B
5006	4935	10012	9870	-5006	-4937	1	1	0.5483168619892285	0.40683512717298975	B	B
5007	4935	10014	9870	-5007	-4937	1	1	0.4451101328091558	0.40683512717298975	B	B
5009	4998	10018	9996	-5009	-5016	1	1	0.4735128985305467	0.40683512717298975	B	B
5010	4998	10020	9996	-5010	-5016	1	1	0.15145920622039366	0.40683512717298975	B	B
5012	5167	10024	10334	-5012	-5195	1	1	0.7581383147692033	0.40683512717298975	B	B
5015	5290	10030	10580	-5015	-5312	1	1	0.32486276523080204	0.40683512717298975	B	B
5016	4998	10032	9996	-5016	-5016	1	1	0.7022333449295801	0.40683512717298975	B	B
5017	4998	10034	9996	-5017	-5016	1	1	0.5529977596795941	0.40683512717298975	B	B
5018	5087	10036	10174	-5018	-5092	1	1	0.6363714429378483	0.40683512717298975	B	B
5020	5167	10040	10334	-5020	-5195	1	1	0.3725809780047471	0.40683512717298975	B	B
5021	4998	10042	9996	-5021	-5016	1	1	0.5355209940599344	0.40683512717298975	B	B
5022	5167	10044	10334	-5022	-5195	1	1	0.353312653581177	0.40683512717298975	B	B
5023	5229	10046	10458	-5023	-5230	1	1	0.370462041463656	0.40683512717298975	B	B
5024	4935	10048	9870	-5024	-4937	1	1	0.4049744012909452	0.40683512717298975	B	B
5026	4998	10052	9996	-5026	-5016	1	1	0.5612818053998204	0.40683512717298975	B	B
5027	4935	10054	9870	-5027	-4937	1	1	0.2705870793149804	0.40683512717298975	B	B
