Feature A (i)	Feature A (i)-noFeature_B_(2i)	Feature B (2i)	Feature B (2i)-noFeature_B_(2i)	Feature C (-i)	Feature C (-i)-noFeature_B_(2i)	Constant Feature	Constant Feature-noFeature_B_(2i)	Random Feature	Random Feature-noFeature_B_(2i)	Outcome	Outcome-noFeature_B_(2i)
4905	3252	9810	9574	-4905	-3253	1	1	0.10509597425081141	0.11766008071769851	B	B
4906	3252	9812	9574	-4906	-3253	1	1	0.11944253847502073	0.14001508031831478	B	B
4907	3258	9814	9574	-4907	-3258	1	1	0.0063519245141817615	0.009431753548861166	B	B
4908	3258	9816	9574	-4908	-3258	1	1	0.49408400667471364	0.5184576116122209	B	B
4911	3258	9822	9574	-4911	-3258	1	1	0.9968470601133714	0.9867277963524416	B	B
4912	3263	9824	9574	-4912	-3264	1	1	0.08289418194863674	0.06575410935862658	B	B
4913	3263	9826	9574	-4913	-3264	1	1	0.6418519966478495	0.6567225731105883	B	B
4918	3269	9836	9574	-4918	-3270	1	1	0.0995073421774868	0.09584927697217083	B	B
4919	3269	9838	9574	-4919	-3270	1	1	0.781939354976404	0.7752105467541478	B	B
4920	3269	9840	9574	-4920	-3270	1	1	0.37740820418772847	0.41436990175995514	B	B
4922	3269	9844	9574	-4922	-3270	1	1	0.7797323907908884	0.7752105467541478	B	B
4923	3269	9846	9574	-4923	-3270	1	1	0.07172912403089182	0.06575410935862658	B	B
4925	3275	9850	9574	-4925	-3276	1	1	0.8603801374407918	0.8844562399641169	B	B
4926	3275	9852	9574	-4926	-3276	1	1	0.14411777442816787	0.17573684250755928	B	B
4927	3275	9854	9574	-4927	-3276	1	1	0.3977566076423721	0.43084017934406293	B	B
4928	3275	9856	9574	-4928	-3276	1	1	0.5362539821991325	0.5437811418999469	B	B
4929	3275	9858	9574	-4929	-3276	1	1	0.25144932833231537	0.2705870793149804	B	B
4931	3281	9862	9574	-4931	-3282	1	1	0.5054231625338932	0.5184576116122209	B	B
4932	3281	9864	9574	-4932	-3282	1	1	0.5545486556105945	0.5603876811308924	B	B
4933	3281	9866	9574	-4933	-3282	1	1	0.6797456745218476	0.6865687000926515	B	B
4935	3281	9870	9574	-4935	-3282	1	1	0.5111412771878222	0.5184576116122209	B	B
4938	3287	9876	9574	-4938	-3287	1	1	0.8940846755509256	0.897897211542344	B	B
4940	3287	9880	9574	-4940	-3287	1	1	0.4211649353235455	0.45443658440763757	B	B
4941	3292	9882	9574	-4941	-3293	1	1	0.37048395362439224	0.3994271172644791	B	B
4942	3292	9884	9574	-4942	-3293	1	1	0.44483332274477294	0.4686479736942557	B	B
4943	3292	9886	9574	-4943	-3293	1	1	0.5060643595489116	0.5184576116122209	B	B
4944	3292	9888	9574	-4944	-3293	1	1	0.847634662227443	0.8483288367488273	B	B
4945	3292	9890	9574	-4945	-3293	1	1	0.5837081143734941	0.5970130310756897	B	B
4946	3292	9892	9574	-4946	-3293	1	1	0.13480657475593472	0.17573684250755928	B	B
4947	3298	9894	9574	-4947	-3299	1	1	0.14069596067065904	0.17573684250755928	B	B
4950	3298	9900	9574	-4950	-3299	1	1	0.8546576191676192	0.8659373859054671	B	B
4951	3298	9902	9574	-4951	-3299	1	1	0.15117933298918096	0.18991284810616926	B	B
4953	2974	9906	9574	-4953	-2975	1	1	0.6256966265294941	0.6185616736968093	B	B
4955	2974	9910	9574	-4955	-2975	1	1	0.1505839696381026	0.1556084896784825	B	B
4957	2974	9914	9574	-4957	-2975	1	1	0.8239226661940207	0.836604570279811	B	B
4958	2974	9916	9574	-4958	-2975	1	1	0.8233295907318875	0.836604570279811	B	B
4961	2980	9922	9574	-4961	-2981	1	1	0.2126134845009472	0.2200783515824032	B	B
4962	2980	9924	9574	-4962	-2981	1	1	0.6024533037514248	0.5970130310756897	B	B
4965	2986	9930	9574	-4965	-2986	1	1	0.7600370444504289	0.7650504588350444	B	B
4966	2986	9932	9574	-4966	-2986	1	1	0.7401911557413767	0.74048802736636	B	B
4967	2986	9934	9574	-4967	-2986	1	1	0.7431695975495558	0.7650504588350444	B	B
4969	2986	9938	9574	-4969	-2986	1	1	0.5221288573076238	0.5057843245177359	B	B
4971	2991	9942	9574	-4971	-2992	1	1	0.2776625746172473	0.2705870793149804	B	B
4973	2991	9946	9574	-4973	-2992	1	1	0.8352115923861982	0.8483288367488273	B	B
4975	2991	9950	9574	-4975	-2992	1	1	0.1337609188979918	0.14001508031831478	B	B
4976	2997	9952	9574	-4976	-2998	1	1	0.8694439655324551	0.8659373859054671	B	B
4977	2997	9954	9574	-4977	-2998	1	1	0.25079647932600657	0.2556376638625464	B	B
4978	2997	9956	9574	-4978	-2998	1	1	0.9064567152565639	0.897897211542344	B	B
4979	2997	9958	9574	-4979	-2998	1	1	0.31619643319750235	0.30887378737929305	B	B
4980	2997	9960	9574	-4980	-2998	1	1	0.3676188856371918	0.36326959483172827	B	B
4981	2997	9962	9574	-4981	-2998	1	1	0.46156245194853995	0.45443658440763757	B	B
4982	3003	9964	9574	-4982	-3004	1	1	0.7429507593088769	0.74048802736636	B	B
4983	3003	9966	9574	-4983	-3004	1	1	0.7066117970531196	0.7124266951977283	B	B
4984	3003	9968	9574	-4984	-3004	1	1	0.7616832764772455	0.7752105467541478	B	B
4985	3003	9970	9574	-4985	-3004	1	1	0.8180707457327865	0.836604570279811	B	B
4986	3003	9972	9574	-4986	-3004	1	1	0.2959955268479254	0.29312155847436416	B	B
4987	3003	9974	9574	-4987	-3004	1	1	0.23945002054383857	0.2556376638625464	B	B
4989	3009	9978	9574	-4989	-3010	1	1	0.6599097771499638	0.6567225731105883	B	B
4990	3009	9980	9574	-4990	-3010	1	1	0.7802355450065378	0.7978402972390728	B	B
4993	3009	9986	9574	-4993	-3010	1	1	0.22546649899459592	0.2200783515824032	B	B
4997	3015	9994	9574	-4997	-3015	1	1	0.7570293694632471	0.7650504588350444	B	B
5001	3020	10002	9574	-5001	-3021	1	1	0.7617813272401895	0.7752105467541478	B	B
5004	3020	10008	9574	-5004	-3021	1	1	0.09375533828567073	0.11766008071769851	B	B
5005	3026	10010	9574	-5005	-3027	1	1	0.49446645618287854	0.4863973973956013	B	B
5006	3026	10012	9574	-5006	-3027	1	1	0.5483168619892285	0.5287072142744291	B	B
5007	3026	10014	9574	-5007	-3027	1	1	0.4451101328091558	0.45443658440763757	B	B
5009	3026	10018	9574	-5009	-3027	1	1	0.4735128985305467	0.4686479736942557	B	B
5010	3026	10020	9574	-5010	-3027	1	1	0.15145920622039366	0.1556084896784825	B	B
5012	3032	10024	9574	-5012	-3033	1	1	0.7581383147692033	0.7650504588350444	B	B
5015	3032	10030	9574	-5015	-3033	1	1	0.32486276523080204	0.30887378737929305	B	B
5016	3032	10032	9574	-5016	-3033	1	1	0.7022333449295801	0.6865687000926515	B	B
5017	3038	10034	9574	-5017	-3038	1	1	0.5529977596795941	0.5437811418999469	B	B
5018	3038	10036	9574	-5018	-3038	1	1	0.6363714429378483	0.6403485791625139	B	B
5020	3038	10040	9574	-5020	-3038	1	1	0.3725809780047471	0.36326959483172827	B	B
5021	3038	10042	9574	-5021	-3038	1	1	0.5355209940599344	0.5184576116122209	B	B
5022	3043	10044	9574	-5022	-3044	1	1	0.353312653581177	0.34394625120281785	B	B
5023	3043	10046	9574	-5023	-3044	1	1	0.370462041463656	0.36326959483172827	B	B
5024	3043	10048	9574	-5024	-3044	1	1	0.4049744012909452	0.3994271172644791	B	B
5026	3043	10052	9574	-5026	-3044	1	1	0.5612818053998204	0.5437811418999469	B	B
5027	3043	10054	9574	-5027	-3044	1	1	0.2705870793149804	0.2705870793149804	B	B
5028	3049	10056	9574	-5028	-3050	1	1	0.9676089740372462	0.9708335991200716	B	B
5029	3049	10058	9574	-5029	-3050	1	1	0.0008433609812288356	0.009431753548861166	B	B
5030	3049	10060	9574	-5030	-3050	1	1	0.8659373859054671	0.8659373859054671	B	B
5031	3049	10062	9574	-5031	-3050	1	1	0.8709967717676067	0.8844562399641169	B	B
5037	3055	10074	9574	-5037	-3056	1	1	0.774619562267884	0.7978402972390728	B	B
5038	3055	10076	9574	-5038	-3056	1	1	0.9478428924318192	0.9556519694980462	B	B
5039	3055	10078	9574	-5039	-3056	1	1	0.5631434112371083	0.5603876811308924	B	B
5040	3061	10080	9574	-5040	-3062	1	1	0.5659911602793513	0.5603876811308924	B	B
5041	3061	10082	9574	-5041	-3062	1	1	0.5136216594081822	0.5057843245177359	B	B
5042	3061	10084	9574	-5042	-3062	1	1	0.91480951657108	0.9155804834289545	B	B
5044	3061	10088	9574	-5044	-3062	1	1	0.26611699725946436	0.2705870793149804	B	B
5046	3067	10092	9574	-5046	-3067	1	1	0.7348846067662119	0.7248533491587095	B	B
5047	3067	10094	9574	-5047	-3067	1	1	0.15532556492724692	0.1556084896784825	B	B
5049	3067	10098	9574	-5049	-3067	1	1	0.014571590802392786	0.009431753548861166	B	B
5051	3072	10102	9574	-5051	-3073	1	1	0.7864466728329781	0.81093086149687	B	B
5056	3072	10112	9574	-5056	-3073	1	1	0.6230375551345783	0.6185616736968093	B	B
5057	3078	10114	9574	-5057	-3079	1	1	0.21188255156115288	0.20479149534265284	B	B
5058	3078	10116	9574	-5058	-3079	1	1	0.7644753193524119	0.7752105467541478	B	B
5060	3078	10120	9574	-5060	-3079	1	1	0.1850458171972882	0.18991284810616926	B	B
5061	3078	10122	9574	-5061	-3079	1	1	0.3580183324878117	0.34394625120281785	B	B
5064	3084	10128	9574	-5064	-3085	1	1	0.3040464339503136	0.29312155847436416	B	B
5065	3084	10130	9574	-5065	-3085	1	1	0.9636944454366797	0.9708335991200716	B	B
5067	3084	10134	9574	-5067	-3085	1	1	0.45455361798347904	0.45443658440763757	B	B
5069	3090	10138	9574	-5069	-3091	1	1	0.9693729282381394	0.9708335991200716	B	B
5070	3090	10140	9574	-5070	-3091	1	1	0.17604895191611503	0.17573684250755928	B	B
5071	3090	10142	9574	-5071	-3091	1	1	0.20082979385427102	0.18991284810616926	B	B
5072	3090	10144	9574	-5072	-3091	1	1	0.7855166711319199	0.81093086149687	B	B
5073	3090	10146	9574	-5073	-3091	1	1	0.08617064546406394	0.09584927697217083	B	B
5074	3090	10148	9574	-5074	-3091	1	1	0.3645500084328399	0.36326959483172827	B	B
5075	3096	10150	9574	-5075	-3096	1	1	0.8884407647275709	0.897897211542344	B	B
5076	3096	10152	9574	-5076	-3096	1	1	0.5315044884367357	0.5184576116122209	B	B
5077	3096	10154	9574	-5077	-3096	1	1	0.05118633645565407	0.06575410935862658	B	B
5078	3096	10156	9574	-5078	-3096	1	1	0.8653295802841964	0.8659373859054671	B	B
5079	3096	10158	9574	-5079	-3096	1	1	0.7959405673120427	0.81093086149687	B	B
5082	3101	10164	9574	-5082	-3102	1	1	0.5242585116992085	0.5184576116122209	B	B
5084	3101	10168	9574	-5084	-3102	1	1	0.3959126872631198	0.3994271172644791	B	B
5088	3107	10176	9574	-5088	-3108	1	1	0.443599254405197	0.45443658440763757	B	B
5090	3107	10180	9574	-5090	-3108	1	1	0.552143606909082	0.5437811418999469	B	B
5092	3113	10184	9574	-5092	-3114	1	1	0.6640917281552415	0.6676345312549455	B	B
5093	3113	10186	9574	-5093	-3114	1	1	0.5167462272100819	0.5057843245177359	B	B
5094	3113	10188	9574	-5094	-3114	1	1	0.8750523871850592	0.8844562399641169	B	B
5095	3113	10190	9574	-5095	-3114	1	1	0.9242069702129302	0.9155804834289545	B	B
5096	3113	10192	9574	-5096	-3114	1	1	0.9658713792173621	0.9708335991200716	B	B
5098	3119	10196	9574	-5098	-3120	1	1	0.43084345791172196	0.43084017934406293	B	B
5099	3119	10198	9574	-5099	-3120	1	1	0.059568034576598206	0.08139052448728146	B	B
5100	3119	10200	9574	-5100	-3120	1	1	0.1676576743945677	0.17573684250755928	B	B
5101	3119	10202	9574	-5101	-3120	1	1	0.10836846163781699	0.11766008071769851	B	B
5103	3119	10206	9574	-5103	-3120	1	1	0.6185616736968093	0.6185616736968093	B	B
5104	3125	10208	9574	-5104	-3125	1	1	0.9407400612469655	0.9358892092224953	B	B
5105	3125	10210	9574	-5105	-3125	1	1	0.25747225539637275	0.2556376638625464	B	B
5106	3125	10212	9574	-5106	-3125	1	1	0.6827160525262556	0.6676345312549455	B	B
5107	3125	10214	9574	-5107	-3125	1	1	0.6559493976536193	0.6567225731105883	B	B
5108	3125	10216	9574	-5108	-3125	1	1	0.3840642056889294	0.3838453928986345	B	B
5109	3130	10218	9574	-5109	-3131	1	1	0.3945250687515027	0.3994271172644791	B	B
5110	3130	10220	9574	-5110	-3131	1	1	0.9127593601633454	0.9155804834289545	B	B
5111	3130	10222	9574	-5111	-3131	1	1	0.03449481338110738	0.02540337192260267	B	B
5112	3130	10224	9574	-5112	-3131	1	1	0.2075176095297434	0.20479149534265284	B	B
5113	3130	10226	9574	-5113	-3131	1	1	0.6011610304852129	0.5970130310756897	B	B
5115	3136	10230	9574	-5115	-3137	1	1	0.5487576631530597	0.5287072142744291	B	B
5116	3136	10232	9574	-5116	-3137	1	1	0.001852810683583228	0.009431753548861166	B	B
5118	3136	10236	9574	-5118	-3137	1	1	0.09400017621207846	0.11766008071769851	B	B
5119	3136	10238	9574	-5119	-3137	1	1	0.338526242820692	0.34394625120281785	B	B
5121	3142	10242	9574	-5121	-3143	1	1	0.20254581160592577	0.20479149534265284	B	B
5123	3142	10246	9574	-5123	-3143	1	1	0.6061848691921133	0.5970130310756897	B	B
5124	3142	10248	9574	-5124	-3143	1	1	0.39440334408760935	0.3838453928986345	B	B
5125	3142	10250	9574	-5125	-3143	1	1	0.8263425515120277	0.8483288367488273	B	B
5126	3142	10252	9574	-5126	-3143	1	1	0.7140438429410529	0.7124266951977283	B	B
5127	3148	10254	9574	-5127	-3148	1	1	0.05912162075637073	0.08139052448728146	B	B
5128	3148	10256	9574	-5128	-3148	1	1	0.4394600531766458	0.43084017934406293	B	B
5129	3148	10258	9574	-5129	-3148	1	1	0.9025552190788354	0.897897211542344	B	B
5131	3148	10262	9574	-5131	-3148	1	1	0.7175815086345512	0.7124266951977283	B	B
5132	3153	10264	9574	-5132	-3154	1	1	0.5452061126667364	0.5287072142744291	B	B
5135	3153	10270	9574	-5135	-3154	1	1	0.7688401684508309	0.7752105467541478	B	B
5136	3153	10272	9574	-5136	-3154	1	1	0.279783069459154	0.2705870793149804	B	B
5137	3153	10274	9574	-5137	-3154	1	1	0.18772960339659084	0.18991284810616926	B	B
5138	3159	10276	9574	-5138	-3160	1	1	0.4127659443871443	0.41436990175995514	B	B
5139	3159	10278	9574	-5139	-3160	1	1	0.728604532769909	0.7248533491587095	B	B
5141	3159	10282	9574	-5141	-3160	1	1	0.15732210265061608	0.1556084896784825	B	B
5142	3159	10284	9574	-5142	-3160	1	1	0.048098116585384765	0.046636926221635844	B	B
5145	3165	10290	9574	-5145	-3166	1	1	0.3214002253673759	0.30887378737929305	B	B
5146	3165	10292	9574	-5146	-3166	1	1	0.6509830568683026	0.6403485791625139	B	B
5147	3165	10294	9574	-5147	-3166	1	1	0.5104047757500149	0.4863973973956013	B	B
5150	3171	10300	9574	-5150	-3172	1	1	0.01851096233516103	0.009431753548861166	B	B
5151	3171	10302	9574	-5151	-3172	1	1	0.9335552318738451	0.9358892092224953	B	B
5154	3171	10308	9574	-5154	-3172	1	1	0.9315902741970327	0.9358892092224953	B	B
5155	3171	10310	9574	-5155	-3172	1	1	0.23244355929604532	0.23139716590926385	B	B
5156	3177	10312	9574	-5156	-3177	1	1	0.582537627789942	0.5738128596868537	B	B
5157	3177	10314	9574	-5157	-3177	1	1	0.3658606941143284	0.36326959483172827	B	B
5158	3177	10316	9574	-5158	-3177	1	1	0.7727300561692416	0.7978402972390728	B	B
5160	3177	10320	9574	-5160	-3177	1	1	0.022185335541667572	0.02540337192260267	B	B
5161	3182	10322	9574	-5161	-3183	1	1	0.05686515404583836	0.06575410935862658	B	B
5162	3182	10324	9574	-5162	-3183	1	1	0.7793573198673707	0.7978402972390728	B	B
5163	3182	10326	9574	-5163	-3183	1	1	0.9439888497038574	0.9556519694980462	B	B
5164	3182	10328	9574	-5164	-3183	1	1	0.9416363813193819	0.9358892092224953	B	B
5166	3182	10332	9574	-5166	-3183	1	1	0.34394625120281785	0.34394625120281785	B	B
5168	3188	10336	9574	-5168	-3189	1	1	0.9857717531918516	0.9867277963524416	B	B
5169	3188	10338	9574	-5169	-3189	1	1	0.3842281942914275	0.3838453928986345	B	B
5172	3188	10344	9574	-5172	-3189	1	1	0.6424145982950707	0.6403485791625139	B	B
5173	3194	10346	9574	-5173	-3195	1	1	0.5423606049738098	0.5184576116122209	B	B
5175	3194	10350	9574	-5175	-3195	1	1	0.6048896447861067	0.5970130310756897	B	B
5179	3200	10358	9574	-5179	-3201	1	1	0.4510155190547783	0.45443658440763757	B	B
5180	3200	10360	9574	-5180	-3201	1	1	0.14974948721306924	0.14001508031831478	B	B
5181	3200	10362	9574	-5181	-3201	1	1	0.1431937361763479	0.14001508031831478	B	B
5182	3200	10364	9574	-5182	-3201	1	1	0.4627858932606661	0.4686479736942557	B	B
5183	3200	10366	9574	-5183	-3201	1	1	0.5856758887970422	0.5738128596868537	B	B
5184	3200	10368	9574	-5184	-3201	1	1	0.8613404262525491	0.8483288367488273	B	B
5185	3206	10370	9574	-5185	-3206	1	1	0.325252607208695	0.30887378737929305	B	B
5188	3206	10376	9574	-5188	-3206	1	1	0.058055863947706565	0.08139052448728146	B	B
5191	3211	10382	9574	-5191	-3212	1	1	0.20051742289309005	0.18991284810616926	B	B
5192	3211	10384	9574	-5192	-3212	1	1	0.09325787692822507	0.11766008071769851	B	B
5193	3211	10386	9574	-5193	-3212	1	1	0.33389409827057437	0.33085674641798635	B	B
5195	3211	10390	9574	-5195	-3212	1	1	0.014454281775754252	0.009431753548861166	B	B
5198	3217	10396	9574	-5198	-3218	1	1	0.7995195827890836	0.836604570279811	B	B
5201	3217	10402	9574	-5201	-3218	1	1	0.6499095060994966	0.6403485791625139	B	B
5202	3223	10404	9574	-5202	-3224	1	1	0.2299326684293156	0.23139716590926385	B	B
5203	3223	10406	9574	-5203	-3224	1	1	0.2609606372954797	0.2556376638625464	B	B
5204	3223	10408	9574	-5204	-3224	1	1	0.5138995509532749	0.5057843245177359	B	B
5205	3223	10410	9574	-5205	-3224	1	1	0.6858886272114586	0.6676345312549455	B	B
5206	3223	10412	9574	-5206	-3224	1	1	0.15167798519304254	0.1556084896784825	B	B
5207	3223	10414	9574	-5207	-3224	1	1	0.8617767550130003	0.8659373859054671	B	B
5208	3229	10416	9574	-5208	-3230	1	1	0.07359670945780727	0.09584927697217083	B	B
5209	3229	10418	9574	-5209	-3230	1	1	0.02934915721353648	0.02540337192260267	B	B
5210	3229	10420	9574	-5210	-3230	1	1	0.8993360997424313	0.897897211542344	B	B
5211	3229	10422	9574	-5211	-3230	1	1	0.8758266274724348	0.8844562399641169	B	B
5212	3229	10424	9574	-5212	-3230	1	1	0.07779264926151785	0.09584927697217083	B	B
5215	3235	10430	9574	-5215	-3235	1	1	0.28818761053423314	0.29312155847436416	B	B
5216	3235	10432	9574	-5216	-3235	1	1	0.2228457884286288	0.2200783515824032	B	B
5217	3235	10434	9574	-5217	-3235	1	1	0.6619389164588547	0.6676345312549455	B	B
5219	3240	10438	9574	-5219	-3241	1	1	0.7927245207347263	0.81093086149687	B	B
5220	3240	10440	9574	-5220	-3241	1	1	0.9872281829784695	0.9867277963524416	B	B
5223	3240	10446	9574	-5223	-3241	1	1	0.43084017934406293	0.43084017934406293	B	B
5224	3240	10448	9574	-5224	-3241	1	1	0.2401940639130672	0.2556376638625464	B	B
5225	3246	10450	9574	-5225	-3247	1	1	0.4848173846184588	0.4863973973956013	B	B
5226	3246	10452	9574	-5226	-3247	1	1	0.5477978306134171	0.5287072142744291	B	B
5228	3246	10456	9574	-5228	-3247	1	1	0.5330153111137755	0.5184576116122209	B	B
5230	3246	10460	9574	-5230	-3247	1	1	0.04743741345035879	0.046636926221635844	B	B
5231	3252	10462	9574	-5231	-3253	1	1	0.8308408604824963	0.8483288367488273	B	B
5232	3252	10464	9574	-5232	-3253	1	1	0.9391160824883276	0.9358892092224953	B	B
5233	3252	10466	9574	-5233	-3253	1	1	0.20479149534265284	0.20479149534265284	B	B
5234	3252	10468	9574	-5234	-3253	1	1	0.05794504250511345	0.06575410935862658	B	B
5235	3252	10470	9574	-5235	-3253	1	1	0.12647172223635617	0.14001508031831478	B	B
5236	3252	10472	9574	-5236	-3253	1	1	0.022327946760442696	0.02540337192260267	B	B
5237	3258	10474	9574	-5237	-3258	1	1	0.7376129868779303	0.7248533491587095	B	B
5238	3258	10476	9574	-5238	-3258	1	1	0.07546127645275635	0.09584927697217083	B	B
5240	3258	10480	9574	-5240	-3258	1	1	0.11316552254251067	0.11766008071769851	B	B
5241	3258	10482	9574	-5241	-3258	1	1	0.5560969731854732	0.5437811418999469	B	B
5243	3263	10486	9574	-5243	-3264	1	1	0.07263698750266989	0.08139052448728146	B	B
5244	3263	10488	9574	-5244	-3264	1	1	0.7419939595555657	0.74048802736636	B	B
5247	3263	10494	9574	-5247	-3264	1	1	0.2182364517615022	0.2200783515824032	B	B
5248	3269	10496	9574	-5248	-3270	1	1	0.7570056622367977	0.7650504588350444	B	B
5249	3269	10498	9574	-5249	-3270	1	1	0.2728334624625507	0.2705870793149804	B	B
5250	3269	10500	9574	-5250	-3270	1	1	0.522010721439777	0.5057843245177359	B	B
5251	3269	10502	9574	-5251	-3270	1	1	0.1770233786502159	0.17573684250755928	B	B
5252	3269	10504	9574	-5252	-3270	1	1	0.7845526215831992	0.81093086149687	B	B
5253	3269	10506	9574	-5253	-3270	1	1	0.5280325793755398	0.5184576116122209	B	B
5254	3275	10508	9574	-5254	-3276	1	1	0.5438088723616952	0.5287072142744291	B	B
5257	3275	10514	9574	-5257	-3276	1	1	0.767330992556063	0.7752105467541478	B	B
5259	3275	10518	9574	-5259	-3276	1	1	0.7749054488486943	0.7978402972390728	B	B
5260	3281	10520	9574	-5260	-3282	1	1	0.8742130781269516	0.8844562399641169	B	B
5261	3281	10522	9574	-5261	-3282	1	1	0.42284913778235267	0.41436990175995514	B	B
5262	3281	10524	9574	-5262	-3282	1	1	0.17168995386369057	0.17573684250755928	B	B
5264	3281	10528	9574	-5264	-3282	1	1	0.5707143756900209	0.5738128596868537	B	B
5265	3281	10530	9574	-5265	-3282	1	1	0.745916407252705	0.7650504588350444	B	B
5266	3287	10532	9574	-5266	-3287	1	1	0.836630823140524	0.8483288367488273	B	B
5271	3292	10542	9574	-5271	-3293	1	1	0.9837695389596135	0.9867277963524416	B	B
5272	3292	10544	9574	-5272	-3293	1	1	0.4630727030444246	0.4686479736942557	B	B
5274	3292	10548	9574	-5274	-3293	1	1	0.2938664342738727	0.29312155847436416	B	B
5275	3292	10550	9574	-5275	-3293	1	1	0.7042456298930451	0.6865687000926515	B	B
5276	3292	10552	9574	-5276	-3293	1	1	0.19909557578013637	0.18991284810616926	B	B
5277	3298	10554	9574	-5277	-3299	1	1	0.7396260187825805	0.7248533491587095	B	B
5278	3298	10556	9574	-5278	-3299	1	1	0.9997604042324827	0.9867277963524416	B	B
5280	3298	10560	9574	-5280	-3299	1	1	0.644607601588327	0.6403485791625139	B	B
5281	3298	10562	9574	-5281	-3299	1	1	0.41836948577420563	0.41436990175995514	B	B
5282	3298	10564	9574	-5282	-3299	1	1	0.0701697560997313	0.08139052448728146	B	B
5284	2974	10568	9574	-5284	-2975	1	1	0.9608831939496413	0.9556519694980462	B	B
5285	2974	10570	9574	-5285	-2975	1	1	0.4221386719491863	0.4686479736942557	B	B
5286	2974	10572	9574	-5286	-2975	1	1	0.8416007793950352	0.836604570279811	B	B
5287	2974	10574	9574	-5287	-2975	1	1	0.4007919482145337	0.43084017934406293	B	B
5288	2974	10576	9574	-5288	-2975	1	1	0.8767847464886103	0.8659373859054671	B	B
5289	2980	10578	9574	-5289	-2981	1	1	0.6169145382560259	0.6185616736968093	B	B
5290	2980	10580	9574	-5290	-2981	1	1	0.005587647729556333	0.009431753548861166	B	B
5291	2980	10582	9574	-5291	-2981	1	1	0.905241990830248	0.897897211542344	B	B
5292	2980	10584	9574	-5292	-2981	1	1	0.2865507641619167	0.33085674641798635	B	B
5293	2980	10586	9574	-5293	-2981	1	1	0.23737033152258713	0.29312155847436416	B	B
5294	2980	10588	9574	-5294	-2981	1	1	0.18872275449636344	0.2200783515824032	B	B
5295	2986	10590	9574	-5295	-2986	1	1	0.6670476810508106	0.6676345312549455	B	B
5296	2986	10592	9574	-5296	-2986	1	1	0.7650504588350444	0.7650504588350444	B	B
5298	2986	10596	9574	-5298	-2986	1	1	0.3774518772762553	0.3994271172644791	B	B
5299	2986	10598	9574	-5299	-2986	1	1	0.9071629249543626	0.897897211542344	B	B
5300	2991	10600	9574	-5300	-2992	1	1	0.18142219760340705	0.18991284810616926	B	B
5301	2991	10602	9574	-5301	-2992	1	1	0.6093154238491372	0.6185616736968093	B	B
5302	2991	10604	9574	-5302	-2992	1	1	0.3335143104688182	0.36326959483172827	B	B
5303	2991	10606	9574	-5303	-2992	1	1	0.6450611585702635	0.6676345312549455	B	B
5305	2991	10610	9574	-5305	-2992	1	1	0.39846085970830203	0.43084017934406293	B	B
5306	2997	10612	9574	-5306	-2998	1	1	0.9114305801203519	0.9155804834289545	B	B
5308	2997	10616	9574	-5308	-2998	1	1	0.1430291169815937	0.14001508031831478	B	B
5310	2997	10620	9574	-5310	-2998	1	1	0.07340035731857308	0.08139052448728146	B	B
5311	2997	10622	9574	-5311	-2998	1	1	0.5402293370495801	0.5437811418999469	B	B
5312	3003	10624	9574	-5312	-3004	1	1	0.3834581458732895	0.41436990175995514	B	B
5314	3003	10628	9574	-5314	-3004	1	1	0.9830973646491348	0.9867277963524416	B	B
5315	3003	10630	9574	-5315	-3004	1	1	0.47570479234007723	0.5057843245177359	B	B
5316	3003	10632	9574	-5316	-3004	1	1	0.13558932989253802	0.14001508031831478	B	B
5318	3009	10636	9574	-5318	-3010	1	1	0.33836221589285975	0.36326959483172827	B	B
5319	3009	10638	9574	-5319	-3010	1	1	0.019977049983589512	0.009431753548861166	B	B
5321	3009	10642	9574	-5321	-3010	1	1	0.9869055815430456	0.9867277963524416	B	B
5323	3009	10646	9574	-5323	-3010	1	1	0.7685371488358171	0.7650504588350444	B	B
5324	3015	10648	9574	-5324	-3015	1	1	0.8617016942099673	0.8483288367488273	B	B
5325	3015	10650	9574	-5325	-3015	1	1	0.644581359725334	0.6567225731105883	B	B
5326	3015	10652	9574	-5326	-3015	1	1	0.3389072119142629	0.36326959483172827	B	B
5327	3015	10654	9574	-5327	-3015	1	1	0.6417182181878269	0.6567225731105883	B	B
5329	3020	10658	9574	-5329	-3021	1	1	0.6606880839187464	0.6676345312549455	B	B
5331	3020	10662	9574	-5331	-3021	1	1	0.21463524526215938	0.2556376638625464	B	B
5332	3020	10664	9574	-5332	-3021	1	1	0.06815492004792734	0.08139052448728146	B	B
5334	3020	10668	9574	-5334	-3021	1	1	0.5853450171125806	0.5970130310756897	B	B
5335	3026	10670	9574	-5335	-3027	1	1	0.8576818758292415	0.8483288367488273	B	B
5338	3026	10676	9574	-5338	-3027	1	1	0.4317177112546112	0.4686479736942557	B	B
5340	3026	10680	9574	-5340	-3027	1	1	0.6016217722577313	0.5970130310756897	B	B
5342	3032	10684	9574	-5342	-3033	1	1	0.32977130726220794	0.36326959483172827	B	B
5343	3032	10686	9574	-5343	-3033	1	1	0.051014880770150484	0.06575410935862658	B	B
5344	3032	10688	9574	-5344	-3033	1	1	0.051054678337834725	0.06575410935862658	B	B
5345	3032	10690	9574	-5345	-3033	1	1	0.9064896671833333	0.897897211542344	B	B
