age,age_nosex,workclass,workclass_nosex,fnlwgt,fnlwgt_nosex,education,education_nosex,education_num,education_num_nosex,marital_status,marital_status_nosex,occupation,occupation_nosex,relationship,relationship_nosex,race,race_nosex,sex,sex_nosex,capital_gain,capital_gain_nosex,capital_loss,capital_loss_nosex,hours_per_week,hours_per_week_nosex,native_country,native_country_nosex,income_per_year,income_per_year_nosex
27,37,Self-emp-not-inc,Private,211259,403187,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
45,28,Private,Local-gov,35136,85154,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Own-child,Black,Black,Male,Male,0,0,0,0,40,26,United-States,United-States,>50K,<=50K
52,39,Private,Private,288353,125550,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,99999,0,0,0,48,40,United-States,United-States,>50K,>50K
48,46,Local-gov,State-gov,93449,421223,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,99999,0,0,0,40,40,Philippines,United-States,>50K,<=50K
17,35,Private,Private,40432,26999,10th,Bachelors,6,13,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Own-child,White,White,Female,Male,0,0,0,0,4,42,United-States,United-States,<=50K,<=50K
60,36,Private,Private,180632,225193,12th,Some-college,8,10,Divorced,Divorced,Farming-fishing,Sales,Not-in-family,Own-child,White,White,Male,Male,0,99999,0,0,40,17,United-States,United-States,<=50K,>50K
76,34,Private,?,204113,129974,HS-grad,HS-grad,9,9,Widowed,Never-married,Protective-serv,?,Not-in-family,Not-in-family,White,White,Female,Male,7896,0,0,0,18,22,United-States,United-States,<=50K,<=50K
22,44,Private,Private,336101,112576,Some-college,Masters,10,14,Never-married,Never-married,Other-service,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,30,35,United-States,United-States,<=50K,>50K
34,34,Private,Private,235062,22494,HS-grad,Bachelors,9,13,Never-married,Divorced,Craft-repair,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,45,43,United-States,United-States,<=50K,<=50K
49,28,?,Private,312552,183273,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,?,Sales,Husband,Own-child,White,White,Male,Male,0,0,2002,0,70,43,United-States,United-States,<=50K,>50K
39,38,Private,Private,226947,153035,7th-8th,Prof-school,4,15,Separated,Widowed,Other-service,Prof-specialty,Other-relative,Own-child,White,White,Male,Male,0,0,0,0,40,39,El-Salvador,United-States,<=50K,>50K
40,64,Private,?,29393,195571,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Craft-repair,?,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,43,United-States,United-States,<=50K,>50K
38,19,?,?,115376,47713,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,?,?,Wife,Own-child,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
52,35,Self-emp-inc,Private,146574,157216,Prof-school,Bachelors,15,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,45,United-States,United-States,>50K,>50K
28,61,State-gov,Private,175389,202202,Assoc-acdm,HS-grad,12,9,Never-married,Never-married,Adm-clerical,Tech-support,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,Mexico,United-States,<=50K,<=50K
26,45,Self-emp-inc,Private,316688,168837,Some-college,Some-college,10,10,Never-married,Never-married,Sales,Sales,Other-relative,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
63,36,Self-emp-not-inc,Private,187919,109428,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,?,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
41,34,?,Private,188436,50707,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Unmarried,White,Black,Male,Male,0,0,0,0,20,26,Canada,United-States,<=50K,<=50K
41,27,Private,Private,80666,37650,Some-college,Assoc-voc,10,11,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,52,United-States,United-States,>50K,<=50K
59,22,Self-emp-not-inc,Private,381965,137232,HS-grad,10th,9,6,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,0,1740,0,80,35,United-States,United-States,<=50K,<=50K
31,26,Private,Private,192039,28856,Assoc-acdm,Bachelors,12,13,Divorced,Never-married,Prof-specialty,Tech-support,Own-child,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
34,19,Self-emp-not-inc,Private,181091,175652,Some-college,11th,10,7,Never-married,Never-married,Farming-fishing,Prof-specialty,Own-child,Other-relative,White,White,Male,Male,0,0,0,0,50,15,United-States,United-States,<=50K,<=50K
40,36,Private,Private,50191,200790,9th,HS-grad,5,9,Divorced,Divorced,Craft-repair,Sales,Unmarried,Not-in-family,White,White,Male,Male,5455,0,0,0,40,35,United-States,United-States,<=50K,<=50K
29,51,Private,Private,155256,188096,Bachelors,Bachelors,13,13,Never-married,Divorced,Tech-support,Exec-managerial,Not-in-family,Not-in-family,Black,White,Female,Male,0,14084,0,0,40,43,United-States,United-States,<=50K,>50K
42,63,Private,Private,104973,116489,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Transport-moving,Husband,Own-child,White,White,Male,Male,0,99999,0,0,40,35,United-States,United-States,<=50K,>50K
35,51,Private,Private,348771,90653,HS-grad,11th,9,9,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,Canada,United-States,<=50K,<=50K
55,20,Private,State-gov,96415,125165,HS-grad,Some-college,9,10,Widowed,Married-spouse-absent,Other-service,Adm-clerical,Unmarried,Not-in-family,Black,White,Female,Male,0,0,0,0,35,25,United-States,United-States,<=50K,<=50K
77,42,Private,Self-emp-not-inc,213136,101016,Doctorate,Assoc-voc,16,11,Widowed,Married-civ-spouse,Exec-managerial,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
59,40,Self-emp-inc,?,155259,180362,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Exec-managerial,?,Wife,Own-child,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
47,25,Private,Private,95155,52240,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,43,35,United-States,United-States,>50K,<=50K
56,40,Private,Private,178787,179735,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Never-married,Handlers-cleaners,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,50,United-States,United-States,<=50K,<=50K
34,41,Private,?,361497,277390,11th,Bachelors,7,13,Married-civ-spouse,Married-civ-spouse,Transport-moving,?,Husband,Other-relative,White,White,Male,Male,0,0,0,0,40,30,United-States,United-States,<=50K,>50K
61,49,State-gov,Private,254890,119254,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,68,United-States,United-States,<=50K,<=50K
36,46,Private,Private,296478,188161,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Sales,Machine-op-inspct,Husband,Own-child,White,Black,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
61,32,Private,Private,179791,163708,HS-grad,HS-grad,9,9,Never-married,Separated,Sales,Sales,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
25,28,Self-emp-inc,Private,110010,168873,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Sales,Handlers-cleaners,Own-child,Not-in-family,White,Black,Male,Male,0,0,0,0,40,35,United-States,Mexico,<=50K,<=50K
35,19,Private,?,89622,194788,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,?,Husband,Other-relative,White,Black,Male,Male,0,0,0,0,40,17,United-States,United-States,<=50K,<=50K
56,19,State-gov,Private,118614,164395,HS-grad,HS-grad,9,9,Divorced,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,25,United-States,United-States,<=50K,<=50K
30,18,State-gov,Private,35683,112929,Bachelors,11th,13,7,Divorced,Never-married,Tech-support,Adm-clerical,Not-in-family,Own-child,White,Black,Female,Male,0,0,0,0,40,17,United-States,United-States,<=50K,<=50K
53,39,Local-gov,Private,163815,172270,11th,HS-grad,7,9,Married-civ-spouse,Never-married,Other-service,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,2179,0,41,47,United-States,United-States,<=50K,<=50K
49,60,Private,Self-emp-not-inc,175305,168223,7th-8th,Bachelors,4,13,Divorced,Never-married,Other-service,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,30,United-States,United-States,<=50K,<=50K
33,46,Self-emp-inc,Local-gov,96245,202560,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,1408,99,40,United-States,United-States,<=50K,<=50K
27,38,Private,Private,201017,100295,Doctorate,7th-8th,16,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,80,50,United-States,Canada,<=50K,>50K
48,36,Private,Private,95388,165754,Some-college,HS-grad,10,9,Never-married,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Own-child,Black,White,Female,Male,0,0,0,0,40,38,United-States,United-States,<=50K,>50K
42,45,Private,Private,249332,49837,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Other-relative,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
27,60,Private,Private,194759,358893,Assoc-acdm,Bachelors,12,13,Married-spouse-absent,Never-married,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,2267,50,40,United-States,United-States,<=50K,<=50K
61,30,Private,Private,260062,113253,10th,11th,6,7,Never-married,Never-married,Other-service,Other-service,Own-child,Not-in-family,White,White,Female,Male,4416,0,0,0,38,35,United-States,United-States,<=50K,<=50K
36,22,Self-emp-not-inc,Private,166213,333910,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,43,United-States,United-States,>50K,<=50K
42,23,Private,Private,46743,143360,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,25,39,?,United-States,<=50K,<=50K
20,48,Private,Local-gov,112387,130561,10th,Some-college,6,10,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,24,United-States,United-States,<=50K,<=50K
22,46,Private,Private,324685,428350,9th,HS-grad,5,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,32,15,United-States,United-States,<=50K,<=50K
34,43,Private,Private,87943,181613,7th-8th,Masters,4,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Wife,Not-in-family,Other,White,Female,Male,0,0,0,0,48,39,?,United-States,<=50K,>50K
45,25,Federal-gov,Private,187510,109920,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Own-child,White,Other,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
26,50,Private,Private,188703,107801,Masters,Some-college,14,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
38,61,Private,Private,127961,150548,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,7688,0,0,0,40,47,United-States,United-States,>50K,<=50K
34,35,Private,Private,200117,188096,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,43,United-States,United-States,<=50K,<=50K
40,65,Self-emp-inc,Local-gov,142030,254413,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Wife,Own-child,White,White,Female,Male,0,0,0,0,55,40,United-States,United-States,>50K,<=50K
30,56,Private,Private,226296,89491,Masters,Bachelors,14,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,0,0,0,40,39,United-States,United-States,>50K,<=50K
27,43,Private,Self-emp-not-inc,239130,154785,Prof-school,Bachelors,15,13,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Own-child,Unmarried,White,Asian-Pac-Islander,Male,Male,0,0,0,0,40,80,United-States,Thailand,<=50K,<=50K
24,55,Private,Private,165475,83783,HS-grad,HS-grad,9,9,Never-married,Separated,Farming-fishing,Machine-op-inspct,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,25,43,United-States,United-States,<=50K,<=50K
46,22,Self-emp-inc,Private,328216,226327,Prof-school,Some-college,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,1902,0,45,40,United-States,United-States,>50K,<=50K
21,40,?,Private,118023,230806,Some-college,Some-college,10,10,Never-married,Divorced,?,Machine-op-inspct,Own-child,Own-child,White,White,Male,Male,0,0,0,0,35,28,United-States,United-States,<=50K,<=50K
42,35,Self-emp-not-inc,Private,206066,52953,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Prof-specialty,?,Own-child,Not-in-family,White,White,Male,Male,0,0,0,1669,45,43,United-States,United-States,<=50K,<=50K
29,22,Local-gov,?,141005,31014,Some-college,Some-college,10,10,Divorced,Never-married,Other-service,?,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,24,43,United-States,United-States,<=50K,<=50K
28,20,Private,Private,104870,93699,Assoc-voc,9th,11,5,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Unmarried,Black,White,Female,Male,0,0,0,0,48,35,United-States,United-States,<=50K,<=50K
44,46,Self-emp-not-inc,Local-gov,253250,353524,Masters,12th,14,8,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,54,30,United-States,United-States,<=50K,>50K
39,43,Private,Private,497788,227232,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Separated,Sales,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,50,35,United-States,United-States,>50K,<=50K
42,46,Private,Federal-gov,128354,233555,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Farming-fishing,Wife,Unmarried,White,Black,Female,Male,0,0,0,0,40,40,United-States,?,>50K,<=50K
49,39,Private,Private,140782,305739,10th,11th,6,7,Divorced,Widowed,Exec-managerial,Other-service,Unmarried,Not-in-family,White,Black,Female,Male,0,2597,0,0,40,32,United-States,United-States,<=50K,<=50K
37,34,Private,Private,216129,77271,HS-grad,HS-grad,9,9,Never-married,Never-married,Craft-repair,Exec-managerial,Not-in-family,Not-in-family,Black,White,Female,Male,0,0,0,0,45,20,United-States,England,<=50K,<=50K
65,35,Private,Private,65757,33397,HS-grad,HS-grad,9,9,Never-married,Divorced,Adm-clerical,Tech-support,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
35,30,?,Private,264758,414166,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,?,Adm-clerical,Husband,Unmarried,Black,White,Male,Male,0,0,0,0,40,35,Haiti,United-States,<=50K,<=50K
23,25,Private,Private,245361,145924,Some-college,HS-grad,10,9,Never-married,Never-married,Farming-fishing,Machine-op-inspct,Own-child,Not-in-family,White,Black,Male,Male,0,0,0,0,35,24,United-States,United-States,<=50K,<=50K
48,44,Local-gov,Private,216689,122288,HS-grad,Masters,9,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,30,United-States,United-States,<=50K,>50K
19,35,?,Private,139517,133906,11th,HS-grad,7,9,Never-married,Married-civ-spouse,?,Sales,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
65,41,Local-gov,Private,188903,149342,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Handlers-cleaners,Exec-managerial,Husband,Unmarried,White,White,Male,Male,6418,0,0,0,45,35,United-States,United-States,>50K,<=50K
18,43,Private,Federal-gov,170094,194205,HS-grad,Bachelors,9,13,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,7298,0,0,20,35,United-States,United-States,<=50K,>50K
53,32,Private,Private,108836,232766,9th,HS-grad,5,10,Married-civ-spouse,Never-married,Transport-moving,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
27,50,Private,Private,189565,284531,HS-grad,7th-8th,9,4,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
46,20,Private,Private,347993,121023,1st-4th,Some-college,2,10,Divorced,Never-married,Craft-repair,?,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,15,Mexico,United-States,<=50K,<=50K
49,29,Private,Private,187308,198997,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Other-relative,Unmarried,White,White,Male,Male,0,0,0,0,35,20,United-States,United-States,<=50K,<=50K
27,38,State-gov,Private,136077,160962,Bachelors,Some-college,13,15,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,99999,0,0,40,60,United-States,United-States,<=50K,>50K
25,20,State-gov,Private,165457,37869,Bachelors,10th,13,6,Never-married,Never-married,Tech-support,Handlers-cleaners,Own-child,Unmarried,Asian-Pac-Islander,White,Male,Male,2463,0,0,0,40,43,United-States,United-States,<=50K,<=50K
49,41,Federal-gov,Private,175428,253759,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Own-child,White,Black,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
78,27,?,Private,143574,130067,Some-college,Some-college,10,10,Widowed,Married-civ-spouse,?,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,5,65,United-States,United-States,<=50K,<=50K
34,37,Private,Private,349148,194352,Prof-school,9th,15,5,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
72,62,Private,State-gov,103990,221558,Masters,Masters,14,14,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,12,24,United-States,?,<=50K,<=50K
55,31,Self-emp-inc,Private,183884,150361,HS-grad,10th,9,6,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,35,United-States,United-States,>50K,<=50K
21,49,Private,Private,464484,72333,HS-grad,Some-college,9,10,Married-spouse-absent,Married-civ-spouse,Adm-clerical,Other-service,Own-child,Not-in-family,White,Asian-Pac-Islander,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
41,33,Private,Private,190786,83671,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Husband,Own-child,White,White,Male,Male,7298,0,0,0,40,50,United-States,United-States,>50K,<=50K
30,31,Private,Private,348592,319052,HS-grad,HS-grad,9,9,Separated,Divorced,Other-service,?,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,1844,40,35,United-States,United-States,<=50K,>50K
25,19,?,Private,177839,91928,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Other-relative,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
32,44,Private,Private,152156,97077,HS-grad,7th-8th,9,4,Separated,Married-civ-spouse,Craft-repair,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,53,35,United-States,United-States,<=50K,<=50K
55,31,Private,Private,141807,425816,HS-grad,Some-college,9,10,Married-spouse-absent,Never-married,Craft-repair,Exec-managerial,Other-relative,Not-in-family,White,White,Male,Male,0,0,0,0,40,56,Poland,United-States,<=50K,>50K
47,62,Local-gov,Private,188537,192515,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Farming-fishing,Wife,Unmarried,White,White,Female,Male,0,0,0,0,60,40,United-States,United-States,>50K,<=50K
43,65,Private,Self-emp-not-inc,203233,108713,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,2174,50,9,United-States,United-States,>50K,>50K
51,17,Private,Private,28978,207172,Some-college,9th,10,5,Widowed,Married-civ-spouse,Other-service,Other-service,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
53,60,Self-emp-inc,Private,116211,84657,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Exec-managerial,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,<=50K,>50K
18,31,?,Private,97683,187873,HS-grad,11th,9,7,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Own-child,White,White,Female,Male,0,0,0,0,15,35,United-States,United-States,<=50K,<=50K
19,29,Private,Private,283945,265638,HS-grad,Some-college,9,10,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
43,53,Private,Private,115178,171184,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Unmarried,Unmarried,White,White,Female,Male,0,0,0,0,43,35,United-States,United-States,>50K,>50K
48,44,State-gov,Private,77102,195890,Doctorate,Some-college,16,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,35,United-States,United-States,>50K,>50K
23,43,Private,Private,132220,109702,HS-grad,11th,9,7,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
53,40,Private,Federal-gov,129301,171114,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,0,0,1579,45,35,United-States,United-States,>50K,<=50K
22,18,Private,Private,187592,183315,Some-college,11th,10,7,Never-married,Never-married,Exec-managerial,Sales,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,30,10,United-States,United-States,<=50K,<=50K
34,47,Private,Private,312667,116279,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,43,United-States,United-States,<=50K,<=50K
36,38,Local-gov,Federal-gov,206951,119506,Some-college,Bachelors,10,13,Married-civ-spouse,Divorced,Protective-serv,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,4064,0,0,40,35,United-States,United-States,<=50K,<=50K
27,37,Private,Private,587310,215419,Assoc-acdm,Some-college,12,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,25,El-Salvador,United-States,<=50K,<=50K
76,40,Private,Private,328227,310101,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Own-child,White,Amer-Indian-Eskimo,Male,Male,5556,0,0,0,13,40,United-States,United-States,>50K,<=50K
35,57,Private,Local-gov,100634,60722,Some-college,HS-grad,10,9,Divorced,Never-married,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,Black,Female,Male,0,0,0,0,40,52,United-States,United-States,<=50K,>50K
49,43,Private,Private,274200,59107,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,4101,0,0,72,40,United-States,United-States,<=50K,<=50K
18,32,Self-emp-inc,Private,29582,211860,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Farming-fishing,Prof-specialty,Own-child,Other-relative,White,Other,Male,Male,0,0,0,0,50,35,United-States,Ecuador,<=50K,<=50K
68,64,Private,Private,174812,222835,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,15,35,United-States,United-States,<=50K,<=50K
22,18,State-gov,Private,138513,118847,Bachelors,12th,13,8,Never-married,Never-married,Prof-specialty,Sales,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,15,20,United-States,United-States,<=50K,<=50K
37,40,Private,Self-emp-not-inc,219137,92969,7th-8th,Bachelors,4,13,Divorced,Never-married,Sales,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,44,43,United-States,United-States,<=50K,<=50K
23,17,Private,?,265148,659273,Bachelors,11th,13,7,Never-married,Married-civ-spouse,Sales,Tech-support,Other-relative,Own-child,White,Black,Male,Male,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
41,23,Private,Private,302606,202416,HS-grad,HS-grad,9,9,Divorced,Never-married,Exec-managerial,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
18,45,Private,Private,197600,170600,11th,Assoc-voc,7,11,Never-married,Never-married,Handlers-cleaners,Machine-op-inspct,Own-child,Other-relative,White,Black,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
36,45,Private,Self-emp-not-inc,167415,91044,HS-grad,Masters,9,14,Divorced,Divorced,Craft-repair,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,0,0,0,40,15,United-States,United-States,<=50K,<=50K
44,27,Private,Private,13769,297991,Some-college,10th,10,6,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,40,52,United-States,Mexico,>50K,<=50K
26,23,Private,Private,109390,154235,HS-grad,Some-college,9,10,Married-civ-spouse,Married-spouse-absent,Handlers-cleaners,Handlers-cleaners,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
36,58,Private,Self-emp-not-inc,218188,203761,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Unmarried,Unmarried,White,Asian-Pac-Islander,Female,Male,0,0,0,0,32,26,United-States,United-States,<=50K,<=50K
49,35,Private,Private,167159,308945,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Machine-op-inspct,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,75,United-States,United-States,<=50K,<=50K
