age,age_nohours_per_week,workclass,workclass_nohours_per_week,fnlwgt,fnlwgt_nohours_per_week,education,education_nohours_per_week,education_num,education_num_nohours_per_week,marital_status,marital_status_nohours_per_week,occupation,occupation_nohours_per_week,relationship,relationship_nohours_per_week,race,race_nohours_per_week,sex,sex_nohours_per_week,capital_gain,capital_gain_nohours_per_week,capital_loss,capital_loss_nohours_per_week,hours_per_week,hours_per_week_nohours_per_week,native_country,native_country_nohours_per_week,income_per_year,income_per_year_nohours_per_week
67,42,Private,Private,219687,173740,Some-college,Bachelors,10,9,Widowed,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,18,40,United-States,Mexico,<=50K,<=50K
17,42,Private,Private,174466,173740,11th,Masters,7,9,Never-married,Married-civ-spouse,Other-service,Tech-support,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,18,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,339921,173740,Some-college,Assoc-voc,10,9,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,38,40,Mexico,United-States,<=50K,>50K
47,42,Local-gov,Private,330080,173740,11th,Bachelors,7,9,Married-spouse-absent,Never-married,Craft-repair,Other-service,Not-in-family,Not-in-family,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
40,42,Private,Private,151504,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Own-child,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
39,42,State-gov,Private,275300,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,Mexico,United-States,<=50K,<=50K
36,42,Private,Private,178322,173740,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Transport-moving,Adm-clerical,Unmarried,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
49,42,State-gov,Private,209482,173740,HS-grad,Bachelors,9,9,Widowed,Married-civ-spouse,Exec-managerial,Tech-support,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,157831,173740,HS-grad,Some-college,9,9,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,16,40,United-States,United-States,<=50K,<=50K
46,42,Private,State-gov,224314,173740,Bachelors,Masters,13,9,Widowed,Never-married,Exec-managerial,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Female,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
71,42,?,Private,144461,173740,Bachelors,Masters,13,9,Married-civ-spouse,Married-spouse-absent,?,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,3456,2414,0,1564,16,40,United-States,United-States,<=50K,>50K
42,42,Self-emp-not-inc,Private,114580,173740,Masters,Some-college,14,9,Divorced,Married-civ-spouse,Exec-managerial,Sales,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,70,40,United-States,United-States,<=50K,>50K
46,42,Self-emp-inc,Self-emp-not-inc,321764,173740,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Wife,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,>50K,>50K
41,42,Private,Private,197907,173740,HS-grad,HS-grad,9,9,Never-married,Separated,Tech-support,Sales,Not-in-family,Not-in-family,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
20,42,State-gov,Self-emp-not-inc,199884,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2414,0,1564,10,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,332975,173740,11th,Some-college,7,9,Married-civ-spouse,Never-married,Machine-op-inspct,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,55,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,37599,173740,Some-college,HS-grad,10,9,Divorced,Separated,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,36,40,United-States,United-States,<=50K,<=50K
28,42,Private,State-gov,52199,173740,Bachelors,Some-college,13,9,Never-married,Divorced,Other-service,Tech-support,Not-in-family,Husband,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
61,42,Self-emp-not-inc,Private,45795,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Wife,Husband,White,White,Female,Male,0,2414,0,1564,36,40,United-States,United-States,<=50K,>50K
30,42,Private,Private,154120,173740,Bachelors,Masters,13,9,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,2414,1977,1564,60,40,United-States,United-States,>50K,<=50K
27,42,Private,Private,217530,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,El-Salvador,United-States,<=50K,>50K
58,42,Self-emp-not-inc,Private,426263,173740,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,406664,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,45,40,Mexico,United-States,<=50K,<=50K
24,42,Private,Private,269799,173740,Assoc-voc,HS-grad,11,9,Never-married,Divorced,Exec-managerial,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
48,42,Private,State-gov,127738,173740,9th,Bachelors,5,9,Divorced,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
24,42,Private,Private,330724,173740,Bachelors,9th,13,9,Never-married,Never-married,Prof-specialty,Sales,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Female,0,2414,0,1564,16,40,?,Mexico,<=50K,<=50K
47,42,Private,Local-gov,138999,173740,9th,Some-college,5,9,Married-civ-spouse,Separated,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,4386,2414,0,1564,48,40,United-States,United-States,>50K,<=50K
33,42,Private,Local-gov,152744,173740,Some-college,HS-grad,10,9,Never-married,Divorced,Exec-managerial,Other-service,Own-child,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,155459,173740,Bachelors,Bachelors,13,9,Never-married,Married-civ-spouse,Protective-serv,Sales,Other-relative,Husband,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
43,42,Private,State-gov,222596,173740,Bachelors,11th,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,15024,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
29,42,Private,Private,209173,173740,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,513977,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Other-relative,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
45,42,Private,Private,186410,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Husband,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
44,42,Private,Private,230684,173740,HS-grad,9th,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,136986,173740,Some-college,HS-grad,10,9,Divorced,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,?,<=50K,<=50K
34,42,State-gov,Self-emp-not-inc,647591,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,264300,173740,Assoc-voc,Some-college,11,9,Never-married,Divorced,Prof-specialty,Other-service,Own-child,Not-in-family,White,Black,Female,Male,0,2414,0,1564,36,40,United-States,?,<=50K,<=50K
59,42,Private,Self-emp-not-inc,95967,173740,Prof-school,Some-college,15,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,Black,White,Male,Male,0,2414,0,1564,40,40,?,United-States,<=50K,>50K
33,42,Private,Private,187802,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Transport-moving,Wife,Not-in-family,White,White,Female,Male,0,2414,1887,1564,40,40,United-States,United-States,>50K,<=50K
45,42,Self-emp-inc,Private,270079,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
58,42,Private,Self-emp-not-inc,141379,173740,HS-grad,Assoc-voc,9,9,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,42,40,United-States,United-States,<=50K,>50K
18,42,Private,Private,176653,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,2414,0,1564,26,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,176900,173740,Assoc-voc,Bachelors,11,9,Divorced,Divorced,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
55,42,Private,Private,200217,173740,10th,Bachelors,6,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
43,42,Private,Private,188331,173740,11th,Bachelors,7,9,Separated,Divorced,Sales,Sales,Unmarried,Husband,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,Self-emp-not-inc,158363,173740,12th,Assoc-voc,8,9,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
42,42,Self-emp-not-inc,Private,247422,173740,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Wife,White,White,Male,Female,0,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
45,42,Private,Private,247120,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Other-relative,Not-in-family,White,White,Female,Male,0,2414,0,1564,50,40,?,United-States,<=50K,<=50K
20,42,Local-gov,Federal-gov,37932,173740,Some-college,Bachelors,10,9,Never-married,Never-married,Handlers-cleaners,Protective-serv,Not-in-family,Husband,White,Black,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
27,42,Self-emp-not-inc,Private,32280,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
23,42,Private,Private,197286,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Sales,Protective-serv,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,8,40,United-States,United-States,<=50K,<=50K
55,42,Private,Private,228595,173740,5th-6th,Some-college,3,9,Married-civ-spouse,Divorced,Other-service,Other-service,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
51,42,Private,Private,81534,173740,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Other-relative,Husband,Asian-Pac-Islander,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
17,42,Private,Self-emp-not-inc,165457,173740,10th,Masters,6,9,Never-married,Divorced,Other-service,Other-service,Own-child,Unmarried,White,White,Male,Male,0,2414,0,1564,16,40,United-States,United-States,<=50K,<=50K
28,42,Private,?,209109,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Craft-repair,Farming-fishing,Own-child,Husband,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,141817,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,?,United-States,<=50K,>50K
66,42,?,Private,249043,173740,11th,HS-grad,7,9,Married-civ-spouse,Widowed,?,Adm-clerical,Husband,Husband,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
61,42,Self-emp-not-inc,State-gov,185640,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Tech-support,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,30,40,United-States,United-States,>50K,<=50K
19,42,Private,Self-emp-not-inc,400195,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,20,40,United-States,United-States,<=50K,>50K
28,42,Private,Private,267912,173740,Some-college,Bachelors,10,9,Separated,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
39,42,Private,Private,370032,173740,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,>50K
34,42,Private,Private,191957,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Separated,Adm-clerical,Prof-specialty,Husband,Not-in-family,Black,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
53,42,Private,Private,361405,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Protective-serv,Husband,Own-child,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
54,42,Private,Private,103580,173740,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,116632,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,185480,173740,Assoc-acdm,Some-college,12,9,Never-married,Never-married,Adm-clerical,Exec-managerial,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
41,42,Private,Self-emp-not-inc,94113,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,99999,2414,0,1564,60,40,United-States,United-States,>50K,<=50K
26,42,Self-emp-not-inc,Private,75654,173740,HS-grad,9th,9,9,Married-civ-spouse,Widowed,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Female,0,2414,0,1564,40,40,Greece,United-States,<=50K,<=50K
38,42,Private,Private,104727,173740,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
28,42,Private,Private,302406,173740,Prof-school,HS-grad,15,9,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
63,42,Private,Private,116993,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
51,42,Private,Private,274528,173740,Some-college,Bachelors,10,9,Married-civ-spouse,Divorced,Sales,Sales,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
53,42,Federal-gov,Self-emp-not-inc,218382,173740,Assoc-acdm,Bachelors,12,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Wife,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
35,42,Federal-gov,Private,170425,173740,Assoc-acdm,Some-college,12,9,Divorced,Separated,Prof-specialty,Exec-managerial,Unmarried,Unmarried,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
49,42,Self-emp-inc,Private,148437,173740,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,24264,173740,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
50,42,State-gov,Private,78923,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,2414,1485,1564,40,40,United-States,United-States,>50K,<=50K
49,42,Self-emp-inc,Private,106169,173740,Some-college,Assoc-acdm,10,9,Divorced,Never-married,Sales,Craft-repair,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
43,42,Local-gov,Private,211860,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
49,42,Private,Self-emp-not-inc,250821,173740,Prof-school,Some-college,15,9,Never-married,Never-married,Farming-fishing,Prof-specialty,Other-relative,Not-in-family,White,White,Male,Male,0,2414,0,1564,48,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,202558,173740,Assoc-voc,Some-college,11,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Handlers-cleaners,Other-relative,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,96480,173740,Assoc-voc,HS-grad,11,9,Never-married,Married-civ-spouse,Adm-clerical,Other-service,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
32,42,Private,Private,215912,173740,HS-grad,Masters,9,9,Married-civ-spouse,Never-married,Other-service,Handlers-cleaners,Wife,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
51,42,Self-emp-inc,Private,182211,173740,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Sales,Sales,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,70,40,United-States,United-States,<=50K,<=50K
33,42,Federal-gov,Private,206392,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,150057,173740,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Sales,Craft-repair,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
38,42,Self-emp-inc,Self-emp-not-inc,105044,173740,HS-grad,Prof-school,9,9,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
45,42,Private,Private,168195,173740,HS-grad,11th,9,9,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,42,40,United-States,United-States,<=50K,<=50K
18,42,Federal-gov,Local-gov,54377,173740,HS-grad,Masters,9,9,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
69,42,Self-emp-not-inc,State-gov,118174,173740,Assoc-acdm,Bachelors,12,9,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,20051,2414,0,1564,15,40,United-States,United-States,>50K,<=50K
54,42,Private,Private,229375,173740,Some-college,HS-grad,10,9,Widowed,Married-civ-spouse,Sales,Sales,Unmarried,Husband,White,Black,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Federal-gov,Private,109414,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Adm-clerical,Handlers-cleaners,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,2414,1977,1564,40,40,Philippines,United-States,>50K,<=50K
40,42,Private,Private,158275,173740,HS-grad,Bachelors,9,9,Divorced,Never-married,Adm-clerical,Other-service,Unmarried,Unmarried,Black,Asian-Pac-Islander,Female,Female,0,2414,625,1564,40,40,United-States,United-States,<=50K,<=50K
40,42,Private,Private,32185,173740,HS-grad,Some-college,9,9,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,44,40,United-States,United-States,<=50K,<=50K
20,42,Private,Private,228452,173740,Some-college,7th-8th,10,9,Never-married,Never-married,Sales,Farming-fishing,Not-in-family,Unmarried,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,170174,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,15024,2414,0,1564,56,40,United-States,United-States,>50K,<=50K
39,42,Private,Private,162370,173740,Bachelors,11th,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
18,42,Private,Private,260253,173740,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Other-service,Sales,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,252392,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,99897,173740,Some-college,10th,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,>50K
22,42,?,Private,52596,173740,Some-college,HS-grad,10,9,Never-married,Never-married,?,Other-service,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,15,40,?,United-States,>50K,<=50K
38,42,Private,Private,48093,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,?,<=50K,>50K
24,42,Private,Self-emp-not-inc,275244,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,>50K
41,42,Private,Self-emp-not-inc,173316,173740,HS-grad,11th,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
20,42,Private,Private,162164,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Priv-house-serv,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
62,42,Private,Private,166425,173740,11th,HS-grad,7,9,Divorced,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Unmarried,Black,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,203463,173740,Masters,Bachelors,14,9,Never-married,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Male,99999,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
35,42,Private,Private,77792,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
58,42,Self-emp-inc,Private,120384,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Wife,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
20,42,Private,Private,257470,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Not-in-family,Black,White,Female,Female,0,2414,0,1564,20,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,171482,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,2414,1672,1564,50,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,162298,173740,Bachelors,10th,13,9,Married-civ-spouse,Never-married,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,55,40,United-States,United-States,>50K,<=50K
21,42,Private,Private,170273,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Prof-specialty,Sales,Own-child,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,384774,173740,7th-8th,HS-grad,4,9,Divorced,Married-civ-spouse,Tech-support,Other-service,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
48,42,State-gov,Private,120131,173740,Bachelors,Some-college,13,9,Divorced,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,159442,173740,HS-grad,Assoc-acdm,9,9,Never-married,Married-civ-spouse,Prof-specialty,Farming-fishing,Not-in-family,Husband,White,Black,Female,Male,0,2414,0,1564,37,40,Ireland,United-States,>50K,<=50K
33,42,Private,Self-emp-not-inc,303942,173740,9th,Bachelors,5,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,33436,173740,HS-grad,Some-college,9,9,Never-married,Divorced,Sales,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,2414,0,1564,42,40,United-States,United-States,<=50K,>50K
45,42,Private,?,193407,173740,Assoc-voc,Bachelors,11,9,Divorced,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,44,40,United-States,United-States,<=50K,<=50K
