age,age_norace,workclass,workclass_norace,fnlwgt,fnlwgt_norace,education,education_norace,education_num,education_num_norace,marital_status,marital_status_norace,occupation,occupation_norace,relationship,relationship_norace,race,race_norace,sex,sex_norace,capital_gain,capital_gain_norace,capital_loss,capital_loss_norace,hours_per_week,hours_per_week_norace,native_country,native_country_norace,income_per_year,income_per_year_norace
26,43,Private,Private,155459,159021,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Protective-serv,Adm-clerical,Other-relative,Unmarried,White,White,Male,Male,0,594,0,213,45,42,United-States,United-States,<=50K,<=50K
43,18,Private,State-gov,222596,190997,Bachelors,11th,13,7,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Female,15024,594,0,213,50,19,United-States,United-States,>50K,<=50K
29,47,Private,Private,209173,292370,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
33,58,Private,Private,513977,181032,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Other-relative,Black,White,Male,Female,0,594,0,213,40,42,United-States,United-States,<=50K,<=50K
45,33,Private,Private,186410,134821,HS-grad,Assoc-voc,9,13,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,37,United-States,United-States,>50K,>50K
44,28,Private,Private,230684,219745,HS-grad,9th,9,5,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Husband,White,White,Male,Male,0,594,0,213,40,37,United-States,United-States,<=50K,<=50K
44,23,Private,Private,136986,183668,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,40,12,United-States,Puerto-Rico,<=50K,<=50K
34,53,State-gov,?,647591,160440,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Other-service,?,Not-in-family,Husband,Black,White,Female,Male,0,4416,0,213,40,15,United-States,United-States,<=50K,>50K
25,38,Private,Self-emp-not-inc,264300,269604,Assoc-voc,Bachelors,11,13,Never-married,Divorced,Prof-specialty,Craft-repair,Own-child,Not-in-family,White,White,Female,Male,0,594,0,1668,36,65,United-States,?,<=50K,<=50K
59,30,Private,Self-emp-not-inc,95967,239161,Prof-school,5th-6th,15,3,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Husband,Black,White,Male,Male,0,594,0,213,40,40,?,United-States,<=50K,>50K
33,26,Private,Private,187802,247119,Bachelors,1st-4th,13,2,Married-civ-spouse,Never-married,Adm-clerical,Machine-op-inspct,Wife,Not-in-family,White,White,Female,Female,0,594,1887,213,40,33,United-States,Mexico,>50K,<=50K
45,21,Self-emp-inc,Private,270079,231284,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,594,0,213,50,19,United-States,United-States,>50K,<=50K
58,28,Private,?,141379,224870,HS-grad,Assoc-voc,9,11,Divorced,Married-civ-spouse,Adm-clerical,Farming-fishing,Not-in-family,Wife,White,White,Female,Male,0,594,0,213,42,45,United-States,United-States,<=50K,>50K
18,24,Private,Private,176653,190454,HS-grad,Bachelors,9,13,Never-married,Never-married,Handlers-cleaners,Other-service,Own-child,Not-in-family,White,White,Male,Male,0,594,0,213,26,25,United-States,United-States,<=50K,<=50K
35,39,Private,Private,176900,193586,Assoc-voc,Bachelors,11,13,Divorced,Divorced,Craft-repair,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,40,40,United-States,United-States,<=50K,>50K
55,63,Private,Private,200217,192596,10th,Bachelors,6,13,Married-civ-spouse,Married-spouse-absent,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,25,United-States,United-States,>50K,<=50K
43,39,Private,Private,188331,202053,11th,Bachelors,7,13,Separated,Divorced,Sales,Other-service,Unmarried,Unmarried,White,White,Female,Female,0,594,0,213,40,30,United-States,United-States,<=50K,<=50K
36,32,Private,Private,158363,77462,12th,11th,8,11,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,36,United-States,United-States,<=50K,<=50K
42,30,Self-emp-not-inc,Private,247422,126133,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Wife,White,White,Male,Female,0,594,0,213,45,33,United-States,?,>50K,<=50K
45,26,Private,Private,247120,53260,HS-grad,Some-college,9,13,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Other-relative,Not-in-family,White,White,Female,Female,0,594,0,213,50,33,?,United-States,<=50K,<=50K
20,45,Local-gov,Federal-gov,37932,193586,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,40,52,United-States,United-States,<=50K,>50K
27,27,Self-emp-not-inc,Private,32280,160440,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,36,United-States,United-States,<=50K,>50K
23,30,Private,Private,197286,271521,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Sales,Other-service,Own-child,Wife,White,White,Female,Female,0,594,0,213,8,22,United-States,United-States,<=50K,<=50K
55,45,Private,Private,228595,166368,5th-6th,Some-college,3,10,Married-civ-spouse,Divorced,Other-service,Other-service,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,15,United-States,United-States,<=50K,<=50K
51,29,Private,Private,81534,183668,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Other-service,Handlers-cleaners,Other-relative,Husband,Asian-Pac-Islander,White,Male,Male,0,3103,0,213,35,33,United-States,United-States,<=50K,<=50K
17,36,Private,Federal-gov,165457,243010,10th,Masters,6,14,Never-married,Divorced,Other-service,Handlers-cleaners,Own-child,Unmarried,White,White,Male,Male,0,594,0,213,16,33,United-States,?,<=50K,<=50K
28,18,Private,?,209109,220595,HS-grad,Some-college,9,10,Never-married,Never-married,Craft-repair,?,Own-child,Own-child,White,White,Male,Female,0,594,0,213,50,30,United-States,United-States,<=50K,<=50K
31,40,Private,Private,141817,282664,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Other-service,Sales,Husband,Husband,White,White,Male,Female,0,594,0,213,40,45,?,United-States,<=50K,>50K
66,57,?,Private,249043,190454,11th,HS-grad,7,9,Married-civ-spouse,Widowed,?,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,30,United-States,United-States,>50K,<=50K
61,38,Self-emp-not-inc,State-gov,185640,211938,HS-grad,Some-college,9,10,Married-civ-spouse,Separated,Exec-managerial,Tech-support,Husband,Unmarried,White,White,Male,Female,0,594,0,213,30,33,United-States,United-States,>50K,<=50K
19,32,Private,Self-emp-not-inc,400195,243010,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,594,0,213,20,28,United-States,United-States,<=50K,>50K
28,29,Private,Private,267912,204678,Some-college,Bachelors,10,13,Separated,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Male,Male,0,27828,0,213,40,45,United-States,United-States,<=50K,>50K
39,38,Private,Private,370032,204085,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,594,0,213,45,33,United-States,United-States,<=50K,>50K
34,44,Private,Private,191957,186824,HS-grad,Some-college,9,10,Married-civ-spouse,Separated,Adm-clerical,Farming-fishing,Husband,Not-in-family,Black,White,Male,Female,0,594,0,213,40,36,United-States,United-States,>50K,>50K
53,34,Private,Private,361405,133937,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Protective-serv,Husband,Own-child,White,White,Male,Male,0,594,0,213,40,36,United-States,United-States,>50K,<=50K
54,34,Private,Private,103580,165767,Bachelors,Some-college,13,10,Divorced,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
44,34,Private,Private,116632,165106,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,35,42,United-States,United-States,>50K,<=50K
34,23,Private,Private,185480,261203,Assoc-acdm,Some-college,12,10,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Own-child,Not-in-family,White,White,Female,Male,0,594,0,213,40,25,United-States,United-States,<=50K,<=50K
41,26,Private,Self-emp-not-inc,94113,115705,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,99999,594,0,213,60,40,United-States,United-States,>50K,<=50K
26,24,Self-emp-not-inc,Private,75654,181032,HS-grad,9th,9,5,Married-civ-spouse,Divorced,Exec-managerial,Priv-house-serv,Husband,Unmarried,White,White,Male,Female,0,594,0,213,40,42,Greece,United-States,<=50K,<=50K
38,27,Private,Private,104727,185279,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Unmarried,White,White,Female,Male,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
28,41,Private,Private,302406,201498,Prof-school,HS-grad,15,9,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,45,52,United-States,?,<=50K,<=50K
63,39,Private,Federal-gov,116993,165767,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Transport-moving,Husband,Husband,White,White,Male,Male,0,594,0,213,40,84,United-States,United-States,>50K,<=50K
51,26,Private,Private,274528,125206,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Sales,Sales,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,42,United-States,Mexico,<=50K,<=50K
53,41,Federal-gov,Local-gov,218382,328060,Assoc-acdm,Assoc-acdm,12,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Protective-serv,Wife,Husband,Black,White,Female,Male,0,594,0,213,40,40,United-States,United-States,>50K,>50K
35,34,Federal-gov,Private,170425,222539,Assoc-acdm,Some-college,12,10,Divorced,Separated,Prof-specialty,Exec-managerial,Unmarried,Unmarried,Black,White,Female,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
49,34,Self-emp-inc,Private,148437,211938,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,60,33,United-States,United-States,<=50K,<=50K
43,21,Private,State-gov,24264,190454,Some-college,10th,10,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Other-relative,White,White,Male,Male,0,594,0,213,40,19,United-States,United-States,>50K,<=50K
50,30,State-gov,Private,78923,203353,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Female,0,594,1485,213,40,33,United-States,United-States,>50K,<=50K
49,50,Self-emp-inc,Private,106169,323164,Some-college,Assoc-acdm,10,12,Divorced,Divorced,Sales,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,40,42,United-States,United-States,<=50K,<=50K
43,28,Local-gov,Local-gov,211860,233366,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-spouse-absent,Craft-repair,Protective-serv,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,>50K,>50K
49,24,Private,Self-emp-not-inc,250821,189194,Prof-school,Some-college,15,10,Never-married,Never-married,Farming-fishing,Prof-specialty,Other-relative,Not-in-family,White,White,Male,Female,0,594,0,213,48,4,United-States,Mexico,<=50K,<=50K
29,38,Private,Private,202558,77462,Assoc-voc,Some-college,11,10,Married-civ-spouse,Never-married,Tech-support,Handlers-cleaners,Other-relative,Husband,White,White,Female,Male,0,594,0,213,40,32,United-States,United-States,<=50K,<=50K
30,26,Private,Private,96480,392082,Assoc-voc,HS-grad,11,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Unmarried,White,White,Female,Male,0,594,0,213,32,33,United-States,United-States,<=50K,<=50K
32,32,Private,Private,215912,37683,HS-grad,Masters,9,14,Married-civ-spouse,Married-civ-spouse,Other-service,?,Wife,Husband,Black,White,Female,Male,0,594,0,213,40,36,United-States,United-States,<=50K,>50K
51,56,Self-emp-inc,Private,182211,110239,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Sales,Protective-serv,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,70,33,United-States,United-States,<=50K,<=50K
33,39,Federal-gov,Private,206392,198170,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
38,35,Private,Private,150057,127805,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Sales,Craft-repair,Own-child,Husband,White,White,Male,Male,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
38,43,Self-emp-inc,Private,105044,199244,HS-grad,Prof-school,9,15,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
45,50,Private,Private,168195,269604,HS-grad,Masters,9,14,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,42,50,United-States,United-States,<=50K,<=50K
18,23,Federal-gov,Local-gov,54377,323164,HS-grad,Masters,9,14,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,594,0,213,50,19,United-States,United-States,<=50K,<=50K
69,52,Self-emp-not-inc,State-gov,118174,96773,Assoc-acdm,Bachelors,12,13,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,20051,594,0,213,15,30,United-States,United-States,>50K,<=50K
54,46,Private,Private,229375,71898,Some-college,HS-grad,10,9,Widowed,Married-civ-spouse,Sales,Sales,Unmarried,Husband,White,White,Female,Male,0,594,0,213,40,36,United-States,United-States,<=50K,<=50K
44,39,Federal-gov,Private,109414,386806,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Adm-clerical,Handlers-cleaners,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,594,1977,213,40,15,Philippines,United-States,>50K,<=50K
40,46,Private,Private,158275,211208,HS-grad,Bachelors,9,13,Divorced,Never-married,Adm-clerical,Adm-clerical,Unmarried,Unmarried,Black,White,Female,Female,0,594,625,213,40,42,United-States,United-States,<=50K,<=50K
40,18,Private,Private,32185,464621,HS-grad,Some-college,9,10,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Own-child,White,White,Male,Female,0,594,0,213,44,25,United-States,United-States,<=50K,<=50K
20,53,Private,Private,228452,300838,Some-college,7th-8th,10,4,Never-married,Never-married,Sales,Farming-fishing,Not-in-family,Husband,White,White,Male,Female,0,594,0,213,50,22,United-States,United-States,<=50K,<=50K
36,21,Private,Private,170174,110239,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,15024,594,0,213,56,33,United-States,United-States,>50K,<=50K
39,26,Private,Private,162370,150083,Bachelors,11th,13,7,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,?,>50K,<=50K
18,38,Private,Private,260253,245487,11th,5th-6th,7,3,Never-married,Separated,Other-service,Sales,Own-child,Husband,White,White,Male,Female,0,594,0,213,40,33,United-States,Puerto-Rico,<=50K,<=50K
42,26,Private,Private,252392,109005,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
27,28,Private,Private,99897,103456,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,594,0,213,50,40,United-States,United-States,<=50K,>50K
22,21,?,Private,52596,34862,Some-college,HS-grad,10,9,Never-married,Never-married,?,Other-service,Own-child,Own-child,White,White,Male,Female,0,594,0,213,15,30,?,United-States,>50K,<=50K
38,39,Private,Private,48093,169408,HS-grad,HS-grad,9,9,Married-civ-spouse,Separated,Machine-op-inspct,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,594,0,213,40,42,United-States,United-States,<=50K,>50K
24,35,Private,Private,275244,269604,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Husband,Black,White,Male,Male,0,594,0,213,35,33,United-States,United-States,<=50K,>50K
41,26,Private,?,173316,211208,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,33,United-States,Mexico,<=50K,<=50K
20,58,Private,?,162164,193027,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Priv-house-serv,?,Own-child,Husband,White,White,Female,Male,0,4101,0,213,45,11,United-States,United-States,<=50K,<=50K
62,28,Private,Private,166425,219745,11th,HS-grad,7,9,Divorced,Never-married,Machine-op-inspct,Adm-clerical,Not-in-family,Unmarried,Black,White,Female,Female,0,594,0,213,40,30,United-States,Puerto-Rico,<=50K,<=50K
31,45,Private,Private,203463,113080,Masters,Bachelors,14,13,Never-married,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Male,99999,594,0,213,40,33,United-States,United-States,>50K,<=50K
35,32,Private,Private,77792,37683,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,4416,0,213,45,36,United-States,United-States,>50K,<=50K
58,43,Self-emp-inc,Private,120384,73266,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Adm-clerical,Husband,Wife,White,White,Male,Female,0,594,0,213,40,33,United-States,?,>50K,>50K
20,45,Private,Private,257470,200916,Some-college,Some-college,10,13,Never-married,Divorced,Sales,Adm-clerical,Own-child,Not-in-family,Black,White,Female,Female,0,594,0,213,20,33,United-States,United-States,<=50K,<=50K
38,47,Private,Private,171482,172970,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Wife,White,White,Male,Male,0,594,1672,213,50,33,United-States,United-States,<=50K,<=50K
29,39,Private,Private,162298,56645,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Divorced,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,55,33,United-States,United-States,>50K,<=50K
21,19,Private,Private,170273,199244,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Prof-specialty,Sales,Own-child,Own-child,Black,White,Female,Female,0,594,0,213,40,22,United-States,United-States,<=50K,<=50K
27,35,Private,Private,384774,183668,7th-8th,HS-grad,4,9,Divorced,Married-civ-spouse,Tech-support,Other-service,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,50,43,United-States,United-States,<=50K,<=50K
48,34,State-gov,Private,120131,229236,Bachelors,Some-college,13,10,Divorced,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Other-relative,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
34,56,Private,Self-emp-inc,159442,174181,HS-grad,Masters,9,12,Never-married,Married-civ-spouse,Prof-specialty,Farming-fishing,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,37,43,Ireland,United-States,>50K,<=50K
33,52,Private,Self-emp-not-inc,303942,52327,9th,HS-grad,5,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Female,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
29,45,Private,Private,33436,241021,HS-grad,Some-college,9,10,Never-married,Divorced,Sales,Craft-repair,Unmarried,Not-in-family,White,White,Female,Female,0,594,0,213,42,37,United-States,United-States,<=50K,>50K
45,57,Private,?,193407,196502,Assoc-voc,Bachelors,11,13,Divorced,Married-civ-spouse,Sales,?,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,44,43,United-States,United-States,<=50K,<=50K
22,27,Private,Private,51985,332703,Some-college,Some-college,10,10,Never-married,Married-spouse-absent,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Male,1055,594,0,213,15,33,United-States,United-States,<=50K,<=50K
31,34,Local-gov,Private,127651,115023,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Other-service,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
25,38,Private,Private,152246,331539,Some-college,10th,10,6,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Male,Male,0,594,0,213,40,30,Outlying-US(Guam-USVI-etc),United-States,<=50K,<=50K
59,26,Private,Self-emp-inc,124137,204085,HS-grad,Some-college,9,13,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,2202,594,0,213,40,40,United-States,United-States,<=50K,>50K
18,32,?,Private,209735,143392,Some-college,HS-grad,10,9,Never-married,Never-married,?,Sales,Own-child,Own-child,White,White,Female,Female,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
18,45,Private,Self-emp-not-inc,241552,45334,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Husband,White,White,Female,Female,0,594,1719,213,20,33,United-States,?,<=50K,>50K
42,21,Private,State-gov,174295,151001,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Handlers-cleaners,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,594,0,213,99,20,United-States,United-States,<=50K,<=50K
42,26,Self-emp-not-inc,Private,165815,207513,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,52,42,United-States,United-States,>50K,<=50K
26,40,Local-gov,State-gov,566066,300838,Bachelors,Prof-school,13,15,Never-married,Divorced,Protective-serv,Prof-specialty,Unmarried,Unmarried,Black,White,Female,Female,0,594,0,213,40,35,United-States,United-States,<=50K,<=50K
18,38,?,Private,269373,121944,12th,HS-grad,8,9,Never-married,Divorced,?,Farming-fishing,Own-child,Husband,White,White,Female,Female,0,594,0,213,20,42,United-States,United-States,<=50K,<=50K
20,23,Private,Local-gov,143604,118161,HS-grad,Bachelors,9,13,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,40,30,United-States,United-States,<=50K,<=50K
18,56,Local-gov,?,294605,414910,Some-college,HS-grad,10,9,Never-married,Never-married,Exec-managerial,?,Own-child,Not-in-family,White,White,Male,Male,0,594,0,213,12,15,United-States,United-States,<=50K,<=50K
44,23,Private,Federal-gov,122381,142738,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Husband,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
76,18,Local-gov,Private,104443,155919,HS-grad,HS-grad,9,9,Widowed,Never-married,Other-service,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Female,Female,0,594,1668,213,40,25,United-States,United-States,<=50K,<=50K
34,18,Private,?,208116,241802,HS-grad,HS-grad,9,9,Never-married,Never-married,Other-service,?,Not-in-family,Own-child,Black,White,Female,Male,0,594,0,213,25,33,United-States,United-States,<=50K,<=50K
60,22,Self-emp-inc,Private,328011,72333,Some-college,12th,10,8,Married-civ-spouse,Never-married,Craft-repair,Tech-support,Husband,Unmarried,White,White,Male,Male,0,594,0,213,20,42,United-States,United-States,<=50K,<=50K
19,19,Private,Private,375079,451327,Some-college,5th-6th,10,3,Never-married,Never-married,Other-service,Other-service,Own-child,Other-relative,White,White,Male,Male,0,594,0,213,35,33,United-States,Mexico,<=50K,<=50K
35,17,Private,?,210945,226668,HS-grad,10th,9,6,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Own-child,White,White,Male,Female,7298,594,0,213,38,20,United-States,United-States,>50K,<=50K
26,56,Private,State-gov,169100,80411,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Machine-op-inspct,Farming-fishing,Not-in-family,Unmarried,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,>50K
41,26,Private,Local-gov,30126,180425,Bachelors,HS-grad,13,13,Divorced,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Male,0,594,0,213,45,48,United-States,United-States,>50K,>50K
29,45,Private,Federal-gov,165737,230657,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Female,0,594,0,213,1,40,Japan,United-States,<=50K,>50K
24,27,Private,Private,200295,157569,Some-college,Bachelors,10,13,Never-married,Never-married,Other-service,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,3411,0,213,35,36,United-States,United-States,<=50K,<=50K
39,56,Private,Private,553588,374163,HS-grad,Some-college,9,10,Married-civ-spouse,Widowed,Craft-repair,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,594,1848,213,40,11,United-States,United-States,>50K,<=50K
58,17,Local-gov,Private,164970,192107,HS-grad,10th,9,6,Divorced,Never-married,Adm-clerical,Other-service,Not-in-family,Own-child,Black,White,Male,Male,0,594,0,213,40,22,United-States,United-States,<=50K,<=50K
40,43,Private,Local-gov,199031,269168,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,7298,0,213,40,37,Mexico,United-States,<=50K,<=50K
29,18,Private,Private,187750,253642,Assoc-acdm,12th,12,8,Married-civ-spouse,Never-married,Tech-support,Other-service,Husband,Own-child,White,White,Male,Male,0,594,0,213,40,22,United-States,United-States,>50K,<=50K
44,28,Self-emp-not-inc,Local-gov,89413,213512,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
27,43,Private,Self-emp-not-inc,188171,209034,HS-grad,Bachelors,9,13,Never-married,Married-spouse-absent,Handlers-cleaners,Sales,Own-child,Own-child,White,White,Male,Male,0,594,0,213,40,40,United-States,United-States,<=50K,>50K
52,36,Self-emp-inc,Private,392502,326701,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,60,36,United-States,United-States,<=50K,<=50K
40,57,Federal-gov,Private,73883,154205,HS-grad,Prof-school,9,15,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,15020,0,213,40,45,United-States,United-States,<=50K,>50K
59,26,Self-emp-inc,Private,76860,94064,5th-6th,Assoc-voc,3,11,Married-civ-spouse,Divorced,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,99999,594,0,213,40,33,China,United-States,>50K,<=50K
19,35,Private,Private,376683,118786,HS-grad,Some-college,9,11,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,Black,White,Female,Male,0,594,0,213,35,33,United-States,United-States,<=50K,<=50K
