age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
61,19,Private,Private,161472,282944,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,40,23,United-States,United-States,>50K,<=50K
52,45,Private,Private,91506,460356,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Wife,White,White,Male,Female,0,1173,0,1411,45,35,United-States,United-States,<=50K,>50K
19,23,Private,Private,186717,399008,Some-college,HS-grad,10,8,Never-married,Never-married,Sales,Transport-moving,Own-child,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
53,20,Private,Private,77927,164966,5th-6th,HS-grad,3,8,Never-married,Married-civ-spouse,Handlers-cleaners,Other-service,Other-relative,Not-in-family,Asian-Pac-Islander,White,Female,Female,0,1173,0,1411,50,15,Philippines,United-States,<=50K,<=50K
55,35,Private,Private,140063,149347,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,50,United-States,United-States,<=50K,>50K
37,60,Self-emp-inc,Private,317580,197711,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
51,28,Private,Private,122533,58972,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Unmarried,White,Black,Male,Male,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
29,19,Private,Private,57423,117849,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Handlers-cleaners,Craft-repair,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,45,10,United-States,United-States,<=50K,<=50K
45,39,Private,Private,103331,272896,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Other-service,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,90,United-States,United-States,<=50K,<=50K
64,35,State-gov,Private,417543,360491,Doctorate,HS-grad,16,8,Widowed,Separated,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,Black,Black,Male,Female,8614,1173,0,1411,50,30,United-States,United-States,>50K,<=50K
56,34,Private,Private,253854,265917,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Wife,White,White,Male,Female,0,1173,0,1411,40,30,United-States,United-States,>50K,<=50K
56,22,Private,Private,106850,227823,Some-college,HS-grad,10,8,Widowed,Married-civ-spouse,Other-service,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Female,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
38,51,Self-emp-inc,Private,314007,46322,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,78,35,United-States,United-States,<=50K,>50K
23,34,Private,Private,494371,97277,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,?,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
29,53,Local-gov,Private,270421,205019,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,50,53,United-States,United-States,<=50K,<=50K
33,54,Private,Private,203488,399008,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,1173,1672,1411,40,42,United-States,United-States,<=50K,<=50K
35,54,Private,Private,167691,420973,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,?,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,20,35,United-States,United-States,<=50K,<=50K
25,23,Private,Private,198318,572751,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,1173,0,1411,50,42,United-States,United-States,<=50K,<=50K
37,32,Private,Local-gov,319831,34845,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,1173,0,1411,55,38,United-States,United-States,>50K,>50K
28,51,Private,Self-emp-inc,70240,159021,Masters,HS-grad,14,8,Never-married,Divorced,Sales,Sales,Own-child,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,1173,0,1411,36,42,Philippines,United-States,<=50K,<=50K
67,34,Private,Private,227113,183146,Masters,HS-grad,14,8,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,1173,2457,1411,40,35,United-States,United-States,<=50K,<=50K
22,36,Private,Private,168997,297906,Assoc-voc,HS-grad,11,8,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Unmarried,White,White,Male,Female,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
23,53,State-gov,Local-gov,231929,111700,12th,HS-grad,8,8,Never-married,Separated,Other-service,Other-service,Not-in-family,Other-relative,White,White,Male,Female,0,1173,0,1411,20,42,United-States,United-States,<=50K,<=50K
22,42,Private,Private,207969,227823,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Exec-managerial,Craft-repair,Own-child,Husband,Black,White,Male,Male,0,1173,0,1411,35,57,United-States,United-States,<=50K,>50K
68,41,Private,Private,192656,125089,Some-college,HS-grad,10,8,Widowed,Divorced,Craft-repair,Farming-fishing,Not-in-family,Not-in-family,White,Black,Male,Female,0,5455,0,1411,10,42,United-States,United-States,<=50K,<=50K
31,23,Private,Private,187215,121596,HS-grad,HS-grad,9,8,Never-married,Never-married,Priv-house-serv,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,38,El-Salvador,United-States,<=50K,<=50K
51,22,Self-emp-inc,Private,119570,360491,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Craft-repair,Handlers-cleaners,Husband,Other-relative,White,White,Male,Male,0,1173,0,1411,50,42,United-States,United-States,<=50K,<=50K
64,35,Private,Private,188659,74194,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,20,35,United-States,United-States,>50K,<=50K
35,45,Private,Private,110013,208049,Bachelors,HS-grad,13,8,Divorced,Divorced,Other-service,Sales,Own-child,Unmarried,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
26,57,Private,Private,55860,177824,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,13550,0,1411,40,45,United-States,United-States,<=50K,>50K
42,42,Self-emp-inc,Private,282069,218782,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,Black,Male,Male,0,1173,0,1411,40,45,United-States,?,<=50K,<=50K
20,55,Federal-gov,Self-emp-inc,26585,152182,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Wife,Amer-Indian-Eskimo,White,Female,Female,0,1173,0,1411,25,20,United-States,United-States,<=50K,>50K
46,50,Self-emp-inc,Private,218890,183146,HS-grad,HS-grad,9,8,Divorced,Married-spouse-absent,Other-service,Farming-fishing,Not-in-family,Other-relative,White,White,Female,Male,0,1173,0,1411,60,20,United-States,Mexico,<=50K,<=50K
35,19,Private,Private,211154,149347,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,45,23,United-States,United-States,<=50K,<=50K
51,28,Private,Private,230095,205019,10th,HS-grad,6,8,Widowed,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
34,47,Private,Self-emp-not-inc,737315,31438,Prof-school,HS-grad,15,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,5455,0,1411,65,42,United-States,United-States,>50K,<=50K
50,64,Private,Private,144084,53158,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Adm-clerical,?,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
48,36,Self-emp-not-inc,Self-emp-not-inc,48384,180096,Bachelors,HS-grad,13,8,Divorced,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,60,50,United-States,United-States,<=50K,<=50K
51,31,Private,Private,541755,290661,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,1173,0,2179,40,35,United-States,United-States,<=50K,<=50K
27,39,Private,Self-emp-not-inc,178778,102388,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Tech-support,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,1173,1340,1411,40,53,United-States,United-States,<=50K,<=50K
28,39,Private,Private,436198,330416,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,30,35,United-States,United-States,<=50K,<=50K
37,26,Private,Private,82521,31438,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,White,Black,Male,Female,4064,1173,0,1411,46,38,United-States,United-States,<=50K,<=50K
39,25,Private,Private,367020,375078,Bachelors,HS-grad,13,8,Never-married,Divorced,Exec-managerial,Farming-fishing,Own-child,Not-in-family,White,White,Male,Male,0,5455,0,1411,40,50,United-States,United-States,<=50K,>50K
22,31,Private,Private,174461,141824,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,53,United-States,United-States,<=50K,>50K
28,29,Private,Private,162501,360491,HS-grad,HS-grad,9,8,Never-married,Never-married,Adm-clerical,Handlers-cleaners,Own-child,Unmarried,White,White,Male,Male,0,1173,0,1411,40,57,United-States,United-States,<=50K,<=50K
38,38,Private,Local-gov,193026,84673,HS-grad,HS-grad,9,8,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1762,40,35,United-States,United-States,<=50K,<=50K
41,26,Private,Private,218172,31438,Bachelors,HS-grad,13,8,Married-spouse-absent,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Husband,White,White,Female,Male,13550,1173,0,1411,60,45,United-States,United-States,>50K,<=50K
41,31,Private,Private,110318,572751,Masters,HS-grad,14,8,Divorced,Never-married,Other-service,Handlers-cleaners,Unmarried,Other-relative,White,Black,Female,Female,0,1173,0,1411,30,30,United-States,United-States,<=50K,<=50K
36,20,Private,?,126675,152182,11th,HS-grad,7,8,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Own-child,White,White,Male,Male,0,1173,1579,1411,40,20,United-States,United-States,<=50K,<=50K
24,32,Private,?,116788,177824,Some-college,HS-grad,10,8,Married-civ-spouse,Separated,Other-service,?,Husband,Husband,White,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
24,42,Private,Private,161092,114942,Bachelors,HS-grad,13,8,Never-married,Never-married,Exec-managerial,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
28,22,Private,Private,159109,197711,11th,HS-grad,7,8,Separated,Never-married,Other-service,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,23,United-States,United-States,<=50K,<=50K
28,41,Private,Private,213191,46322,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Other-service,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,50,35,United-States,?,<=50K,<=50K
49,36,Private,Private,240629,218782,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,38,35,United-States,United-States,<=50K,<=50K
17,36,Private,Private,227960,46322,11th,HS-grad,7,8,Never-married,Never-married,Other-service,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,1173,0,1762,10,42,Puerto-Rico,United-States,<=50K,<=50K
54,58,Private,Private,151580,208049,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Transport-moving,Husband,Husband,White,White,Male,Male,0,1173,0,1762,40,35,France,United-States,>50K,<=50K
41,31,Private,Private,160893,159021,Assoc-acdm,HS-grad,12,8,Never-married,Divorced,Adm-clerical,Transport-moving,Not-in-family,Own-child,White,White,Female,Male,0,1173,0,1411,45,35,United-States,United-States,<=50K,<=50K
35,20,Local-gov,Private,184117,84673,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Other-service,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,25,23,United-States,Germany,<=50K,<=50K
18,38,Private,Self-emp-not-inc,32059,31438,11th,HS-grad,7,8,Never-married,Married-civ-spouse,Other-service,Farming-fishing,Own-child,Husband,White,White,Male,Male,0,2414,0,1411,23,76,United-States,United-States,<=50K,<=50K
42,34,Private,Self-emp-not-inc,361219,25610,11th,HS-grad,7,8,Married-civ-spouse,Married-civ-spouse,Other-service,Farming-fishing,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,62,United-States,United-States,<=50K,<=50K
60,20,Private,Private,334984,180096,HS-grad,HS-grad,9,8,Divorced,Never-married,Adm-clerical,Other-service,Unmarried,Own-child,White,White,Female,Male,0,1173,2231,1411,40,15,United-States,United-States,>50K,<=50K
49,69,Self-emp-not-inc,Self-emp-not-inc,33300,149347,HS-grad,HS-grad,9,8,Married-civ-spouse,Widowed,Farming-fishing,?,Husband,Unmarried,White,White,Male,Male,0,1173,0,1411,84,45,United-States,United-States,<=50K,>50K
57,20,Private,Private,199713,175856,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,55,23,United-States,United-States,<=50K,<=50K
43,77,Private,Private,401134,121596,Assoc-acdm,HS-grad,12,8,Divorced,Married-civ-spouse,Other-service,Handlers-cleaners,Unmarried,Husband,White,White,Female,Male,0,1173,2238,1411,40,15,United-States,United-States,<=50K,<=50K
37,51,Private,Self-emp-inc,132702,149347,Bachelors,HS-grad,13,8,Married-spouse-absent,Divorced,Exec-managerial,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,35,United-States,Canada,<=50K,<=50K
28,32,?,Private,306693,460356,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,?,Machine-op-inspct,Other-relative,Husband,White,White,Female,Male,0,1173,0,1411,20,62,United-States,United-States,<=50K,<=50K
20,50,Private,Self-emp-not-inc,286166,282944,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Other-relative,White,Black,Male,Female,0,13550,0,1411,60,50,United-States,United-States,<=50K,>50K
57,39,Private,Private,123515,265917,Assoc-voc,HS-grad,11,8,Never-married,Married-civ-spouse,Machine-op-inspct,Other-service,Not-in-family,Husband,White,Amer-Indian-Eskimo,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
24,57,Private,?,132053,200318,Assoc-acdm,HS-grad,12,8,Never-married,Divorced,Adm-clerical,?,Own-child,Unmarried,White,White,Female,Female,0,1173,0,1411,35,38,United-States,United-States,<=50K,<=50K
20,60,Self-emp-inc,Private,266400,129059,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Handlers-cleaners,Other-service,Own-child,Husband,White,White,Female,Male,0,2414,0,1411,40,20,United-States,United-States,<=50K,<=50K
42,23,Local-gov,Private,335248,215419,Assoc-voc,HS-grad,11,8,Divorced,Never-married,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,36,35,United-States,United-States,<=50K,<=50K
81,20,Private,Private,36147,222813,Prof-school,HS-grad,15,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,?,Husband,Wife,White,White,Male,Female,10605,1173,0,1411,2,35,United-States,Mexico,>50K,<=50K
21,41,Private,Local-gov,266467,67187,HS-grad,HS-grad,9,8,Never-married,Divorced,Craft-repair,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,1173,2205,1411,40,57,United-States,United-States,<=50K,<=50K
43,44,Private,Self-emp-not-inc,143809,121596,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Tech-support,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
39,31,Private,Private,334366,53158,Bachelors,HS-grad,13,8,Separated,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,50,35,United-States,United-States,>50K,<=50K
41,39,Private,Private,347653,58972,Masters,HS-grad,14,8,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,38,?,United-States,>50K,<=50K
32,51,Private,Private,386806,241895,5th-6th,HS-grad,3,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,Other,White,Male,Male,0,1173,0,1411,45,50,Mexico,United-States,>50K,<=50K
48,60,Private,Private,202322,272896,1st-4th,HS-grad,2,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3908,0,1411,40,35,El-Salvador,United-States,<=50K,<=50K
50,42,Private,Private,594521,105138,9th,HS-grad,5,8,Divorced,Married-civ-spouse,Adm-clerical,Protective-serv,Unmarried,Other-relative,White,White,Female,Male,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
26,35,Private,Private,174267,231822,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,64,38,United-States,United-States,<=50K,>50K
18,28,?,Private,169542,39432,12th,HS-grad,8,8,Never-married,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,30,45,United-States,United-States,<=50K,>50K
54,68,Private,?,227392,202466,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,10,United-States,United-States,<=50K,<=50K
59,54,Federal-gov,Private,99131,175856,HS-grad,HS-grad,9,8,Never-married,Divorced,Exec-managerial,Adm-clerical,Other-relative,Not-in-family,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
38,22,Self-emp-inc,Private,225860,177824,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Exec-managerial,Farming-fishing,Unmarried,Own-child,White,White,Male,Male,0,1173,0,1411,40,10,United-States,United-States,<=50K,<=50K
53,31,Private,Local-gov,287317,172716,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,Black,White,Male,Male,0,1173,0,1762,40,42,United-States,United-States,<=50K,>50K
42,29,Private,Private,46091,375078,Bachelors,HS-grad,13,8,Divorced,Divorced,Exec-managerial,Adm-clerical,Unmarried,Husband,White,White,Female,Female,0,1173,0,1411,40,50,United-States,United-States,<=50K,<=50K
53,20,Private,Private,170050,236379,Some-college,HS-grad,10,8,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
18,26,State-gov,Private,352317,193490,Some-college,HS-grad,10,8,Never-married,Never-married,Other-service,Other-service,Own-child,Not-in-family,White,White,Female,Female,0,1173,0,1411,20,42,United-States,United-States,<=50K,<=50K
56,54,Private,Private,225267,247337,Some-college,HS-grad,10,8,Divorced,Divorced,Sales,Other-service,Not-in-family,Unmarried,White,White,Male,Female,14084,1173,0,1411,60,10,United-States,United-States,>50K,<=50K
28,20,Private,Private,217545,247337,HS-grad,HS-grad,9,8,Divorced,Never-married,Craft-repair,Handlers-cleaners,Unmarried,Own-child,White,White,Male,Male,0,1173,0,1411,40,30,?,United-States,<=50K,<=50K
33,34,Private,Private,183778,241895,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
43,20,Private,Private,210013,189238,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
36,29,Private,Private,49115,290661,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Unmarried,White,White,Male,Male,7688,1173,0,1411,44,35,United-States,United-States,>50K,<=50K
31,50,Private,Private,310429,177824,HS-grad,HS-grad,9,8,Separated,Divorced,Handlers-cleaners,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,1173,0,1411,70,35,United-States,United-States,<=50K,<=50K
33,38,Private,Private,114691,253856,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,Black,Male,Female,0,1173,0,1411,50,57,United-States,United-States,<=50K,<=50K
46,19,Private,Private,124356,211242,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Married-civ-spouse,Tech-support,Adm-clerical,Husband,Other-relative,White,Black,Male,Male,0,1173,0,1411,40,35,United-States,United-States,>50K,<=50K
31,22,Private,Local-gov,51284,133420,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Machine-op-inspct,Farming-fishing,Wife,Own-child,White,White,Female,Male,0,1173,0,1411,36,35,United-States,United-States,<=50K,<=50K
47,57,?,Private,294443,162381,Assoc-voc,HS-grad,11,8,Divorced,Divorced,?,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
41,19,Private,Private,200009,572751,10th,HS-grad,6,8,Divorced,Never-married,Handlers-cleaners,Sales,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
28,22,Private,Private,258862,222813,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Wife,Not-in-family,White,White,Female,Male,0,1173,0,1411,18,20,United-States,United-States,<=50K,<=50K
35,41,Private,Local-gov,37778,247337,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,1173,0,1411,50,35,United-States,United-States,<=50K,>50K
28,39,Private,Private,402771,108468,HS-grad,HS-grad,9,8,Married-spouse-absent,Never-married,Adm-clerical,Craft-repair,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
42,29,Federal-gov,Private,201520,155781,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,0,1173,1902,1411,43,38,United-States,United-States,>50K,>50K
47,28,Local-gov,Private,55237,241895,Some-college,HS-grad,10,8,Married-civ-spouse,Separated,Protective-serv,Craft-repair,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,44,42,United-States,United-States,<=50K,<=50K
63,20,?,Private,52750,114942,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,?,Transport-moving,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,40,6,United-States,United-States,<=50K,<=50K
63,64,Local-gov,Private,197189,236379,Bachelors,HS-grad,13,8,Widowed,Never-married,Prof-specialty,Other-service,Not-in-family,Other-relative,White,White,Female,Female,4650,1173,0,1411,48,42,United-States,United-States,<=50K,<=50K
39,17,Private,Private,96564,105138,HS-grad,HS-grad,9,8,Divorced,Never-married,Handlers-cleaners,Sales,Not-in-family,Husband,White,White,Female,Female,0,1173,0,1411,40,27,United-States,United-States,<=50K,<=50K
23,48,Private,Private,334105,190885,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Tech-support,Handlers-cleaners,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
41,20,Private,Private,115323,180096,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,6,United-States,United-States,>50K,<=50K
31,20,Private,Private,157289,340110,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Wife,White,White,Male,Female,0,1173,0,1411,52,35,United-States,?,<=50K,<=50K
52,22,Private,Private,320877,208049,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Machine-op-inspct,Sales,Husband,Unmarried,Black,White,Male,Female,0,1173,0,1411,40,35,United-States,?,>50K,<=50K
64,45,Self-emp-not-inc,State-gov,198186,108468,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,30,38,?,United-States,<=50K,<=50K
62,47,Private,Private,195543,231822,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Wife,White,White,Male,Female,0,1173,0,1411,20,35,United-States,United-States,>50K,>50K
48,61,Private,?,103406,205019,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Tech-support,?,Husband,Husband,White,White,Male,Male,0,1173,0,1411,35,20,United-States,United-States,>50K,<=50K
22,34,?,State-gov,320451,195554,Some-college,HS-grad,10,8,Never-married,Divorced,?,Handlers-cleaners,Own-child,Not-in-family,Asian-Pac-Islander,Black,Male,Female,0,1173,0,1411,24,35,?,United-States,<=50K,<=50K
18,50,Private,Federal-gov,23940,420973,Some-college,HS-grad,10,8,Never-married,Divorced,Other-service,Other-service,Not-in-family,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
46,28,Private,Private,45857,177824,HS-grad,HS-grad,9,8,Divorced,Never-married,Sales,?,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,33,35,United-States,United-States,<=50K,<=50K
29,71,Private,Self-emp-inc,195557,84673,Assoc-acdm,HS-grad,12,8,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,1173,0,1411,40,45,United-States,Canada,<=50K,<=50K
44,36,Private,Self-emp-not-inc,229148,215419,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,1173,0,1411,35,42,United-States,United-States,<=50K,>50K
21,55,?,Self-emp-not-inc,152328,330416,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,1173,0,1762,40,42,United-States,United-States,<=50K,>50K
