age,age_nocapital_loss,workclass,workclass_nocapital_loss,fnlwgt,fnlwgt_nocapital_loss,education,education_nocapital_loss,education_num,education_num_nocapital_loss,marital_status,marital_status_nocapital_loss,occupation,occupation_nocapital_loss,relationship,relationship_nocapital_loss,race,race_nocapital_loss,sex,sex_nocapital_loss,capital_gain,capital_gain_nocapital_loss,capital_loss,capital_loss_nocapital_loss,hours_per_week,hours_per_week_nocapital_loss,native_country,native_country_nocapital_loss,income_per_year,income_per_year_nocapital_loss
18,42,?,Private,97683,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,?,Sales,Own-child,Husband,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,283945,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Other-service,Prof-specialty,Own-child,Not-in-family,White,Black,Male,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,115178,167793,Bachelors,HS-grad,13,10,Divorced,Divorced,Prof-specialty,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,43,40,United-States,United-States,>50K,>50K
48,42,State-gov,Private,77102,167793,Doctorate,HS-grad,16,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Wife,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,>50K,>50K
23,42,Private,Private,132220,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
53,42,Private,Private,129301,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
22,42,Private,Private,187592,167793,Some-college,Some-college,10,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Own-child,White,White,Male,Female,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,312667,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
36,42,Local-gov,Private,206951,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Protective-serv,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,587310,167793,Assoc-acdm,Bachelors,12,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,El-Salvador,United-States,<=50K,<=50K
76,42,Private,Private,328227,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Wife,White,White,Male,Female,5556,0,0,0,13,40,United-States,United-States,>50K,<=50K
35,42,Private,Self-emp-not-inc,100634,167793,Some-college,Bachelors,10,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,Black,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
49,42,Private,Private,274200,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,72,40,United-States,United-States,<=50K,<=50K
18,42,Self-emp-inc,Private,29582,167793,11th,Bachelors,7,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
68,42,Private,Private,174812,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
22,42,State-gov,Private,138513,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
37,42,Private,Self-emp-not-inc,219137,167793,7th-8th,Bachelors,4,10,Divorced,Divorced,Sales,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,0,0,0,44,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,265148,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Sales,?,Other-relative,Not-in-family,White,Black,Male,Female,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,302606,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Exec-managerial,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
18,42,Private,Private,197600,167793,11th,Some-college,7,10,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Unmarried,White,White,Male,Female,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
36,42,Private,Self-emp-not-inc,167415,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Craft-repair,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,13769,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Other-relative,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
26,42,Private,Private,109390,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
36,42,Private,Self-emp-not-inc,218188,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,32,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,167159,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
72,42,Private,Private,128529,167793,HS-grad,Some-college,9,10,Widowed,Divorced,Other-service,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,28,40,United-States,United-States,<=50K,>50K
22,42,Private,Private,200973,167793,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Other-service,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,12,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,118235,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,Sales,Prof-specialty,Not-in-family,Unmarried,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,55,40,United-States,United-States,<=50K,>50K
23,42,Local-gov,Private,250165,167793,Bachelors,Bachelors,13,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,594,0,0,0,40,40,United-States,United-States,<=50K,>50K
47,42,Private,Private,269620,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,?,United-States,<=50K,<=50K
46,42,Private,Private,212162,167793,5th-6th,Some-college,3,10,Married-civ-spouse,Divorced,Other-service,Sales,Husband,Husband,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,147638,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Own-child,Asian-Pac-Islander,White,Female,Female,0,0,0,0,40,40,India,United-States,<=50K,<=50K
42,42,Private,Private,304605,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
45,42,Self-emp-not-inc,Private,165267,167793,9th,Some-college,5,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Unmarried,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
28,42,Private,Private,122037,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Wife,White,White,Male,Female,0,0,0,0,55,40,United-States,United-States,>50K,<=50K
63,42,Self-emp-inc,Self-emp-not-inc,165611,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
21,42,Private,Private,262634,167793,7th-8th,Some-college,4,10,Never-married,Divorced,Farming-fishing,Exec-managerial,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,36,40,United-States,United-States,<=50K,<=50K
46,42,Private,Private,280766,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Protective-serv,Prof-specialty,Not-in-family,Wife,White,White,Male,Female,0,0,0,0,40,40,Cuba,United-States,<=50K,<=50K
21,42,Private,Private,226668,167793,Assoc-voc,Some-college,11,10,Never-married,Divorced,Craft-repair,Exec-managerial,Not-in-family,Husband,Other,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,130200,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,70,40,United-States,United-States,>50K,<=50K
17,42,Private,Private,98005,167793,11th,HS-grad,7,10,Never-married,Divorced,Sales,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
47,42,Private,Private,308857,167793,Bachelors,Bachelors,13,10,Divorced,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
51,42,Private,Self-emp-not-inc,108914,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
64,42,Local-gov,Self-emp-not-inc,210464,167793,Masters,HS-grad,14,10,Widowed,Divorced,Prof-specialty,Adm-clerical,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,172748,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
27,42,Private,Private,192140,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
21,42,Private,Private,126568,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Other-relative,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
50,42,Private,Self-emp-not-inc,179339,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
43,42,Local-gov,Private,31621,167793,Some-college,Some-college,10,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,>50K
39,42,Private,Private,365009,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Handlers-cleaners,Exec-managerial,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
20,42,Private,Private,344698,167793,Some-college,Some-college,10,10,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
42,42,Private,Private,159911,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Other-service,Exec-managerial,Wife,Husband,White,White,Female,Male,0,0,0,0,24,40,United-States,United-States,<=50K,<=50K
25,42,Private,Private,389456,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Craft-repair,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,167472,167793,Some-college,Bachelors,10,10,Divorced,Divorced,Craft-repair,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
17,42,Private,Private,201412,167793,10th,HS-grad,6,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Own-child,White,White,Male,Male,594,0,0,0,5,40,United-States,United-States,<=50K,<=50K
26,42,Self-emp-not-inc,Private,331861,167793,Bachelors,Bachelors,13,10,Never-married,Divorced,Sales,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,>50K,>50K
58,42,Private,Private,97541,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,46,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,71865,167793,9th,Some-college,5,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Wife,Own-child,Other,White,Female,Female,0,0,0,0,40,40,Portugal,United-States,<=50K,<=50K
29,42,Private,Private,196564,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,218956,167793,Some-college,Some-college,10,10,Never-married,Divorced,Tech-support,Sales,Own-child,Husband,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,37359,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,?,United-States,<=50K,<=50K
41,42,Private,Private,184630,167793,Bachelors,HS-grad,13,10,Divorced,Divorced,Handlers-cleaners,Sales,Not-in-family,Own-child,White,White,Male,Male,4416,0,0,0,40,40,United-States,United-States,<=50K,<=50K
17,42,Local-gov,Private,161955,167793,11th,Bachelors,7,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Husband,Amer-Indian-Eskimo,White,Female,Female,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
24,42,Private,Private,200089,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,Guatemala,United-States,<=50K,>50K
39,42,Self-emp-not-inc,Private,193026,167793,Doctorate,Bachelors,16,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,>50K,<=50K
72,42,Self-emp-not-inc,Self-emp-not-inc,336423,167793,5th-6th,Some-college,3,10,Married-civ-spouse,Divorced,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
52,42,State-gov,Private,184529,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Protective-serv,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
30,42,Private,Private,153876,167793,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,53,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,269687,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Sales,Prof-specialty,Own-child,Wife,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
27,42,Private,Private,153805,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Craft-repair,Exec-managerial,Unmarried,Not-in-family,Other,White,Male,Female,0,0,0,0,45,40,Ecuador,United-States,<=50K,<=50K
43,42,Private,Self-emp-not-inc,151504,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
45,42,Private,Private,330087,167793,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Farming-fishing,Adm-clerical,Not-in-family,Other-relative,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,164970,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Unmarried,Black,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,>50K
23,42,Private,Private,239539,167793,Some-college,Some-college,10,10,Never-married,Divorced,Craft-repair,Prof-specialty,Own-child,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,40,40,?,United-States,>50K,<=50K
55,42,Self-emp-not-inc,Private,50215,167793,Assoc-voc,Bachelors,11,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Wife,Own-child,White,White,Female,Male,0,0,0,0,42,40,United-States,United-States,<=50K,<=50K
51,42,Local-gov,Private,80123,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Protective-serv,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
54,42,?,Private,55139,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,?,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,43,40,United-States,United-States,<=50K,<=50K
44,42,?,Private,276096,167793,Some-college,Some-college,10,10,Never-married,Divorced,?,Prof-specialty,Other-relative,Not-in-family,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,222813,167793,Assoc-acdm,Bachelors,12,10,Married-civ-spouse,Divorced,Sales,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
24,42,Private,Private,172232,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,42,40,United-States,United-States,<=50K,<=50K
54,42,Self-emp-not-inc,Private,386773,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,87556,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,State-gov,Private,169926,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Wife,Husband,White,White,Female,Male,0,0,0,0,21,40,United-States,United-States,>50K,<=50K
41,42,Private,Private,104196,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
34,42,Private,Private,320027,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Other-service,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
59,42,Private,Private,116637,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,307640,167793,Assoc-voc,Some-college,11,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Unmarried,Own-child,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
69,42,?,Private,138386,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,1409,0,0,0,35,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,269015,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Other-service,Adm-clerical,Other-relative,Unmarried,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
30,42,Private,Self-emp-not-inc,90308,167793,Preschool,HS-grad,1,10,Never-married,Divorced,Other-service,Sales,Unmarried,Not-in-family,White,White,Male,Male,0,0,0,0,28,40,El-Salvador,United-States,<=50K,<=50K
41,42,Local-gov,Private,39581,167793,HS-grad,HS-grad,9,10,Separated,Divorced,Other-service,Adm-clerical,Not-in-family,Own-child,Black,White,Female,Male,4101,0,0,0,40,40,United-States,United-States,<=50K,<=50K
49,42,Self-emp-not-inc,Self-emp-not-inc,241688,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,60,40,Cuba,United-States,<=50K,<=50K
22,42,Local-gov,Private,467759,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,0,0,0,48,40,United-States,United-States,<=50K,<=50K
39,42,Private,Private,303677,167793,Some-college,Some-college,10,10,Divorced,Divorced,Exec-managerial,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
56,42,Private,Private,47392,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Tech-support,Adm-clerical,Husband,Other-relative,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,97925,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
18,42,Local-gov,Private,243240,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Wife,White,White,Male,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,472344,167793,5th-6th,HS-grad,3,10,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,Mexico,United-States,<=50K,<=50K
41,42,Private,Private,177054,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Unmarried,Other-relative,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,42,Local-gov,Private,212206,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Wife,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
34,42,Private,Private,244147,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
29,42,Private,Private,167336,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Wife,Own-child,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
43,42,State-gov,Private,135060,167793,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,50,40,?,United-States,>50K,<=50K
49,42,Private,Private,52184,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,159187,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
35,42,Federal-gov,Self-emp-not-inc,22494,167793,Bachelors,Some-college,13,10,Divorced,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
36,42,Private,Private,219745,167793,HS-grad,Bachelors,9,10,Separated,Divorced,Craft-repair,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
67,42,Private,Private,113323,167793,Masters,HS-grad,14,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Husband,White,Black,Male,Female,0,0,0,0,41,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,181099,167793,Doctorate,Some-college,16,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,216741,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
51,42,Local-gov,Private,106365,167793,Assoc-acdm,Some-college,12,10,Divorced,Divorced,Adm-clerical,Prof-specialty,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
45,42,Private,Private,124973,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
37,42,Private,Private,73199,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Own-child,Asian-Pac-Islander,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
49,42,Federal-gov,Private,362679,167793,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,9,40,United-States,United-States,>50K,<=50K
29,42,Private,Private,197222,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Exec-managerial,Sales,Not-in-family,Own-child,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
56,42,Private,Private,33115,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Other-service,Sales,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
42,42,Federal-gov,Private,37997,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
47,42,Private,Private,162067,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Husband,Black,White,Male,Male,0,0,0,0,40,40,Haiti,United-States,<=50K,<=50K
35,42,Private,Private,133839,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
33,42,Self-emp-not-inc,Private,398874,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Tech-support,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
26,42,Self-emp-inc,Private,289224,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,42,Private,Private,261259,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Handlers-cleaners,Sales,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
61,42,Private,Private,438587,167793,5th-6th,Some-college,3,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Unmarried,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,271162,167793,11th,HS-grad,7,10,Never-married,Divorced,Exec-managerial,?,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
