age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
17,28,Private,Private,99237,121308,11th,HS-grad,7,9,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,30,32,United-States,United-States,<=50K,<=50K
18,70,?,Private,149343,93017,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Sales,Own-child,Husband,White,White,Female,Female,0,1055,0,0,3,19,United-States,United-States,<=50K,<=50K
42,21,Self-emp-not-inc,Private,193882,189656,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,50,38,United-States,United-States,>50K,<=50K
41,61,Private,Private,107845,248754,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Wife,Husband,White,White,Female,Male,0,0,0,0,40,23,United-States,United-States,>50K,<=50K
58,40,Private,Private,268295,294121,5th-6th,HS-grad,3,9,Married-civ-spouse,Never-married,Adm-clerical,Exec-managerial,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,36,United-States,United-States,<=50K,>50K
43,29,Private,Private,71269,29732,Some-college,HS-grad,10,13,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,45,28,United-States,United-States,<=50K,<=50K
42,30,Self-emp-inc,Private,204598,211870,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Never-married,Other-service,Sales,Husband,Husband,White,White,Male,Male,3464,0,0,0,80,38,United-States,United-States,<=50K,<=50K
19,35,?,Private,98283,249078,Some-college,Assoc-acdm,10,12,Never-married,Never-married,?,Exec-managerial,Own-child,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,32,53,United-States,United-States,<=50K,>50K
45,59,Self-emp-inc,Private,188694,472861,Prof-school,HS-grad,15,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,50,13,United-States,United-States,>50K,<=50K
41,46,Private,Private,201908,151763,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,20,32,United-States,United-States,<=50K,>50K
38,41,Private,Private,191137,193090,11th,Bachelors,7,13,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,35,32,United-States,United-States,<=50K,>50K
58,62,Self-emp-not-inc,?,129786,117791,HS-grad,HS-grad,9,9,Separated,Never-married,Farming-fishing,?,Not-in-family,Husband,White,White,Male,Male,0,594,0,0,50,13,United-States,United-States,<=50K,<=50K
37,33,Private,Private,302903,239529,Some-college,1st-4th,10,13,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Wife,Husband,Asian-Pac-Islander,White,Female,Female,0,9562,0,0,40,32,United-States,United-States,>50K,>50K
34,34,Private,Private,143526,404616,HS-grad,Some-college,9,10,Never-married,Never-married,Machine-op-inspct,Other-service,Not-in-family,Husband,White,Black,Male,Female,0,0,0,0,40,29,United-States,United-States,<=50K,<=50K
23,49,Private,Private,182117,191025,Some-college,Some-college,10,10,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,37,United-States,United-States,<=50K,<=50K
47,24,Private,Private,172753,154227,HS-grad,Assoc-voc,9,11,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,0,0,0,85,47,United-States,South,>50K,<=50K
37,30,Private,Private,139770,210094,HS-grad,Some-college,9,10,Never-married,Divorced,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,35,38,United-States,United-States,<=50K,<=50K
47,25,Private,Private,215686,29152,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Other-service,Husband,Husband,Black,White,Male,Male,0,0,0,0,50,30,United-States,United-States,<=50K,<=50K
31,34,Private,Private,181388,416415,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Machine-op-inspct,Wife,Husband,White,White,Female,Female,0,0,1902,0,45,36,United-States,United-States,>50K,<=50K
57,28,Private,Private,81973,121912,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Sales,Sales,Husband,Husband,Asian-Pac-Islander,White,Male,Male,15024,0,0,0,45,52,United-States,United-States,>50K,<=50K
44,35,Private,Private,328581,148906,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,50,41,United-States,United-States,>50K,>50K
64,39,Private,Self-emp-not-inc,110110,223019,11th,Doctorate,7,16,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
31,29,Private,Private,174201,149116,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,>50K,<=50K
40,30,Private,Self-emp-inc,137421,218456,Masters,Some-college,14,10,Married-spouse-absent,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,35,64,India,Cuba,>50K,<=50K
34,44,Private,Self-emp-not-inc,153927,112607,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,9562,0,0,40,38,United-States,United-States,>50K,>50K
28,41,Federal-gov,Private,187649,88808,HS-grad,HS-grad,9,9,Never-married,Never-married,Prof-specialty,Craft-repair,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,>50K
72,20,Private,Private,149992,103614,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,35,39,United-States,United-States,<=50K,<=50K
21,21,Private,Private,234640,99212,HS-grad,HS-grad,9,9,Never-married,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,47,38,United-States,United-States,<=50K,<=50K
52,48,Local-gov,Private,311569,199058,Masters,9th,14,5,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,50,41,United-States,United-States,>50K,>50K
44,64,Private,Private,182383,123653,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Wife,Husband,White,White,Female,Female,0,0,0,0,35,13,United-States,United-States,<=50K,<=50K
57,67,State-gov,?,344381,90579,Some-college,11th,10,7,Married-civ-spouse,Never-married,Prof-specialty,?,Husband,Husband,Asian-Pac-Islander,White,Male,Male,7688,0,0,0,75,6,United-States,United-States,>50K,<=50K
35,18,Self-emp-not-inc,?,280570,266072,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,35,21,United-States,United-States,<=50K,<=50K
21,32,Private,Self-emp-not-inc,215039,361497,11th,HS-grad,7,9,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
38,21,Local-gov,Local-gov,339442,399455,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,47,United-States,United-States,<=50K,<=50K
28,32,Local-gov,Private,168065,345363,Masters,Bachelors,14,13,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,38,United-States,United-States,<=50K,>50K
59,20,Private,Federal-gov,47534,44121,Masters,Some-college,14,10,Divorced,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,45,42,United-States,United-States,>50K,<=50K
54,28,Local-gov,Private,116428,199513,10th,Some-college,6,10,Married-civ-spouse,Divorced,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
25,24,Private,Private,121789,188119,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,38,34,United-States,United-States,<=50K,<=50K
29,27,State-gov,Private,143139,176690,10th,HS-grad,6,9,Never-married,Never-married,Craft-repair,Other-service,Unmarried,Husband,White,White,Male,Male,0,0,0,0,40,41,United-States,United-States,<=50K,<=50K
18,24,Private,Private,187790,308995,HS-grad,HS-grad,9,9,Never-married,Never-married,Adm-clerical,Transport-moving,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
31,61,Private,Private,140559,41879,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Other-service,Farming-fishing,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,28,United-States,United-States,<=50K,<=50K
17,30,Private,?,184025,50018,11th,HS-grad,7,9,Never-married,Never-married,Handlers-cleaners,Exec-managerial,Own-child,Husband,White,White,Male,Female,0,0,0,0,16,32,United-States,United-States,<=50K,<=50K
47,35,Private,?,257824,36556,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Husband,White,White,Male,Male,0,0,0,0,45,23,United-States,United-States,>50K,<=50K
42,40,Private,Federal-gov,89226,324023,HS-grad,Prof-school,9,15,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Female,7688,0,0,0,40,41,Greece,United-States,>50K,>50K
21,32,Private,Private,145917,124420,Some-college,Bachelors,10,13,Never-married,Never-married,Adm-clerical,Adm-clerical,Own-child,Husband,White,White,Female,Female,0,0,0,0,20,34,United-States,United-States,<=50K,<=50K
32,37,Private,Private,207301,318002,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Sales,Prof-specialty,Wife,Husband,White,White,Female,Female,0,0,0,0,40,39,United-States,United-States,<=50K,>50K
51,27,Private,Private,135388,338816,12th,HS-grad,8,9,Widowed,Never-married,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,Black,Male,Male,0,0,1564,0,40,48,United-States,United-States,>50K,<=50K
24,34,Private,Private,266467,176286,Assoc-voc,Some-college,11,10,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
60,32,Private,Private,200047,198466,Masters,Assoc-acdm,14,12,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
29,58,Federal-gov,Private,121040,212780,HS-grad,HS-grad,9,13,Divorced,Never-married,Adm-clerical,Sales,Not-in-family,Husband,Black,White,Female,Male,0,15024,0,0,40,32,United-States,Iran,<=50K,>50K
24,45,Private,Private,199694,173020,Assoc-acdm,Bachelors,12,13,Never-married,Divorced,Handlers-cleaners,Other-service,Own-child,Husband,White,White,Male,Female,0,0,0,0,30,55,United-States,United-States,<=50K,>50K
43,25,Private,Private,301007,345363,Masters,Some-college,14,9,Married-civ-spouse,Never-married,Exec-managerial,Handlers-cleaners,Husband,Husband,White,White,Male,Male,7298,0,0,0,50,47,United-States,United-States,>50K,<=50K
64,39,Self-emp-not-inc,Private,253759,342121,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,0,1977,0,50,7,United-States,United-States,>50K,<=50K
53,25,Private,Private,120839,137618,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
64,25,State-gov,Private,33342,170504,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,Black,Female,Female,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
41,33,Private,State-gov,205195,68748,Assoc-acdm,HS-grad,12,9,Divorced,Never-married,Sales,Other-service,Not-in-family,Husband,White,White,Male,Male,0,2174,0,0,40,38,United-States,United-States,<=50K,<=50K
30,29,Private,State-gov,362873,138022,Bachelors,Masters,13,14,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,40,14,El-Salvador,Taiwan,<=50K,<=50K
25,61,Private,Self-emp-not-inc,104614,354405,HS-grad,HS-grad,9,9,Never-married,Never-married,Protective-serv,Other-service,Unmarried,Husband,White,White,Female,Female,0,0,0,0,25,16,United-States,United-States,<=50K,<=50K
27,30,Self-emp-not-inc,Private,32280,130834,HS-grad,HS-grad,9,9,Never-married,Married-spouse-absent,Farming-fishing,Sales,Unmarried,Husband,White,White,Male,Female,0,0,0,0,50,45,United-States,United-States,<=50K,>50K
30,45,Private,Self-emp-not-inc,191777,362883,12th,HS-grad,8,9,Never-married,Never-married,Other-service,Craft-repair,Own-child,Husband,Black,White,Female,Male,0,0,0,0,20,52,?,United-States,<=50K,>50K
39,48,Private,Private,144169,52184,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,40,20,United-States,United-States,<=50K,<=50K
28,37,Private,Private,264076,149981,HS-grad,Assoc-acdm,9,14,Never-married,Never-married,Adm-clerical,Sales,Not-in-family,Husband,White,Asian-Pac-Islander,Female,Male,0,0,0,0,40,34,United-States,China,<=50K,<=50K
33,38,Private,Private,119164,99212,Masters,Bachelors,14,13,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,50,48,United-States,United-States,<=50K,<=50K
41,38,Private,Private,126845,293565,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Adm-clerical,Transport-moving,Husband,Husband,White,Black,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
24,18,Private,Private,228395,217647,Bachelors,HS-grad,13,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,Black,White,Female,Male,0,0,0,0,40,42,United-States,Mexico,<=50K,<=50K
32,28,Private,Private,242654,156800,Some-college,HS-grad,10,9,Divorced,Never-married,Sales,Handlers-cleaners,Unmarried,Husband,Black,White,Female,Male,0,0,1138,0,40,34,Honduras,United-States,<=50K,<=50K
69,44,Self-emp-not-inc,Private,30951,331556,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Separated,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,20,48,United-States,United-States,<=50K,>50K
36,20,Private,Private,48855,289890,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,38,16,United-States,United-States,>50K,<=50K
57,41,Self-emp-not-inc,Private,50791,105694,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,1055,0,0,20,42,United-States,United-States,<=50K,<=50K
58,29,Local-gov,Private,248739,23892,HS-grad,Some-college,9,10,Never-married,Separated,Other-service,Other-service,Not-in-family,Husband,White,Amer-Indian-Eskimo,Male,Female,0,0,0,0,40,46,United-States,United-States,<=50K,<=50K
26,38,Private,Private,165418,271795,Assoc-acdm,12th,12,13,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,41,United-States,United-States,<=50K,>50K
17,56,Private,Private,79464,231180,11th,HS-grad,7,9,Never-married,Never-married,Adm-clerical,Exec-managerial,Own-child,Husband,White,White,Female,Female,0,0,0,0,12,34,United-States,United-States,<=50K,<=50K
36,24,Local-gov,Private,321247,312634,11th,11th,7,7,Married-civ-spouse,Never-married,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,Mexico,<=50K,<=50K
44,25,Private,Private,104269,114537,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,32,United-States,United-States,>50K,<=50K
39,40,Self-emp-inc,Private,129573,162236,Assoc-acdm,Bachelors,12,13,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,45,34,United-States,United-States,<=50K,<=50K
41,17,Private,Private,222142,168782,Some-college,7th-8th,10,4,Married-civ-spouse,Never-married,Craft-repair,?,Husband,Husband,White,White,Male,Male,3464,0,0,0,40,38,United-States,United-States,<=50K,<=50K
24,41,Private,Local-gov,126613,142751,11th,Masters,7,14,Never-married,Separated,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,9562,0,0,20,38,United-States,United-States,<=50K,>50K
54,67,Private,Private,145548,239877,HS-grad,HS-grad,9,9,Married-civ-spouse,Separated,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,3471,0,0,40,32,United-States,England,<=50K,<=50K
26,54,Private,Local-gov,331861,103948,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,30,39,United-States,United-States,<=50K,<=50K
39,20,Private,Private,156261,61040,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Transport-moving,Unmarried,Husband,White,White,Female,Male,0,0,0,0,38,20,United-States,United-States,<=50K,<=50K
27,35,Private,Private,173944,292023,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,>50K,<=50K
25,25,Private,Private,69739,102493,10th,Some-college,6,10,Never-married,Never-married,Machine-op-inspct,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,32,Portugal,United-States,<=50K,<=50K
32,55,Private,Private,266345,144515,Some-college,HS-grad,10,9,Never-married,Divorced,Tech-support,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,1974,40,39,United-States,United-States,<=50K,<=50K
30,44,Private,Local-gov,278006,287320,HS-grad,Some-college,9,14,Divorced,Separated,Tech-support,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
50,28,Self-emp-inc,Private,82578,115585,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,>50K,<=50K
66,28,Private,Private,154164,239529,Assoc-acdm,HS-grad,12,9,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,7,34,?,United-States,<=50K,<=50K
25,38,Private,Private,250038,401690,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,55,United-States,United-States,>50K,<=50K
48,20,Private,Private,175468,177087,HS-grad,Some-college,9,9,Married-spouse-absent,Never-married,Other-service,Transport-moving,Unmarried,Husband,White,White,Female,Male,0,0,0,0,16,42,United-States,United-States,<=50K,<=50K
23,28,State-gov,Private,435835,125832,Bachelors,10th,13,6,Never-married,Never-married,Prof-specialty,Craft-repair,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,7,56,United-States,Guatemala,<=50K,<=50K
70,25,Private,Private,135601,142675,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,20051,0,0,0,35,38,United-States,?,>50K,<=50K
20,39,State-gov,State-gov,162945,170504,Some-college,Masters,10,14,Never-married,Divorced,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
18,61,Private,?,244115,272411,11th,Some-college,7,4,Never-married,Divorced,Other-service,?,Own-child,Husband,Black,White,Male,Female,0,0,0,0,16,32,United-States,United-States,<=50K,<=50K
29,40,Private,Private,351902,153588,HS-grad,Bachelors,9,13,Divorced,Never-married,Sales,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,34,41,United-States,United-States,<=50K,<=50K
33,34,Private,Private,291414,186350,11th,9th,7,5,Married-civ-spouse,Never-married,Handlers-cleaners,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,0,0,0,40,37,United-States,United-States,<=50K,<=50K
27,18,Private,Private,278736,188409,12th,HS-grad,8,8,Never-married,Never-married,Handlers-cleaners,Other-service,Other-relative,Husband,White,White,Male,Female,0,0,0,0,40,25,Mexico,United-States,<=50K,<=50K
44,50,Private,State-gov,138975,337575,HS-grad,Some-college,9,10,Never-married,Divorced,Transport-moving,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,50,34,United-States,United-States,<=50K,<=50K
32,51,Private,Private,165295,191389,5th-6th,HS-grad,3,9,Never-married,Divorced,Other-service,Machine-op-inspct,Not-in-family,Husband,White,Black,Female,Female,0,0,0,0,40,39,Mexico,United-States,<=50K,<=50K
49,59,Self-emp-inc,Private,93557,66634,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Never-married,Exec-managerial,Priv-house-serv,Husband,Husband,White,White,Male,Female,0,0,0,0,45,13,United-States,United-States,>50K,<=50K
66,33,Self-emp-not-inc,Private,176315,175759,Bachelors,Assoc-voc,13,11,Divorced,Never-married,Sales,Craft-repair,Not-in-family,Husband,White,White,Male,Female,401,0,0,0,20,62,United-States,United-States,<=50K,<=50K
35,37,Private,Private,187167,80249,HS-grad,Some-college,9,10,Never-married,Never-married,Adm-clerical,Sales,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,48,United-States,United-States,<=50K,>50K
24,28,Private,Private,241582,410034,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Other-service,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,33,7,United-States,United-States,<=50K,<=50K
31,22,Private,Private,247328,319163,11th,Some-college,7,10,Married-civ-spouse,Never-married,Protective-serv,Transport-moving,Husband,Husband,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
75,35,Self-emp-not-inc,Private,157778,127712,Assoc-voc,1st-4th,11,2,Divorced,Never-married,Prof-specialty,Other-service,Not-in-family,Husband,White,White,Female,Female,15831,0,0,0,50,42,United-States,Mexico,>50K,<=50K
66,38,Self-emp-not-inc,Private,67765,308673,11th,11th,7,10,Widowed,Never-married,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,84,38,United-States,United-States,>50K,<=50K
19,33,?,Private,229431,120450,Some-college,Some-college,10,10,Never-married,Never-married,?,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
46,22,Private,Private,192203,268234,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Handlers-cleaners,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
31,50,Private,Private,93326,255348,Some-college,Some-college,10,10,Separated,Never-married,Adm-clerical,Craft-repair,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
46,45,Private,Self-emp-not-inc,118889,213385,HS-grad,Assoc-acdm,9,14,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,68,64,United-States,United-States,>50K,>50K
29,25,State-gov,Private,237028,320425,HS-grad,HS-grad,9,9,Never-married,Never-married,Adm-clerical,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,46,United-States,United-States,<=50K,<=50K
63,48,Private,Private,156127,125832,Some-college,Assoc-acdm,10,12,Married-civ-spouse,Never-married,Handlers-cleaners,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,45,41,United-States,United-States,<=50K,<=50K
46,29,Private,Private,151325,158177,10th,HS-grad,6,9,Married-civ-spouse,Never-married,Craft-repair,Farming-fishing,Husband,Husband,White,White,Male,Male,0,0,0,0,40,33,United-States,United-States,<=50K,<=50K
52,27,Private,State-gov,311350,561334,HS-grad,Bachelors,9,13,Divorced,Never-married,Transport-moving,Protective-serv,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,50,56,United-States,United-States,<=50K,<=50K
44,54,Self-emp-not-inc,Private,273465,38352,Assoc-acdm,HS-grad,12,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,50,42,United-States,United-States,<=50K,<=50K
66,62,Private,Private,172646,139157,5th-6th,Some-college,3,13,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,1173,0,0,0,12,45,United-States,United-States,<=50K,>50K
51,51,Private,Private,379797,229472,10th,HS-grad,6,9,Married-civ-spouse,Separated,Machine-op-inspct,Sales,Husband,Husband,Black,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
38,29,Private,Private,131827,496743,Bachelors,Doctorate,13,16,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,70,34,United-States,?,<=50K,<=50K
26,24,State-gov,Private,158734,19410,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,46,United-States,United-States,<=50K,<=50K
35,65,Private,?,233533,29152,Bachelors,9th,13,5,Married-civ-spouse,Never-married,Sales,?,Husband,Husband,White,White,Male,Female,0,0,0,0,42,23,United-States,United-States,<=50K,<=50K
48,27,Private,Private,246367,181307,Some-college,Some-college,10,10,Widowed,Never-married,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,50,39,United-States,United-States,<=50K,<=50K
42,67,Local-gov,?,142049,272669,Some-college,Assoc-voc,10,12,Divorced,Never-married,Tech-support,?,Unmarried,Husband,White,White,Female,Female,0,0,0,0,32,16,United-States,United-States,<=50K,<=50K
50,22,Private,?,101119,194031,10th,Some-college,6,10,Married-civ-spouse,Never-married,Transport-moving,?,Husband,Husband,White,White,Male,Female,0,0,0,0,40,21,United-States,United-States,<=50K,<=50K
26,39,Private,Local-gov,104830,144937,Masters,Masters,14,14,Never-married,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,594,0,0,0,35,45,United-States,United-States,<=50K,<=50K
42,53,Private,Private,173981,156383,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,19,Italy,United-States,>50K,<=50K
63,34,Private,Private,195338,171472,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Female,15024,0,0,0,45,32,United-States,United-States,>50K,<=50K
18,21,Private,Private,64253,232586,11th,HS-grad,7,9,Never-married,Never-married,Sales,Handlers-cleaners,Own-child,Husband,Black,White,Female,Male,0,0,0,0,20,34,United-States,United-States,<=50K,<=50K
56,43,Private,Private,182062,161950,HS-grad,11th,9,7,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,48,23,United-States,United-States,>50K,<=50K
