age,age_nocapital_gain,workclass,workclass_nocapital_gain,fnlwgt,fnlwgt_nocapital_gain,education,education_nocapital_gain,education_num,education_num_nocapital_gain,marital_status,marital_status_nocapital_gain,occupation,occupation_nocapital_gain,relationship,relationship_nocapital_gain,race,race_nocapital_gain,sex,sex_nocapital_gain,capital_gain,capital_gain_nocapital_gain,capital_loss,capital_loss_nocapital_gain,hours_per_week,hours_per_week_nocapital_gain,native_country,native_country_nocapital_gain,income_per_year,income_per_year_nocapital_gain
39,44,Self-emp-inc,Private,128715,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Other-relative,White,White,Male,Female,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
30,44,Private,Private,180168,172354,Bachelors,HS-grad,13,10,Divorced,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
44,44,Self-emp-not-inc,Private,270495,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Other-service,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
44,44,Private,Private,191196,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,>50K,<=50K
28,44,State-gov,Private,624572,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Craft-repair,Own-child,Own-child,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,44,Private,Private,488706,172354,1st-4th,Bachelors,2,10,Married-civ-spouse,Divorced,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,40,Mexico,United-States,<=50K,<=50K
43,44,Self-emp-not-inc,Private,52131,172354,Prof-school,Some-college,15,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,1902,0,50,40,United-States,United-States,>50K,<=50K
38,44,Private,Private,134635,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Own-child,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
41,44,Private,Self-emp-not-inc,197033,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
36,44,Private,Private,112576,172354,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Unmarried,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
32,44,Private,Private,134737,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,42,40,United-States,United-States,<=50K,<=50K
45,44,Private,Private,154237,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Handlers-cleaners,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
30,44,Private,Local-gov,103200,172354,Masters,Bachelors,14,10,Married-spouse-absent,Divorced,Prof-specialty,Sales,Not-in-family,Unmarried,Asian-Pac-Islander,Black,Female,Male,0,0,0,0,40,40,Taiwan,United-States,<=50K,>50K
25,44,Private,Private,179599,172354,9th,Some-college,5,10,Never-married,Divorced,Machine-op-inspct,Craft-repair,Not-in-family,Wife,White,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
57,44,?,Private,274900,172354,7th-8th,Some-college,4,10,Married-civ-spouse,Divorced,?,Sales,Other-relative,Husband,White,Black,Male,Female,0,0,0,0,45,40,Dominican-Republic,United-States,<=50K,<=50K
21,44,Private,Private,138580,172354,12th,Bachelors,8,10,Never-married,Divorced,Machine-op-inspct,Adm-clerical,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,44,Local-gov,Private,187034,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Exec-managerial,Craft-repair,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
19,44,Private,Local-gov,263568,172354,10th,HS-grad,6,10,Never-married,Divorced,Handlers-cleaners,Craft-repair,Own-child,Unmarried,White,White,Male,Female,594,0,0,0,35,40,United-States,United-States,<=50K,<=50K
21,44,Private,Private,142332,172354,12th,HS-grad,8,10,Never-married,Divorced,Machine-op-inspct,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
40,44,Private,Private,174090,172354,Assoc-voc,HS-grad,11,10,Never-married,Divorced,Sales,Machine-op-inspct,Unmarried,Wife,White,White,Female,Male,4687,0,0,0,50,40,United-States,United-States,>50K,>50K
38,44,Federal-gov,Private,103323,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Protective-serv,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,>50K,<=50K
24,44,Private,Private,108670,172354,Assoc-voc,Bachelors,11,10,Never-married,Divorced,Other-service,Prof-specialty,Unmarried,Unmarried,White,White,Female,Male,0,0,0,0,32,40,United-States,United-States,<=50K,>50K
18,44,?,Private,326640,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,?,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
54,44,Private,Private,99185,172354,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Husband,Other-relative,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
29,44,Private,Private,365328,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Wife,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
19,44,Federal-gov,Private,53220,172354,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,Other-service,Own-child,Husband,Black,White,Female,Female,0,0,1602,0,20,40,United-States,United-States,<=50K,<=50K
22,44,Private,Private,369084,172354,Some-college,Some-college,10,10,Never-married,Divorced,Craft-repair,Adm-clerical,Own-child,Own-child,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
48,44,Federal-gov,Private,55377,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Husband,Black,White,Male,Male,0,0,0,0,55,40,Jamaica,United-States,>50K,>50K
64,44,Private,Private,271094,172354,Bachelors,Bachelors,13,10,Divorced,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,20,40,United-States,United-States,<=50K,>50K
27,44,Private,Private,165014,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Sales,Machine-op-inspct,Own-child,Husband,Other,White,Female,Male,0,0,0,0,11,40,Mexico,United-States,<=50K,>50K
40,44,Local-gov,Self-emp-not-inc,284086,172354,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,7688,0,0,0,40,40,United-States,United-States,>50K,>50K
47,44,Federal-gov,Private,186256,172354,Assoc-acdm,HS-grad,12,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Wife,White,White,Male,Male,15024,0,0,0,40,40,United-States,United-States,>50K,<=50K
19,44,Private,Local-gov,84250,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Sales,Exec-managerial,Own-child,Husband,White,White,Female,Female,0,0,0,0,22,40,United-States,United-States,<=50K,<=50K
39,44,Private,Private,189404,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Tech-support,Sales,Husband,Unmarried,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
34,44,Private,Private,152667,172354,12th,Some-college,8,10,Never-married,Divorced,Other-service,Machine-op-inspct,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
36,44,Private,Private,239755,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
44,44,Private,Private,271756,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Adm-clerical,Other-service,Husband,Husband,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
23,44,Private,Self-emp-not-inc,332657,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
36,44,Private,Private,141029,172354,HS-grad,Bachelors,9,10,Separated,Divorced,Craft-repair,Craft-repair,Unmarried,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
27,44,Private,Private,41281,172354,Masters,Bachelors,14,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,65,40,United-States,United-States,<=50K,<=50K
41,44,Federal-gov,Private,27444,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
20,44,Private,Private,267945,172354,Some-college,Some-college,10,10,Never-married,Divorced,Sales,Exec-managerial,Own-child,Unmarried,White,White,Female,Female,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
30,44,Private,Private,177675,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Machine-op-inspct,Craft-repair,Other-relative,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
20,44,Private,Private,135716,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Handlers-cleaners,Sales,Own-child,Unmarried,White,White,Male,Male,0,0,0,0,44,40,United-States,United-States,<=50K,<=50K
40,44,Private,Private,91355,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
47,44,Self-emp-not-inc,Self-emp-not-inc,53292,172354,Assoc-acdm,HS-grad,12,10,Widowed,Divorced,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
51,44,Private,Private,256466,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Adm-clerical,Adm-clerical,Husband,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,50,40,Philippines,United-States,<=50K,<=50K
40,44,Private,Private,126701,172354,Assoc-voc,HS-grad,11,10,Divorced,Divorced,Sales,Sales,Not-in-family,Husband,White,Black,Male,Male,13550,0,0,0,50,40,United-States,United-States,>50K,<=50K
25,44,Private,Private,64671,172354,1st-4th,HS-grad,2,10,Never-married,Divorced,Other-service,Other-service,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Female,0,0,0,0,40,40,Philippines,United-States,<=50K,<=50K
50,44,Without-pay,Private,123004,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Sales,Own-child,Other-relative,White,White,Female,Female,0,0,1887,0,40,40,United-States,United-States,>50K,<=50K
26,44,Private,Private,167350,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,>50K
62,44,State-gov,Private,160062,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Transport-moving,Sales,Husband,Wife,White,White,Male,Female,0,0,0,0,44,40,United-States,United-States,<=50K,<=50K
34,44,Private,Private,35683,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Machine-op-inspct,Craft-repair,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
28,44,Private,Private,146565,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Craft-repair,Not-in-family,Husband,White,Black,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
37,44,Self-emp-not-inc,Private,168166,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Sales,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
34,44,Private,Local-gov,117779,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Adm-clerical,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,2977,0,0,0,65,40,United-States,United-States,<=50K,<=50K
58,44,Local-gov,Private,310085,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
26,44,Private,Local-gov,262413,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,Handlers-cleaners,Other-service,Own-child,Own-child,White,White,Female,Male,0,0,0,0,40,40,Italy,United-States,<=50K,<=50K
56,44,Private,Private,152874,172354,Bachelors,Some-college,13,10,Divorced,Divorced,Prof-specialty,Adm-clerical,Unmarried,Own-child,Black,White,Female,Female,0,0,1741,0,40,40,United-States,United-States,<=50K,<=50K
29,44,Private,Private,35314,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Adm-clerical,Adm-clerical,Unmarried,Unmarried,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
37,44,Private,Local-gov,32719,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Wife,Unmarried,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,>50K,>50K
37,44,Private,Private,224566,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
20,44,Private,Private,190290,172354,Some-college,Some-college,10,10,Never-married,Divorced,Transport-moving,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,1602,0,40,40,United-States,United-States,<=50K,<=50K
26,44,Private,Private,331806,172354,HS-grad,Some-college,9,10,Never-married,Divorced,Transport-moving,Other-service,Not-in-family,Own-child,Black,White,Male,Male,0,0,0,0,37,40,United-States,United-States,<=50K,<=50K
45,44,Self-emp-inc,Private,328610,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,55,40,United-States,United-States,>50K,>50K
20,44,Private,Private,221533,172354,11th,HS-grad,7,10,Never-married,Divorced,Craft-repair,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
35,44,Private,Private,350169,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,38,40,Japan,United-States,<=50K,<=50K
29,44,Private,Private,125131,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Wife,Unmarried,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
71,44,?,Private,158437,172354,5th-6th,HS-grad,3,10,Married-civ-spouse,Divorced,?,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,Hungary,United-States,<=50K,<=50K
37,44,Private,Private,180714,172354,HS-grad,Some-college,9,10,Never-married,Divorced,Other-service,Exec-managerial,Unmarried,Not-in-family,Black,White,Male,Male,0,0,0,0,48,40,United-States,United-States,<=50K,<=50K
40,44,Private,Private,284086,172354,9th,Some-college,5,10,Divorced,Divorced,Transport-moving,Other-service,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
33,44,Private,Private,119422,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
22,44,?,Private,327060,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,?,Adm-clerical,Unmarried,Husband,Black,White,Male,Male,0,0,0,0,8,40,United-States,United-States,<=50K,<=50K
32,44,Private,Private,171813,172354,Bachelors,HS-grad,13,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
39,44,Local-gov,Private,20308,172354,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
17,44,?,Private,45037,172354,10th,Some-college,6,10,Never-married,Divorced,?,Prof-specialty,Own-child,Wife,White,White,Female,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
53,44,Private,Private,139157,172354,5th-6th,HS-grad,3,10,Married-civ-spouse,Divorced,Machine-op-inspct,?,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
33,44,Private,Private,228931,172354,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,7298,0,0,0,40,40,United-States,United-States,>50K,<=50K
60,44,Private,Private,220729,172354,7th-8th,HS-grad,4,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
43,44,Self-emp-not-inc,Private,147230,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
29,44,Private,Private,79586,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,0,0,0,65,40,United-States,United-States,<=50K,<=50K
40,44,Self-emp-inc,Self-emp-not-inc,279914,172354,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,0,2415,0,40,40,United-States,United-States,>50K,<=50K
62,44,Private,?,142769,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Protective-serv,?,Husband,Unmarried,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
30,44,Private,Private,226525,172354,10th,HS-grad,6,10,Divorced,Divorced,Transport-moving,Sales,Own-child,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
18,44,Private,Private,178759,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Sales,Machine-op-inspct,Own-child,Husband,White,White,Female,Female,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
49,44,Private,Local-gov,106705,172354,Some-college,Bachelors,10,10,Separated,Divorced,Sales,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,0,0,0,36,40,United-States,United-States,<=50K,<=50K
57,44,Private,Private,194161,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,42,40,Italy,United-States,>50K,<=50K
37,44,Private,Local-gov,225385,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
66,44,Self-emp-not-inc,Private,331960,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
50,44,Private,Private,156877,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
24,44,Private,Private,271354,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Other-service,Exec-managerial,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,44,Private,Private,33117,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
38,44,Private,Private,212437,172354,Assoc-acdm,Bachelors,12,10,Never-married,Divorced,Other-service,Exec-managerial,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
37,44,Private,Private,121228,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Machine-op-inspct,Adm-clerical,Unmarried,Husband,White,White,Male,Female,0,0,1726,0,50,40,United-States,United-States,<=50K,<=50K
62,44,Self-emp-not-inc,Private,142139,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
54,44,Private,Local-gov,165001,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Other-relative,White,White,Male,Female,0,0,0,0,48,40,United-States,United-States,>50K,>50K
56,44,Local-gov,Private,294623,172354,5th-6th,Bachelors,3,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
24,44,Local-gov,Private,244413,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Husband,Black,White,Male,Male,0,0,0,0,35,40,Dominican-Republic,United-States,<=50K,<=50K
29,44,Private,Private,146014,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Craft-repair,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
53,44,Self-emp-not-inc,Private,197014,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Craft-repair,Adm-clerical,Not-in-family,Own-child,White,Black,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
56,44,Self-emp-not-inc,Private,169528,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
60,44,?,Private,162397,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,0,0,0,2,40,United-States,United-States,<=50K,<=50K
38,44,Self-emp-not-inc,Private,154641,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Farming-fishing,Sales,Husband,Husband,White,Black,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
52,44,Private,?,251585,172354,10th,HS-grad,6,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Wife,White,White,Male,Female,0,0,0,0,55,40,United-States,United-States,<=50K,>50K
28,44,Private,Private,46322,172354,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Adm-clerical,Craft-repair,Not-in-family,Not-in-family,Black,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
46,44,Local-gov,Private,197042,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Wife,Husband,White,White,Female,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
43,44,Private,Local-gov,111829,172354,Assoc-voc,HS-grad,11,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
24,44,Local-gov,?,229005,172354,Some-college,Bachelors,10,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
64,44,Private,Private,298546,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,70,40,United-States,United-States,<=50K,<=50K
43,44,Federal-gov,Private,111483,172354,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Husband,White,Black,Male,Male,3103,0,0,0,40,40,United-States,United-States,>50K,<=50K
64,44,Private,Private,104973,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
40,44,Private,Private,383300,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
38,44,Private,Private,135162,172354,1st-4th,Some-college,2,10,Married-spouse-absent,Divorced,Adm-clerical,?,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,40,?,United-States,<=50K,>50K
36,44,Private,Private,87520,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Other-service,Craft-repair,Other-relative,Not-in-family,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,44,Private,Private,183258,172354,HS-grad,Some-college,9,10,Never-married,Divorced,Craft-repair,Sales,Own-child,Husband,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,44,Private,Private,206546,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,24,40,United-States,United-States,<=50K,<=50K
55,44,Private,Private,199212,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,5178,0,0,0,40,40,United-States,United-States,>50K,<=50K
41,44,Local-gov,Private,207685,172354,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,61,40,United-States,United-States,>50K,<=50K
36,44,Private,?,213277,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
23,44,Private,Private,129980,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Handlers-cleaners,Prof-specialty,Other-relative,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
28,44,Private,Private,118089,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,4386,0,0,0,45,40,United-States,United-States,>50K,<=50K
34,44,Self-emp-not-inc,?,236391,172354,11th,HS-grad,7,10,Married-civ-spouse,Divorced,Sales,?,Wife,Not-in-family,White,White,Female,Female,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
49,44,Private,Private,209057,172354,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,60,40,United-States,United-States,>50K,>50K
47,44,Private,Private,98044,172354,Preschool,HS-grad,1,10,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,25,40,El-Salvador,United-States,<=50K,<=50K
