age,age_nofnlwgt,workclass,workclass_nofnlwgt,fnlwgt,fnlwgt_nofnlwgt,education,education_nofnlwgt,education_num,education_num_nofnlwgt,marital_status,marital_status_nofnlwgt,occupation,occupation_nofnlwgt,relationship,relationship_nofnlwgt,race,race_nofnlwgt,sex,sex_nofnlwgt,capital_gain,capital_gain_nofnlwgt,capital_loss,capital_loss_nofnlwgt,hours_per_week,hours_per_week_nofnlwgt,native_country,native_country_nofnlwgt,income_per_year,income_per_year_nofnlwgt
43,39,Private,Private,230684,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
43,39,Local-gov,Private,192381,192779,Bachelors,HS-grad,13,9,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
37,39,Private,Private,397752,192779,HS-grad,Bachelors,9,9,Married-spouse-absent,Married-civ-spouse,Farming-fishing,Adm-clerical,Other-relative,Husband,White,White,Male,Male,0,3325,0,0,12,39,Mexico,United-States,<=50K,>50K
52,39,State-gov,Private,120173,192779,7th-8th,Some-college,4,9,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
22,39,Private,Private,228394,192779,HS-grad,HS-grad,9,9,Never-married,Never-married,Other-service,Handlers-cleaners,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
83,39,Private,Private,186112,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
21,39,Private,Local-gov,272237,192779,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Husband,White,White,Male,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
45,39,Federal-gov,Private,169711,192779,Assoc-acdm,11th,12,9,Married-civ-spouse,Separated,Protective-serv,Other-service,Husband,Not-in-family,White,Black,Male,Male,15024,3325,0,0,72,39,United-States,United-States,>50K,<=50K
40,39,Self-emp-not-inc,Private,172560,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
61,39,Private,Private,213700,192779,Bachelors,Masters,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3325,0,0,32,39,United-States,United-States,>50K,>50K
23,39,Private,Private,181820,192779,Bachelors,Some-college,13,9,Never-married,Separated,Adm-clerical,Other-service,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
19,39,Private,Private,120361,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Own-child,Husband,Black,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
47,39,Local-gov,Private,169324,192779,Masters,11th,14,9,Married-civ-spouse,Divorced,Prof-specialty,?,Wife,Unmarried,Black,White,Female,Female,4386,3325,0,0,35,39,United-States,United-States,>50K,<=50K
32,39,Private,Private,262092,192779,Bachelors,Masters,13,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Female,7298,3325,0,0,50,39,United-States,United-States,>50K,<=50K
24,39,Private,Private,143436,192779,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Prof-specialty,Sales,Own-child,Husband,Other,Black,Female,Male,0,3325,0,0,10,39,?,United-States,<=50K,<=50K
43,39,Private,Private,147099,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Husband,White,Black,Female,Male,0,3325,0,0,30,39,United-States,United-States,>50K,<=50K
55,39,Private,Private,138594,192779,Doctorate,HS-grad,16,9,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Male,0,3325,0,0,56,39,United-States,United-States,>50K,<=50K
58,39,Self-emp-not-inc,Private,100606,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Other-relative,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
25,39,Private,Private,350850,192779,7th-8th,Some-college,4,9,Married-civ-spouse,Divorced,Farming-fishing,Machine-op-inspct,Husband,Own-child,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
23,39,Private,Self-emp-not-inc,66432,192779,Some-college,HS-grad,10,9,Separated,Married-spouse-absent,Sales,Adm-clerical,Unmarried,Not-in-family,Black,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,>50K
44,39,Local-gov,Self-emp-not-inc,229148,192779,Some-college,Some-college,10,9,Married-civ-spouse,Never-married,Handlers-cleaners,?,Husband,Own-child,Black,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
20,39,Private,Private,236601,192779,Some-college,HS-grad,10,9,Never-married,Widowed,Sales,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
46,39,Private,Private,144844,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Own-child,White,White,Male,Male,0,3325,0,0,42,39,United-States,United-States,<=50K,<=50K
19,39,Private,Private,366088,192779,9th,HS-grad,5,9,Never-married,Never-married,Machine-op-inspct,Other-service,Own-child,Unmarried,White,Black,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
37,39,Private,Self-emp-inc,162164,192779,HS-grad,Masters,9,9,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
22,39,Private,Private,442478,192779,Some-college,Some-college,10,9,Never-married,Never-married,Sales,Sales,Own-child,Not-in-family,White,White,Male,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
25,39,Private,Private,181814,192779,11th,HS-grad,7,9,Married-civ-spouse,Never-married,Adm-clerical,Handlers-cleaners,Own-child,Other-relative,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
49,39,Private,Private,175109,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,Black,Male,Male,5178,3325,0,0,40,39,United-States,United-States,>50K,>50K
34,39,Self-emp-inc,Private,152109,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
47,39,Private,Private,246891,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,15024,3325,0,0,45,39,United-States,United-States,>50K,<=50K
30,39,Private,Private,164802,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Not-in-family,Other,Black,Female,Female,8614,3325,0,0,40,39,India,United-States,>50K,<=50K
21,39,Private,Private,57711,192779,HS-grad,7th-8th,9,9,Never-married,Never-married,Priv-house-serv,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Local-gov,Private,117789,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
67,39,Private,Private,120900,192779,7th-8th,HS-grad,4,9,Widowed,Married-civ-spouse,Other-service,Other-service,Not-in-family,Not-in-family,White,Black,Female,Male,0,3325,0,0,12,39,United-States,United-States,<=50K,<=50K
28,39,Private,Local-gov,114673,192779,Masters,Some-college,14,9,Never-married,Never-married,Prof-specialty,Exec-managerial,Unmarried,Not-in-family,Amer-Indian-Eskimo,Black,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
45,39,Private,Private,78529,192779,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,>50K
46,39,Private,Private,282165,192779,HS-grad,Masters,9,9,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
48,39,Private,Private,149337,192779,Some-college,Masters,10,9,Divorced,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
56,39,Private,Private,250517,192779,Assoc-voc,Masters,11,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,>50K
65,39,?,Private,76131,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Protective-serv,Unmarried,Husband,Asian-Pac-Islander,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
40,39,Private,Local-gov,352971,192779,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,60,39,United-States,United-States,>50K,<=50K
20,39,?,Private,243981,192779,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Other-service,Own-child,Not-in-family,Black,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
55,39,?,Private,421228,192779,Masters,9th,14,9,Married-civ-spouse,Never-married,?,Adm-clerical,Wife,Other-relative,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
56,39,Private,Private,94156,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,>50K
35,39,Private,Private,306868,192779,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Female,0,3325,0,0,65,39,United-States,United-States,<=50K,<=50K
43,39,Private,Self-emp-not-inc,187164,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,179415,192779,10th,Some-college,6,9,Married-civ-spouse,Never-married,Handlers-cleaners,Sales,Other-relative,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
64,39,Private,Private,45776,192779,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3325,1762,0,79,39,United-States,United-States,<=50K,<=50K
62,39,Private,Private,256723,192779,Some-college,Some-college,10,9,Divorced,Separated,Farming-fishing,Sales,Not-in-family,Own-child,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
53,39,Private,Private,31909,192779,Assoc-voc,Bachelors,11,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,>50K,<=50K
68,39,Private,Private,90526,192779,12th,Masters,8,9,Married-civ-spouse,Divorced,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,>50K
35,39,?,Private,127306,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,?,Sales,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
24,39,Private,Private,179423,192779,Bachelors,Assoc-voc,13,9,Never-married,Divorced,Prof-specialty,Craft-repair,Other-relative,Unmarried,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
39,39,Private,Private,140169,192779,10th,11th,6,9,Separated,Married-civ-spouse,Other-service,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,Mexico,United-States,<=50K,<=50K
29,39,Private,Self-emp-inc,37359,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Not-in-family,White,White,Male,Male,7298,3325,0,0,40,39,United-States,United-States,>50K,>50K
24,39,Private,Private,125813,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Wife,Unmarried,Amer-Indian-Eskimo,Black,Female,Female,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,209415,192779,10th,HS-grad,6,9,Divorced,Married-civ-spouse,Protective-serv,Adm-clerical,Not-in-family,Husband,White,Black,Female,Male,0,3325,0,0,32,39,United-States,United-States,<=50K,<=50K
41,39,Private,Private,206619,192779,HS-grad,11th,9,9,Divorced,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
48,39,Private,Private,283737,192779,Masters,HS-grad,14,9,Divorced,Never-married,Exec-managerial,Other-service,Not-in-family,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
47,39,Private,Private,162187,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-spouse-absent,Sales,Sales,Husband,Own-child,White,Black,Male,Female,0,3325,0,0,45,39,United-States,United-States,>50K,<=50K
30,39,Self-emp-inc,Private,191571,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,Black,Female,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
59,39,Private,Private,33725,192779,9th,Assoc-acdm,5,9,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,236543,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3325,1590,0,40,39,United-States,United-States,<=50K,>50K
26,39,Federal-gov,Private,73047,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,32,39,United-States,United-States,<=50K,<=50K
20,39,Private,Private,230574,192779,7th-8th,HS-grad,4,9,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,Mexico,United-States,<=50K,<=50K
32,39,Private,Private,178109,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Craft-repair,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,36,39,United-States,United-States,<=50K,<=50K
58,39,Private,Private,282023,192779,Bachelors,Masters,13,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,>50K,>50K
31,39,Local-gov,Federal-gov,101761,192779,Bachelors,Assoc-voc,13,9,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
33,39,Private,Self-emp-inc,98168,192779,HS-grad,11th,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,30,39,United-States,United-States,>50K,>50K
22,39,Private,?,287681,192779,11th,Some-college,7,9,Never-married,Never-married,Farming-fishing,?,Other-relative,Own-child,White,White,Male,Female,0,3325,0,0,40,39,Mexico,United-States,<=50K,<=50K
39,39,?,Private,265685,192779,Some-college,HS-grad,10,9,Divorced,Never-married,?,Machine-op-inspct,Not-in-family,Own-child,White,White,Male,Male,0,3325,0,0,65,39,Puerto-Rico,United-States,<=50K,<=50K
38,39,State-gov,Private,91670,192779,Some-college,HS-grad,10,9,Divorced,Never-married,Prof-specialty,Adm-clerical,Own-child,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
30,39,State-gov,Private,61989,192779,Some-college,Bachelors,10,9,Never-married,Divorced,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,5,39,United-States,United-States,<=50K,<=50K
23,39,Private,Private,138513,192779,HS-grad,HS-grad,9,9,Never-married,Widowed,Handlers-cleaners,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
27,39,Self-emp-not-inc,Self-emp-not-inc,95423,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
31,39,Federal-gov,State-gov,30917,192779,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,3325,0,0,72,39,United-States,United-States,<=50K,<=50K
20,39,?,Federal-gov,316304,192779,Some-college,Bachelors,10,9,Never-married,Never-married,?,Adm-clerical,Own-child,Own-child,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
58,39,Private,State-gov,102791,192779,HS-grad,Masters,9,9,Divorced,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
42,39,Private,Private,416506,192779,Assoc-acdm,Assoc-voc,12,9,Never-married,Married-civ-spouse,Tech-support,Craft-repair,Not-in-family,Husband,White,White,Male,Male,14084,3325,0,0,36,39,United-States,United-States,>50K,>50K
20,39,Self-emp-inc,Private,245611,192779,Some-college,Assoc-voc,10,9,Never-married,Never-married,Craft-repair,Handlers-cleaners,Own-child,Own-child,White,White,Male,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
47,39,Federal-gov,Private,655066,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,Other,White,Male,Male,0,3325,0,0,40,39,Peru,United-States,>50K,<=50K
57,39,Self-emp-not-inc,Private,87584,192779,Doctorate,HS-grad,16,9,Divorced,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,>50K
47,39,Self-emp-not-inc,Private,304223,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
49,39,Local-gov,Private,40690,192779,Bachelors,11th,13,9,Never-married,Divorced,Prof-specialty,?,Unmarried,Unmarried,White,Black,Male,Female,0,3325,0,0,60,39,United-States,United-States,>50K,<=50K
18,39,Private,Private,348131,192779,11th,Some-college,7,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,Black,Black,Female,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
64,39,Private,Private,191477,192779,5th-6th,Some-college,3,9,Widowed,Divorced,Priv-house-serv,Other-service,Unmarried,Own-child,Black,White,Female,Female,0,3325,0,0,4,39,United-States,United-States,<=50K,<=50K
29,39,Private,Private,115438,192779,HS-grad,Some-college,9,9,Separated,Never-married,Craft-repair,Prof-specialty,Unmarried,Own-child,White,White,Male,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
47,39,Federal-gov,Private,176917,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Husband,Husband,White,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,>50K,>50K
40,39,?,Private,104196,192779,HS-grad,HS-grad,9,9,Separated,Married-civ-spouse,?,Sales,Own-child,Husband,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
28,39,Private,Private,202182,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
24,39,Private,Federal-gov,308239,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Sales,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,4,39,United-States,United-States,<=50K,>50K
34,39,Private,Private,163581,192779,HS-grad,Some-college,9,9,Never-married,Never-married,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,10520,3325,0,0,40,39,Puerto-Rico,United-States,>50K,<=50K
34,39,Local-gov,?,211239,192779,Bachelors,Some-college,13,9,Divorced,Never-married,Prof-specialty,?,Unmarried,Own-child,White,White,Female,Male,6497,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
31,39,Private,State-gov,121321,192779,11th,Bachelors,7,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Wife,White,White,Male,Female,0,3325,0,0,51,39,United-States,United-States,<=50K,>50K
23,39,State-gov,Local-gov,120172,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Tech-support,Protective-serv,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,<=50K,>50K
20,39,Private,Private,190916,192779,HS-grad,11th,9,9,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,3325,1721,0,20,39,United-States,United-States,<=50K,<=50K
25,39,Private,Private,340288,192779,9th,Masters,5,9,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,426431,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Sales,Machine-op-inspct,Not-in-family,Wife,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
44,39,Self-emp-inc,Private,226027,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3325,0,0,60,39,United-States,United-States,<=50K,>50K
28,39,Private,Private,278736,192779,12th,11th,8,9,Never-married,Never-married,Handlers-cleaners,Handlers-cleaners,Unmarried,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,Mexico,United-States,<=50K,<=50K
48,39,Private,Private,168462,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Transport-moving,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
18,39,?,Private,379070,192779,Some-college,Assoc-voc,10,9,Never-married,Never-married,?,Prof-specialty,Own-child,Own-child,White,Black,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
43,39,Private,Private,214541,192779,Masters,Assoc-acdm,14,9,Divorced,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,Canada,United-States,<=50K,<=50K
52,39,Self-emp-inc,Private,29887,192779,Prof-school,Some-college,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,>50K,<=50K
53,39,Self-emp-not-inc,Private,138022,192779,11th,HS-grad,7,9,Divorced,Married-civ-spouse,Craft-repair,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,>50K
57,39,Self-emp-inc,Private,208018,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Tech-support,Husband,Not-in-family,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
45,39,Private,Private,126876,192779,HS-grad,Bachelors,9,9,Divorced,Married-civ-spouse,Craft-repair,Tech-support,Own-child,Wife,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
45,39,Private,Private,182703,192779,Masters,HS-grad,14,9,Divorced,Never-married,Adm-clerical,Sales,Not-in-family,Not-in-family,Amer-Indian-Eskimo,White,Female,Male,0,3325,0,0,36,39,United-States,United-States,<=50K,<=50K
34,39,Private,Private,161153,192779,10th,HS-grad,6,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,?,Husband,Husband,White,White,Male,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
44,39,Self-emp-not-inc,Private,168443,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
25,39,Private,Private,335522,192779,9th,HS-grad,5,9,Never-married,Married-civ-spouse,Handlers-cleaners,Sales,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,Mexico,United-States,<=50K,<=50K
27,39,Private,Private,220104,192779,Bachelors,Assoc-voc,13,9,Never-married,Divorced,Sales,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,1876,0,50,39,United-States,United-States,<=50K,<=50K
28,39,?,Private,162312,192779,Some-college,10th,10,9,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Husband,Asian-Pac-Islander,White,Male,Male,0,3325,0,0,40,39,South,United-States,<=50K,<=50K
36,39,Private,Self-emp-not-inc,104772,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Unmarried,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
61,39,Private,Private,161472,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
52,39,Private,Private,91506,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3325,0,0,45,39,United-States,United-States,<=50K,>50K
19,39,Private,Private,186717,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Sales,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
53,39,Private,State-gov,77927,192779,5th-6th,Some-college,3,9,Never-married,Never-married,Handlers-cleaners,Other-service,Other-relative,Own-child,Asian-Pac-Islander,White,Female,Female,0,3325,0,0,50,39,Philippines,United-States,<=50K,<=50K
55,39,Private,Private,140063,192779,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
37,39,Self-emp-inc,Private,317580,192779,HS-grad,10th,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
51,39,Private,Private,122533,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Unmarried,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
