age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
28,36,Private,Private,335542,35603,HS-grad,Doctorate,9,14,Married-civ-spouse,Married-spouse-absent,Other-service,Adm-clerical,Wife,Not-in-family,White,White,Female,Male,0,3674,1628,1741,50,43,United-States,?,<=50K,>50K
63,36,Local-gov,Private,241404,379885,Some-college,Some-college,10,10,Divorced,Divorced,Protective-serv,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
50,51,Private,Private,197189,160703,Masters,Bachelors,14,14,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,60,34,United-States,United-States,<=50K,>50K
59,36,?,Private,102058,288825,1st-4th,Bachelors,2,14,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,3674,0,1741,45,34,Portugal,United-States,<=50K,<=50K
41,23,Self-emp-inc,Private,104813,116080,Bachelors,Bachelors,13,14,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
62,23,Private,Private,261437,235521,Some-college,Bachelors,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
35,36,Private,Private,366842,235521,Prof-school,Bachelors,15,14,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,0,3674,0,1741,80,43,?,United-States,>50K,<=50K
21,51,?,Private,121468,185616,Some-college,HS-grad,10,6,Never-married,Never-married,?,Other-service,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
48,64,Self-emp-inc,Private,214994,137733,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,55,34,United-States,United-States,>50K,>50K
67,77,Private,Private,229709,84390,HS-grad,7th-8th,9,2,Widowed,Divorced,Sales,Other-service,Not-in-family,Husband,White,Asian-Pac-Islander,Female,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
43,36,Private,Private,249039,204817,Assoc-voc,Bachelors,11,6,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Wife,Husband,White,White,Female,Male,0,3674,0,1741,36,34,United-States,United-States,>50K,<=50K
49,23,Private,Private,142287,204817,Some-college,Bachelors,10,14,Divorced,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Own-child,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
54,51,Private,Private,259323,116080,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
18,23,Private,Private,238281,235521,11th,HS-grad,7,6,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Unmarried,White,Black,Male,Female,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
60,36,Private,Private,156774,185616,HS-grad,Masters,9,6,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,45,20,United-States,United-States,>50K,<=50K
27,23,Private,Private,86153,116080,HS-grad,11th,9,6,Never-married,Never-married,Tech-support,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,43,Germany,United-States,<=50K,<=50K
62,23,Private,Private,93997,204817,Doctorate,10th,16,6,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Wife,White,White,Male,Female,99999,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
39,36,Self-emp-inc,Private,91039,137733,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Unmarried,White,White,Male,Female,15024,3674,0,1741,45,34,United-States,United-States,>50K,<=50K
52,36,Private,Private,224198,116080,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,51,43,United-States,United-States,<=50K,<=50K
54,23,Private,Private,221336,204817,HS-grad,HS-grad,9,10,Widowed,Never-married,Other-service,Prof-specialty,Unmarried,Own-child,Asian-Pac-Islander,White,Female,Male,0,3674,0,1741,40,34,Philippines,United-States,<=50K,<=50K
28,36,Private,Private,128012,185616,Some-college,Masters,10,14,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Female,0,3674,0,1741,40,34,?,United-States,<=50K,<=50K
53,36,Local-gov,Private,231166,35603,HS-grad,Bachelors,9,14,Separated,Never-married,Transport-moving,Craft-repair,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,3674,0,1741,40,20,United-States,?,<=50K,<=50K
28,36,Private,Private,79702,137733,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Other-relative,Husband,Black,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
24,51,Self-emp-not-inc,Private,132320,185616,HS-grad,Bachelors,9,14,Divorced,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,50,75,United-States,United-States,<=50K,>50K
37,36,?,Private,33355,137733,Assoc-acdm,Assoc-acdm,12,10,Married-civ-spouse,Never-married,?,Other-service,Husband,Not-in-family,White,Black,Male,Female,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
55,23,?,Private,177557,185616,HS-grad,Some-college,9,10,Divorced,Never-married,?,Other-service,Other-relative,Own-child,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
47,23,Private,Private,148549,137733,Bachelors,10th,13,6,Married-civ-spouse,Married-AF-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Female,0,3674,0,1741,50,7,United-States,United-States,<=50K,<=50K
26,36,Private,Private,301563,35603,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
23,64,Private,Private,113106,137733,Assoc-acdm,HS-grad,12,10,Never-married,Widowed,Sales,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
41,51,Private,Private,304175,235521,Bachelors,Masters,13,14,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,0,3674,0,1741,55,34,United-States,United-States,>50K,>50K
25,51,State-gov,Private,230200,35603,Bachelors,Masters,13,14,Married-civ-spouse,Married-civ-spouse,Other-service,Tech-support,Wife,Husband,White,White,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
17,51,Private,Private,313444,137733,12th,HS-grad,8,10,Never-married,Divorced,Sales,Adm-clerical,Own-child,Not-in-family,White,Black,Female,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
34,23,Private,Private,247328,185616,HS-grad,Some-college,9,10,Never-married,Never-married,Machine-op-inspct,Other-service,Other-relative,Own-child,White,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
34,51,Private,Private,132565,204817,12th,HS-grad,8,10,Married-civ-spouse,Widowed,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
41,23,State-gov,Private,539019,235521,Some-college,HS-grad,10,10,Never-married,Separated,Farming-fishing,Prof-specialty,Not-in-family,Husband,Black,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
24,36,Private,Private,114292,379885,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
32,64,Private,Private,227608,235521,Assoc-voc,5th-6th,11,2,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Other-relative,White,Black,Male,Female,0,3674,0,1741,40,34,United-States,Haiti,<=50K,<=50K
21,23,State-gov,Private,185554,116080,Some-college,HS-grad,10,6,Never-married,Divorced,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,11,55,United-States,United-States,<=50K,<=50K
46,64,Self-emp-not-inc,Private,181372,116080,Bachelors,HS-grad,13,10,Never-married,Married-civ-spouse,Farming-fishing,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
19,51,Private,Private,344592,160703,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Own-child,Black,White,Female,Male,0,3674,0,1741,35,20,United-States,United-States,<=50K,<=50K
29,36,Self-emp-not-inc,Private,102326,204817,Bachelors,Some-college,13,14,Married-civ-spouse,Never-married,Exec-managerial,Tech-support,Husband,Not-in-family,White,Black,Male,Female,0,3674,0,1741,40,43,United-States,United-States,>50K,>50K
43,23,Self-emp-not-inc,Private,220647,84390,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,Black,Male,Male,0,3674,2377,1741,50,43,United-States,United-States,<=50K,<=50K
18,36,?,Private,30246,185616,11th,Some-college,7,10,Never-married,Married-civ-spouse,?,Sales,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,<=50K
33,51,Private,Private,496743,204817,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,3674,0,1741,88,34,United-States,United-States,<=50K,<=50K
21,36,Private,Private,161508,235521,HS-grad,Assoc-acdm,9,10,Never-married,Never-married,Machine-op-inspct,Other-service,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
33,23,State-gov,Private,30494,116080,HS-grad,HS-grad,9,10,Divorced,Never-married,Prof-specialty,Adm-clerical,Unmarried,Own-child,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
29,23,Private,Private,256764,84390,Bachelors,Bachelors,13,14,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,1564,1741,40,43,United-States,United-States,>50K,>50K
20,51,?,Private,49819,204817,Some-college,Some-college,10,10,Never-married,Divorced,?,Craft-repair,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
42,23,?,Private,338281,235521,Assoc-voc,Assoc-acdm,11,6,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Wife,Husband,White,Black,Female,Female,0,3674,0,1741,20,34,Iran,United-States,<=50K,<=50K
21,36,Local-gov,Private,256356,84390,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Wife,White,White,Female,Female,0,3674,0,1741,25,20,United-States,United-States,<=50K,<=50K
25,36,Private,Private,318644,35603,Bachelors,Some-college,13,10,Never-married,Never-married,Exec-managerial,Prof-specialty,Own-child,Other-relative,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
20,36,Private,Private,227594,288825,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
59,23,Private,Private,165695,204817,Assoc-acdm,Some-college,12,10,Married-civ-spouse,Never-married,Transport-moving,Other-service,Husband,Wife,White,White,Male,Female,0,3674,0,1741,32,34,United-States,United-States,>50K,<=50K
55,51,Private,Private,127728,160703,HS-grad,Some-college,9,6,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,50,20,United-States,United-States,>50K,<=50K
49,51,Private,Private,123681,288825,Assoc-acdm,Bachelors,12,14,Separated,Married-civ-spouse,Sales,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3674,0,1741,35,43,United-States,United-States,<=50K,>50K
48,23,Private,Private,168038,235521,Some-college,Bachelors,10,14,Divorced,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,1564,1741,50,34,United-States,United-States,>50K,<=50K
32,51,Private,Private,154950,235521,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,1977,1741,44,34,United-States,El-Salvador,>50K,<=50K
25,36,Private,Private,148298,379885,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Wife,Husband,White,White,Female,Male,0,3674,0,1741,40,43,United-States,?,<=50K,<=50K
41,51,Private,Private,63042,116080,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Wife,Unmarried,White,White,Female,Male,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
57,36,Local-gov,Private,101444,35603,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
38,36,Private,Private,455379,160703,Masters,HS-grad,14,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,0,1741,60,43,United-States,United-States,>50K,<=50K
25,51,Private,Private,211097,379885,5th-6th,Some-college,3,10,Divorced,Divorced,Other-service,Prof-specialty,Unmarried,Not-in-family,Other,White,Female,Male,0,3674,0,1741,20,34,Honduras,United-States,<=50K,>50K
61,23,Local-gov,Private,153264,204817,HS-grad,Some-college,9,10,Widowed,Never-married,Tech-support,Other-service,Not-in-family,Other-relative,White,White,Female,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
23,23,?,Private,263220,160703,Some-college,Bachelors,10,14,Never-married,Never-married,?,Adm-clerical,Own-child,Not-in-family,White,Black,Female,Female,0,3674,0,1741,15,20,United-States,United-States,<=50K,<=50K
43,51,Private,Private,180138,204817,HS-grad,Assoc-voc,9,10,Separated,Divorced,Craft-repair,Adm-clerical,Not-in-family,Not-in-family,White,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
22,23,Private,Private,208946,379885,HS-grad,Assoc-voc,9,10,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,34,?,?,<=50K,<=50K
33,36,Private,Private,321709,185616,Assoc-acdm,Bachelors,12,14,Married-civ-spouse,Married-spouse-absent,Other-service,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,3674,0,1741,15,34,United-States,United-States,>50K,<=50K
39,51,Private,Private,215981,116080,Some-college,Prof-school,10,14,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,40,43,United-States,Vietnam,>50K,<=50K
44,36,State-gov,Private,26880,235521,Doctorate,Bachelors,16,2,Divorced,Married-civ-spouse,Prof-specialty,Farming-fishing,Not-in-family,Wife,White,White,Female,Female,0,3674,1092,1741,40,34,United-States,United-States,<=50K,<=50K
30,23,Self-emp-not-inc,Private,90705,288825,11th,HS-grad,7,10,Never-married,Never-married,Craft-repair,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,36,Private,Private,185068,204817,Bachelors,Masters,13,14,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,20,34,Puerto-Rico,United-States,<=50K,>50K
37,36,Private,Private,268390,185616,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,34,Mexico,United-States,<=50K,<=50K
55,36,Private,Private,102058,35603,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
51,36,Self-emp-not-inc,Private,421132,137733,Some-college,Bachelors,10,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,>50K
25,64,Private,Private,191803,137733,Assoc-acdm,Bachelors,12,14,Never-married,Never-married,Tech-support,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,13,20,?,United-States,<=50K,<=50K
60,51,Private,Private,181954,235521,Bachelors,7th-8th,13,2,Married-civ-spouse,Widowed,Machine-op-inspct,Machine-op-inspct,Husband,Not-in-family,Asian-Pac-Islander,Amer-Indian-Eskimo,Male,Female,0,3674,0,1741,25,34,Iran,United-States,<=50K,<=50K
17,23,?,Private,34505,160703,11th,HS-grad,7,10,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Unmarried,White,Black,Male,Female,0,3674,0,1741,50,20,United-States,United-States,<=50K,<=50K
30,23,Private,Private,93973,35603,11th,Bachelors,7,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,Other,White,Male,Male,0,3674,0,1741,40,34,Mexico,United-States,<=50K,<=50K
63,36,Private,Private,355459,116080,12th,HS-grad,8,10,Widowed,Divorced,Priv-house-serv,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
37,51,Private,Private,173586,379885,7th-8th,11th,4,6,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Husband,Black,White,Male,Male,0,3674,0,1741,56,34,United-States,United-States,<=50K,<=50K
32,36,Private,Private,312055,288825,Bachelors,Bachelors,13,14,Divorced,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,45,43,United-States,United-States,<=50K,>50K
64,36,Federal-gov,Private,353479,235521,Some-college,Doctorate,10,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,Amer-Indian-Eskimo,White,Male,Male,0,3674,0,1741,45,34,United-States,United-States,>50K,<=50K
21,36,Private,Private,321426,116080,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Sales,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Male,0,3674,0,1741,49,34,United-States,United-States,<=50K,<=50K
53,64,Private,Private,228752,116080,HS-grad,Bachelors,9,10,Separated,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,Black,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
46,64,Private,Private,281647,288825,Bachelors,Some-college,13,10,Divorced,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
29,23,Private,Private,161615,235521,HS-grad,Some-college,9,10,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Not-in-family,Own-child,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
44,36,Private,Private,187376,235521,Assoc-acdm,Masters,12,2,Separated,Married-spouse-absent,Adm-clerical,Other-service,Not-in-family,Unmarried,White,White,Male,Male,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
47,64,Private,Private,234994,35603,7th-8th,7th-8th,4,2,Separated,Widowed,Craft-repair,Other-service,Unmarried,Not-in-family,White,Black,Male,Female,0,3674,0,1741,40,55,Puerto-Rico,United-States,<=50K,<=50K
58,23,?,Private,169329,137733,9th,Assoc-acdm,5,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
40,36,Private,Private,216116,235521,HS-grad,Bachelors,9,14,Separated,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Husband,Black,Black,Female,Male,0,3674,0,1741,40,34,Jamaica,Haiti,<=50K,>50K
36,36,Private,Private,109204,35603,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
57,64,Private,Private,88879,160703,Some-college,Bachelors,10,14,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
39,36,Self-emp-not-inc,Private,200863,185616,Assoc-acdm,Bachelors,12,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3674,0,1741,55,34,United-States,United-States,<=50K,<=50K
23,36,Private,Private,223811,116080,Bachelors,Assoc-acdm,13,10,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,>50K
32,23,Private,Private,360761,116080,HS-grad,Bachelors,9,14,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,60,20,United-States,United-States,>50K,<=50K
33,51,Private,Private,166275,160703,HS-grad,Some-college,9,10,Never-married,Divorced,Machine-op-inspct,Transport-moving,Not-in-family,Unmarried,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
40,23,Private,Private,149102,84390,HS-grad,10th,9,6,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,<=50K
37,36,Private,Private,117381,84390,HS-grad,HS-grad,9,14,Never-married,Divorced,Protective-serv,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,<=50K
46,23,Private,Private,306993,288825,5th-6th,Some-college,3,10,Married-civ-spouse,Never-married,Handlers-cleaners,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
32,51,Local-gov,Private,232475,116080,Bachelors,Some-college,13,2,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,Other,Male,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
56,23,Private,Private,165867,137733,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Unmarried,White,Black,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
46,36,Private,Private,268234,379885,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3674,1902,1741,40,34,United-States,Canada,>50K,>50K
59,23,Self-emp-inc,Private,110457,160703,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
21,36,Private,Private,329174,35603,HS-grad,Some-college,9,10,Never-married,Never-married,Tech-support,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,4865,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
37,36,Private,Private,109472,185616,9th,Prof-school,5,14,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
18,51,Private,Private,418176,137733,Some-college,HS-grad,10,6,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,Black,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
28,36,Private,Private,380390,137733,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Female,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
18,23,?,Private,36064,116080,12th,HS-grad,8,10,Never-married,Married-spouse-absent,?,Prof-specialty,Own-child,Own-child,White,White,Male,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,<=50K
59,23,Self-emp-inc,Private,95835,137733,Assoc-voc,Masters,11,14,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,3674,0,1741,55,34,United-States,United-States,>50K,<=50K
25,23,Local-gov,Private,250770,379885,HS-grad,Doctorate,9,6,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
17,36,Private,Private,67603,204817,9th,HS-grad,5,10,Never-married,Married-civ-spouse,Other-service,Transport-moving,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,10,43,United-States,United-States,<=50K,<=50K
30,23,State-gov,Private,352045,288825,Masters,HS-grad,14,10,Separated,Never-married,Craft-repair,Adm-clerical,Not-in-family,Own-child,White,White,Male,Female,99999,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
21,23,Private,Private,196742,204817,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Adm-clerical,Transport-moving,Wife,Own-child,White,Black,Female,Male,0,3674,0,1741,28,7,United-States,United-States,<=50K,<=50K
31,36,Private,Private,303942,204817,Some-college,Bachelors,10,14,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,50,43,United-States,United-States,<=50K,>50K
56,51,Private,Private,246687,379885,Some-college,Assoc-voc,10,14,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
64,64,Self-emp-not-inc,Private,187793,204817,11th,HS-grad,7,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
46,36,Private,Private,205816,137733,Assoc-voc,Assoc-voc,11,10,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
60,64,Private,Private,182343,160703,12th,Bachelors,8,14,Married-civ-spouse,Never-married,Handlers-cleaners,Craft-repair,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,7,United-States,United-States,<=50K,>50K
59,23,Private,Private,42959,137733,HS-grad,Assoc-voc,9,6,Widowed,Divorced,Other-service,Sales,Not-in-family,Own-child,White,Asian-Pac-Islander,Female,Male,0,3674,0,1741,36,20,United-States,United-States,<=50K,<=50K
46,23,Private,Private,140644,204817,HS-grad,HS-grad,9,6,Married-spouse-absent,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,3674,2258,1741,50,34,United-States,Germany,<=50K,<=50K
