age,age_nooccupation,workclass,workclass_nooccupation,fnlwgt,fnlwgt_nooccupation,education,education_nooccupation,education_num,education_num_nooccupation,marital_status,marital_status_nooccupation,occupation,occupation_nooccupation,relationship,relationship_nooccupation,race,race_nooccupation,sex,sex_nooccupation,capital_gain,capital_gain_nooccupation,capital_loss,capital_loss_nooccupation,hours_per_week,hours_per_week_nooccupation,native_country,native_country_nooccupation,income_per_year,income_per_year_nooccupation
53,72,State-gov,Private,91121,152652,Masters,5th-6th,14,4,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
46,52,Self-emp-not-inc,Private,139397,98746,10th,HS-grad,6,8,Separated,Never-married,Exec-managerial,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,0,1590,15,40,Ecuador,United-States,<=50K,>50K
56,26,Private,Private,208640,331649,Masters,11th,14,8,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
46,33,Private,Private,183013,133061,Bachelors,HS-grad,13,8,Divorced,Divorced,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,Black,Male,Male,0,2407,0,1590,50,55,United-States,United-States,<=50K,<=50K
36,33,Private,Private,161141,168212,HS-grad,10th,9,6,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,77,United-States,United-States,<=50K,<=50K
54,46,Private,Private,343333,168212,Bachelors,Bachelors,13,13,Widowed,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,6514,0,1590,80,40,United-States,United-States,>50K,>50K
35,26,State-gov,Private,210866,152652,HS-grad,HS-grad,9,13,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
26,39,Private,Private,359854,168212,Bachelors,Some-college,13,8,Never-married,Married-civ-spouse,Priv-house-serv,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,2407,0,1590,35,40,Mexico,United-States,<=50K,<=50K
49,39,Self-emp-inc,Private,235646,222848,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,47,40,United-States,United-States,<=50K,<=50K
60,20,Self-emp-not-inc,Private,157588,98746,HS-grad,Bachelors,9,10,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,0,1590,99,40,United-States,United-States,<=50K,<=50K
55,39,Private,Private,200734,152652,HS-grad,HS-grad,9,13,Separated,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Wife,Black,White,Female,Female,0,2407,0,1590,40,40,?,Puerto-Rico,<=50K,<=50K
21,59,Private,Private,212213,205195,Assoc-acdm,11th,12,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Wife,Black,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
38,52,Private,Private,248941,133061,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Wife,White,Black,Male,Female,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
41,26,Local-gov,Private,291831,34918,Masters,HS-grad,14,8,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,Amer-Indian-Eskimo,Male,Male,0,2407,0,1590,35,55,United-States,United-States,<=50K,<=50K
43,26,State-gov,Private,114191,192894,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Wife,Asian-Pac-Islander,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
54,26,Self-emp-inc,Private,151580,331649,Bachelors,11th,13,10,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Own-child,White,Black,Male,Female,0,2407,0,1590,40,40,United-States,Mexico,>50K,<=50K
46,59,Private,Private,331498,152652,Doctorate,Assoc-acdm,16,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,6514,0,1590,40,25,?,United-States,<=50K,>50K
20,26,Private,Private,139989,331649,Some-college,HS-grad,10,10,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Own-child,Black,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
35,26,Private,Private,187167,98746,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
24,20,Private,Private,299528,331649,Some-college,9th,10,6,Never-married,Divorced,Sales,Prof-specialty,Not-in-family,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,50,40,Taiwan,United-States,<=50K,<=50K
41,52,Private,Private,226608,98746,1st-4th,HS-grad,2,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,Mexico,United-States,<=50K,>50K
36,65,Private,Private,306361,180955,HS-grad,HS-grad,9,8,Never-married,Divorced,Other-service,Prof-specialty,Unmarried,Husband,Black,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
40,20,Self-emp-not-inc,Private,213416,331649,5th-6th,Some-college,3,10,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,10,40,Mexico,United-States,<=50K,<=50K
23,39,Private,Private,85139,192894,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
37,33,Private,Private,48779,180955,HS-grad,12th,9,8,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
71,26,Self-emp-inc,Private,146365,133061,Some-college,HS-grad,10,8,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Own-child,White,Black,Female,Female,0,2407,0,1590,24,40,United-States,United-States,<=50K,<=50K
36,33,Private,Private,355856,282948,5th-6th,Masters,3,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,2407,0,1590,40,40,China,United-States,<=50K,<=50K
51,59,Private,Private,39264,115358,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Wife,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
30,20,Private,Private,117028,205195,HS-grad,Masters,9,4,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,25,United-States,United-States,<=50K,<=50K
40,26,Private,Private,266631,133061,HS-grad,HS-grad,9,13,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Own-child,Black,White,Male,Female,0,2407,0,1590,40,40,Haiti,United-States,<=50K,<=50K
26,20,Private,Private,152263,248446,HS-grad,Some-college,9,10,Never-married,Never-married,Adm-clerical,Prof-specialty,Own-child,Own-child,White,Black,Female,Female,0,2407,0,1590,45,25,United-States,United-States,<=50K,<=50K
49,26,Private,Private,387074,205195,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
30,33,Private,Private,245211,248446,HS-grad,10th,9,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Male,0,6514,2002,1590,43,55,United-States,United-States,<=50K,>50K
48,65,Private,State-gov,136455,133061,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,16,40,United-States,United-States,<=50K,<=50K
53,46,State-gov,Self-emp-not-inc,153486,98746,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Tech-support,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,>50K,>50K
31,20,Private,Private,105479,68326,Bachelors,7th-8th,13,4,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
40,46,Private,Self-emp-not-inc,409902,222848,HS-grad,HS-grad,9,15,Never-married,Divorced,Machine-op-inspct,Prof-specialty,Own-child,Not-in-family,Black,White,Female,Female,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
21,39,?,Private,133515,248446,Assoc-acdm,Some-college,12,8,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Female,Male,594,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
38,59,Private,Private,89202,411037,HS-grad,10th,9,13,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Own-child,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
37,46,?,Private,185692,168212,10th,Some-college,6,10,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,84,40,United-States,United-States,<=50K,<=50K
34,39,Private,Private,157024,34918,10th,HS-grad,6,15,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Husband,Black,White,Female,Female,0,2407,0,1590,20,77,United-States,United-States,<=50K,>50K
53,20,Private,Private,230936,282948,Bachelors,11th,13,8,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,8,United-States,United-States,>50K,<=50K
21,39,Private,Private,57298,115358,Some-college,Some-college,10,10,Never-married,Never-married,Sales,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2407,0,1590,35,55,United-States,United-States,<=50K,<=50K
26,39,Private,Private,82488,115358,Masters,Some-college,14,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Husband,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,40,25,Philippines,United-States,>50K,<=50K
29,20,Private,Self-emp-not-inc,606111,68326,Bachelors,HS-grad,13,10,Divorced,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,2407,0,1590,40,8,United-States,United-States,<=50K,<=50K
44,39,Private,Private,235182,115358,Some-college,7th-8th,10,15,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,8,United-States,?,>50K,<=50K
22,46,Private,Private,150336,180955,Some-college,Some-college,10,10,Divorced,Married-civ-spouse,Tech-support,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,6514,0,1590,40,55,United-States,United-States,<=50K,>50K
43,52,Federal-gov,Private,145175,282948,Bachelors,12th,13,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,6514,0,1590,42,40,United-States,United-States,>50K,>50K
39,20,Private,Private,186719,180955,Some-college,Assoc-acdm,10,13,Separated,Married-civ-spouse,Craft-repair,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,2407,0,1590,25,25,United-States,United-States,<=50K,<=50K
38,26,Local-gov,Private,325538,331649,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,40,40,United-States,?,<=50K,>50K
67,39,Private,Self-emp-not-inc,192995,68326,HS-grad,HS-grad,9,8,Widowed,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Wife,White,White,Female,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,>50K
31,39,Private,Private,103596,331649,HS-grad,7th-8th,9,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,6514,0,1590,65,40,United-States,United-States,<=50K,<=50K
30,39,Private,Private,207172,205195,11th,Assoc-acdm,7,13,Never-married,Never-married,Protective-serv,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
53,59,Self-emp-not-inc,Private,237729,411037,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Husband,White,Black,Female,Male,3411,2407,0,1590,65,40,United-States,United-States,<=50K,>50K
44,52,Private,Private,121718,34918,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,15024,2407,0,1590,48,40,United-States,United-States,>50K,<=50K
43,20,Private,Private,196344,282948,5th-6th,HS-grad,3,10,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,40,25,Mexico,United-States,<=50K,<=50K
22,26,Private,Private,100235,115358,HS-grad,HS-grad,9,8,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
31,33,Private,Private,161153,331649,HS-grad,HS-grad,9,13,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
44,39,Private,Private,303619,115358,11th,Assoc-acdm,7,13,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
88,46,Self-emp-not-inc,Private,141646,34918,7th-8th,HS-grad,4,8,Widowed,Married-civ-spouse,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,2407,0,1590,5,40,United-States,United-States,<=50K,>50K
21,46,Private,Private,293726,248446,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,60,55,United-States,United-States,<=50K,>50K
31,33,Private,Private,190772,152652,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,1590,1590,35,25,?,United-States,<=50K,<=50K
35,20,Local-gov,Private,91124,222848,Bachelors,HS-grad,13,8,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Own-child,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
30,33,Private,Private,318912,115358,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,Black,White,Male,Male,0,2407,0,1590,55,40,United-States,United-States,<=50K,>50K
48,52,Private,Private,355978,133061,HS-grad,9th,9,10,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
68,26,?,Private,81468,205195,HS-grad,Assoc-voc,9,10,Widowed,Never-married,?,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,0,1590,16,40,United-States,United-States,<=50K,<=50K
64,33,Private,Private,183672,180955,Assoc-voc,Some-college,11,8,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,55,United-States,Ireland,<=50K,<=50K
49,20,Private,Private,140826,411037,Masters,5th-6th,14,10,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Own-child,Asian-Pac-Islander,White,Male,Male,99999,2407,0,1590,50,25,?,United-States,>50K,<=50K
44,46,Private,Self-emp-not-inc,146659,115358,Doctorate,HS-grad,16,13,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
18,39,Private,Private,294720,192894,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,12,77,United-States,United-States,<=50K,>50K
34,33,Private,Private,284629,282948,HS-grad,Assoc-voc,9,13,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
29,80,Local-gov,Private,128091,282948,HS-grad,Some-college,9,10,Never-married,Never-married,Transport-moving,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
23,46,Private,Self-emp-inc,153643,222848,HS-grad,HS-grad,9,13,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Other-relative,Husband,Black,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
36,33,Self-emp-inc,Private,173968,115358,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,>50K
29,33,?,Private,168479,115358,Bachelors,12th,13,8,Never-married,Separated,?,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
34,39,Private,Private,303177,133061,10th,Some-college,6,10,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,45,25,Mexico,United-States,<=50K,<=50K
27,26,Self-emp-not-inc,Private,189030,205195,Bachelors,HS-grad,13,13,Never-married,Never-married,Sales,Prof-specialty,Not-in-family,Other-relative,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
57,26,Local-gov,Private,261584,68326,Some-college,HS-grad,10,8,Separated,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Unmarried,Black,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
24,46,Private,Private,131230,133061,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
54,52,Private,Private,138852,133061,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,60,40,United-States,?,<=50K,>50K
18,52,Private,Private,137532,152652,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,Asian-Pac-Islander,Female,Male,0,6514,0,1590,20,55,United-States,El-Salvador,<=50K,>50K
25,33,Private,Private,67222,133061,Some-college,9th,10,4,Never-married,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,Asian-Pac-Islander,White,Male,Female,0,2407,0,1590,40,40,Philippines,United-States,<=50K,<=50K
28,39,Private,Private,278736,133061,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,55,Mexico,United-States,<=50K,<=50K
87,20,Private,Private,143574,133061,HS-grad,Some-college,9,10,Married-spouse-absent,Never-married,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,16,40,United-States,United-States,<=50K,<=50K
54,26,Private,Private,283725,248446,Masters,HS-grad,14,8,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
21,26,Private,Private,131404,115358,HS-grad,HS-grad,9,10,Never-married,Never-married,Other-service,Prof-specialty,Other-relative,Own-child,White,White,Male,Male,0,2407,0,1590,25,40,United-States,United-States,<=50K,<=50K
43,33,Private,Private,185015,411037,5th-6th,HS-grad,3,10,Married-spouse-absent,Married-civ-spouse,Priv-house-serv,Prof-specialty,Other-relative,Husband,White,White,Female,Female,0,2407,0,1590,40,77,El-Salvador,United-States,<=50K,<=50K
43,26,Federal-gov,Private,47902,248446,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Husband,Own-child,White,White,Male,Female,3908,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
38,33,Private,State-gov,272017,115358,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,Poland,<=50K,<=50K
46,26,Private,Private,224559,115358,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Wife,Black,White,Male,Female,0,2407,0,1590,35,25,United-States,United-States,<=50K,<=50K
65,39,Private,Private,138247,282948,Some-college,HS-grad,10,8,Widowed,Divorced,Sales,Prof-specialty,Not-in-family,Unmarried,White,Black,Female,Female,0,2407,0,1590,22,40,United-States,United-States,<=50K,<=50K
39,26,Private,Private,365465,411037,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
60,52,Self-emp-not-inc,Private,69887,248446,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,77,United-States,United-States,>50K,<=50K
30,20,Private,Private,203488,205195,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Other-relative,White,White,Male,Male,0,2407,0,1590,60,40,United-States,United-States,<=50K,<=50K
39,33,Private,Private,57691,98746,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,7298,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
35,26,Private,Private,193815,180955,Bachelors,Assoc-voc,13,13,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Female,0,2407,1977,1590,48,40,United-States,United-States,>50K,<=50K
31,26,Self-emp-not-inc,Private,37284,222848,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
39,33,Private,State-gov,317434,152652,HS-grad,10th,9,6,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
33,33,Private,Private,198613,115358,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
27,20,Private,Private,126060,192894,Prof-school,HS-grad,15,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Other-relative,Own-child,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
31,26,Private,Private,187560,205195,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
77,26,?,Private,331863,168212,Some-college,HS-grad,10,8,Separated,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,2407,0,1590,2,40,United-States,United-States,<=50K,<=50K
40,33,State-gov,Private,52498,282948,Assoc-acdm,HS-grad,12,13,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,2051,40,40,United-States,United-States,<=50K,>50K
58,39,Federal-gov,Private,256466,222848,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Husband,Asian-Pac-Islander,White,Male,Female,7688,2407,0,1590,40,40,China,United-States,>50K,<=50K
37,39,Local-gov,Private,215618,98746,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,80,40,United-States,United-States,>50K,<=50K
39,20,Private,Private,150057,248446,10th,Some-college,6,10,Separated,Never-married,Machine-op-inspct,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
30,52,Private,Private,213714,34918,Some-college,9th,10,4,Never-married,Separated,Exec-managerial,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
20,52,Private,Private,173095,98746,Some-college,Bachelors,10,13,Never-married,Married-spouse-absent,Sales,Prof-specialty,Own-child,Unmarried,White,White,Female,Female,0,2407,0,1590,4,55,United-States,United-States,<=50K,<=50K
36,20,?,Private,143774,180955,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,?,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
30,46,Private,Private,277488,34918,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,2051,60,40,United-States,United-States,<=50K,>50K
39,20,Private,Private,240468,282948,HS-grad,HS-grad,9,8,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Own-child,White,White,Male,Male,0,2407,0,1590,42,40,United-States,United-States,<=50K,<=50K
43,33,Private,Private,197609,180955,Some-college,Assoc-voc,10,10,Divorced,Never-married,Other-service,Prof-specialty,Not-in-family,Husband,White,Black,Female,Male,0,2407,0,1590,30,40,United-States,United-States,<=50K,<=50K
25,20,Private,Private,72294,331649,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,Black,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
42,52,Private,Private,219155,222848,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,45,40,United-States,United-States,>50K,<=50K
38,20,Private,Private,130277,222848,Some-college,10th,10,6,Divorced,Never-married,Tech-support,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,1726,1590,40,55,United-States,United-States,<=50K,<=50K
67,33,Private,Private,100718,205195,HS-grad,12th,9,8,Married-civ-spouse,Never-married,Handlers-cleaners,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,30,25,United-States,United-States,<=50K,<=50K
57,72,Private,Private,151474,98746,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Other-relative,Husband,White,Black,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
21,46,Private,Private,209955,248446,Some-college,10th,10,6,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,Black,Male,Male,0,2407,0,1590,20,40,United-States,United-States,<=50K,<=50K
35,33,Private,Private,23892,168212,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
