age,age_nomarital_status,workclass,workclass_nomarital_status,fnlwgt,fnlwgt_nomarital_status,education,education_nomarital_status,education_num,education_num_nomarital_status,marital_status,marital_status_nomarital_status,occupation,occupation_nomarital_status,relationship,relationship_nomarital_status,race,race_nomarital_status,sex,sex_nomarital_status,capital_gain,capital_gain_nomarital_status,capital_loss,capital_loss_nomarital_status,hours_per_week,hours_per_week_nomarital_status,native_country,native_country_nomarital_status,income_per_year,income_per_year_nomarital_status
37,36,Private,Private,237943,35854,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,Amer-Indian-Eskimo,Male,Female,0,4934,0,1340,50,40,Poland,United-States,<=50K,>50K
20,45,Private,Private,117789,124569,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Sales,Tech-support,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,10,46,United-States,United-States,<=50K,>50K
59,45,Private,Self-emp-inc,113838,98561,Bachelors,Bachelors,13,13,Widowed,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Unmarried,White,White,Female,Male,4650,1151,0,1340,37,40,United-States,United-States,<=50K,>50K
17,62,Private,Private,278414,164018,11th,11th,7,7,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,15,40,United-States,United-States,<=50K,<=50K
36,39,Private,Private,122493,185369,HS-grad,Some-college,9,15,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,14084,0,1340,40,40,United-States,United-States,<=50K,>50K
57,42,Private,?,110820,141580,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,>50K,<=50K
28,32,Private,Private,106141,240467,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,99999,1151,0,1340,40,36,United-States,?,>50K,<=50K
43,59,Self-emp-not-inc,Private,215896,124569,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,2653,0,1340,50,36,United-States,United-States,<=50K,>50K
49,52,Private,Private,547108,149049,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Female,15024,14084,0,1340,40,36,?,United-States,>50K,>50K
50,32,Federal-gov,Private,169078,164018,HS-grad,HS-grad,9,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,Black,Male,Male,4386,1151,0,1340,40,36,United-States,United-States,>50K,<=50K
69,25,Self-emp-not-inc,Private,227906,35854,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Not-in-family,White,White,Male,Female,3456,1151,0,1340,30,36,Germany,United-States,<=50K,<=50K
57,52,Private,Private,61298,35854,5th-6th,7th-8th,3,3,Separated,Married-civ-spouse,Machine-op-inspct,Other-service,Other-relative,Own-child,White,Black,Female,Male,0,1151,0,1340,40,43,Ecuador,United-States,<=50K,>50K
49,42,Private,Private,184285,190290,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
48,32,Private,Private,64156,62539,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Not-in-family,White,Black,Male,Male,0,1151,0,1340,45,36,United-States,United-States,<=50K,<=50K
61,42,Private,Private,56248,190290,1st-4th,Some-college,2,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Other-relative,White,Black,Male,Male,0,1151,0,1340,60,36,United-States,United-States,>50K,>50K
51,49,Private,Private,171275,164018,7th-8th,Some-college,4,9,Divorced,Married-civ-spouse,Other-service,Sales,Not-in-family,Not-in-family,Other,White,Male,Male,0,1151,0,1340,40,64,Peru,United-States,<=50K,<=50K
41,25,Private,Private,123490,164018,Assoc-voc,Assoc-voc,11,11,Married-civ-spouse,Married-civ-spouse,Tech-support,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,70,United-States,United-States,>50K,<=50K
60,25,Private,Private,420842,253814,Assoc-acdm,HS-grad,12,9,Divorced,Married-civ-spouse,Priv-house-serv,Other-service,Other-relative,Unmarried,White,White,Female,Female,0,1151,0,1340,40,40,?,Mexico,<=50K,<=50K
40,42,Private,Private,51233,164018,Bachelors,Bachelors,13,13,Divorced,Married-civ-spouse,Machine-op-inspct,Farming-fishing,Unmarried,Not-in-family,White,White,Female,Male,0,1151,0,1340,38,43,United-States,United-States,<=50K,>50K
36,39,Private,Private,353263,185369,Bachelors,Assoc-voc,13,11,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Unmarried,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
17,62,Private,Private,262031,164018,12th,7th-8th,8,3,Never-married,Married-civ-spouse,Other-service,Other-service,Other-relative,Not-in-family,White,White,Male,Male,0,1151,0,1340,20,31,United-States,United-States,<=50K,<=50K
50,32,Private,Federal-gov,334421,185369,Prof-school,HS-grad,15,9,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Other-relative,Not-in-family,Asian-Pac-Islander,Black,Female,Female,0,1151,1590,1340,25,70,China,United-States,<=50K,<=50K
24,80,Private,Private,200153,117503,Assoc-voc,HS-grad,11,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Unmarried,White,White,Female,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
70,39,?,Private,187972,156953,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
29,32,Federal-gov,State-gov,360186,180280,HS-grad,Assoc-acdm,9,11,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Unmarried,Not-in-family,White,White,Male,Female,0,2653,0,1340,40,36,United-States,United-States,<=50K,<=50K
20,22,Private,Private,368832,210844,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Unmarried,White,White,Female,Female,0,1151,0,1340,25,31,United-States,United-States,<=50K,<=50K
36,55,Private,Private,359131,169469,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Unmarried,White,Black,Female,Female,0,1151,0,1340,50,43,United-States,United-States,<=50K,<=50K
35,29,Self-emp-not-inc,Private,295279,215074,Bachelors,Assoc-acdm,13,11,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,37,36,United-States,United-States,<=50K,<=50K
34,32,Private,?,378272,62539,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,?,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
18,36,Private,State-gov,150817,164018,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Not-in-family,White,Asian-Pac-Islander,Female,Female,0,2653,0,1340,20,43,United-States,United-States,<=50K,<=50K
40,25,Self-emp-not-inc,Private,145246,141580,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Prof-specialty,Sales,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
51,45,Private,Self-emp-not-inc,185490,205359,HS-grad,Masters,9,13,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Not-in-family,White,Black,Female,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
29,22,Private,Local-gov,217424,269068,Masters,12th,14,7,Never-married,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Unmarried,White,Black,Female,Male,0,1151,0,1340,50,24,United-States,United-States,>50K,<=50K
24,29,Private,Private,190483,98561,HS-grad,Assoc-acdm,9,11,Never-married,Married-civ-spouse,Adm-clerical,Transport-moving,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,31,United-States,United-States,<=50K,>50K
50,49,Self-emp-not-inc,Private,391016,117503,Assoc-acdm,Some-college,12,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,50,90,United-States,United-States,<=50K,>50K
38,39,Private,?,30509,89667,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Own-child,White,White,Female,Female,3908,1151,0,1340,50,36,United-States,United-States,<=50K,>50K
28,22,Private,Private,267661,190290,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Tech-support,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,45,31,United-States,United-States,<=50K,<=50K
57,42,Private,Private,197369,344073,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
49,32,Self-emp-not-inc,Private,393691,190290,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,>50K,>50K
46,29,Private,Private,168441,195602,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,1151,0,1340,45,36,United-States,United-States,>50K,<=50K
47,18,Self-emp-inc,Private,85109,224421,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,50,40,United-States,United-States,<=50K,<=50K
22,25,Private,Private,190457,156953,10th,Bachelors,6,13,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,14084,0,1340,35,46,United-States,United-States,<=50K,>50K
37,45,Self-emp-not-inc,Private,289430,205359,10th,Bachelors,6,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,Mexico,United-States,<=50K,>50K
39,65,Private,Private,166697,269068,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,1151,0,2352,35,43,United-States,United-States,<=50K,>50K
24,42,Local-gov,Private,310355,190290,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,20,36,Germany,United-States,<=50K,<=50K
31,42,Private,Private,300828,240467,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Not-in-family,Black,White,Male,Female,0,1151,0,1340,30,36,United-States,United-States,<=50K,<=50K
20,29,Private,Private,188923,513660,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Unmarried,White,White,Female,Male,0,1151,0,1340,37,40,United-States,Mexico,<=50K,<=50K
36,65,Private,Local-gov,167482,124569,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Other-relative,White,White,Male,Female,0,1151,0,1340,40,28,United-States,United-States,>50K,<=50K
29,32,Private,Private,114968,240467,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1755,40,36,United-States,United-States,<=50K,<=50K
42,29,Private,Private,102988,149049,Masters,Bachelors,14,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,55,40,Ecuador,United-States,>50K,<=50K
67,49,Local-gov,Private,330144,149049,Assoc-voc,Bachelors,11,13,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,18,36,United-States,United-States,<=50K,>50K
47,45,Private,Private,362654,111385,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,70,United-States,United-States,>50K,<=50K
35,42,Private,Private,179481,321456,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Other-relative,White,Black,Male,Male,0,1151,0,1340,60,36,United-States,United-States,>50K,<=50K
42,32,Private,Private,204817,89667,Bachelors,Assoc-acdm,13,11,Married-civ-spouse,Married-civ-spouse,Other-service,?,Husband,Unmarried,Black,Black,Male,Female,0,1151,0,1340,35,49,United-States,United-States,<=50K,<=50K
32,32,Private,Private,172402,224421,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,Other,White,Female,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,>50K
44,42,Private,Private,54611,76612,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Other-relative,White,Black,Male,Male,0,1151,0,1340,40,36,United-States,Philippines,<=50K,<=50K
42,18,State-gov,Self-emp-not-inc,179151,210844,Some-college,Bachelors,10,13,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Other-relative,White,Black,Male,Female,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
17,25,Private,Private,30829,210844,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Other-service,Tech-support,Own-child,Unmarried,White,White,Female,Female,0,1151,0,1340,12,40,United-States,United-States,<=50K,<=50K
50,32,Private,Private,474229,195602,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Machine-op-inspct,Handlers-cleaners,Own-child,Unmarried,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
46,32,Self-emp-not-inc,Private,246981,370045,Bachelors,Bachelors,13,13,Never-married,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Not-in-family,Black,White,Male,Male,0,4934,0,1340,23,46,United-States,United-States,<=50K,<=50K
39,52,Private,Private,271610,205359,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,60,40,United-States,United-States,>50K,<=50K
25,25,Private,Private,179138,231793,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,40,18,United-States,United-States,<=50K,<=50K
19,45,Local-gov,Self-emp-not-inc,268722,175109,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Other-relative,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,64,United-States,United-States,<=50K,<=50K
46,39,Private,Private,111410,35854,11th,HS-grad,7,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
37,32,Local-gov,Private,125550,301628,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Not-in-family,White,White,Female,Female,7688,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
24,32,Private,State-gov,51985,76612,HS-grad,Masters,9,13,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Unmarried,White,Black,Male,Female,0,1151,0,1340,40,24,United-States,United-States,<=50K,<=50K
45,36,Private,Private,302584,47022,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Other-relative,White,White,Male,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
90,36,Federal-gov,Private,311184,175109,Masters,HS-grad,14,9,Divorced,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1340,99,40,United-States,United-States,<=50K,<=50K
45,18,Local-gov,Self-emp-not-inc,133969,76612,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Unmarried,Asian-Pac-Islander,Asian-Pac-Islander,Male,Male,0,1151,0,1340,40,18,Thailand,United-States,<=50K,<=50K
41,49,Local-gov,Private,214242,169469,Some-college,9th,10,5,Married-civ-spouse,Married-civ-spouse,Protective-serv,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,1151,1902,1340,72,36,United-States,United-States,>50K,<=50K
29,18,Private,?,372149,240467,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,?,Husband,Unmarried,White,Black,Male,Female,0,1151,0,1340,35,28,United-States,United-States,<=50K,<=50K
53,25,Private,Self-emp-not-inc,203967,156953,HS-grad,Assoc-acdm,9,11,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
21,80,Private,Private,147344,149049,HS-grad,7th-8th,9,3,Never-married,Married-civ-spouse,Transport-moving,Handlers-cleaners,Other-relative,Own-child,White,White,Male,Male,0,1151,0,1340,60,3,?,United-States,<=50K,<=50K
45,39,Self-emp-inc,Private,139268,141580,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,60,36,United-States,United-States,>50K,<=50K
38,29,Private,Private,349198,513660,Assoc-acdm,Some-college,12,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Craft-repair,Husband,Own-child,White,White,Male,Female,0,1151,0,1340,21,46,United-States,United-States,>50K,<=50K
43,22,Private,Private,222756,133166,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Not-in-family,White,Black,Male,Female,0,1151,2002,1340,44,31,United-States,United-States,<=50K,<=50K
53,18,Local-gov,Private,196395,175109,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Unmarried,Black,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
22,62,Private,Private,316304,169469,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Farming-fishing,Handlers-cleaners,Own-child,Other-relative,White,Black,Male,Male,0,1151,0,1340,50,36,United-States,United-States,<=50K,<=50K
44,42,Private,Private,347653,117503,Assoc-voc,HS-grad,11,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,2653,0,1340,50,36,Germany,United-States,<=50K,>50K
40,39,Private,Private,176063,210844,Bachelors,Assoc-acdm,13,11,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,Other,Male,Female,0,1151,1977,1340,60,46,United-States,United-States,>50K,<=50K
67,36,Private,Private,176835,156953,Some-college,Assoc-voc,10,11,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
58,18,Private,Private,144092,27444,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,35,40,United-States,United-States,>50K,<=50K
23,39,Private,Private,148709,175109,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Unmarried,White,White,Female,Male,0,1151,0,1340,38,36,United-States,United-States,<=50K,<=50K
31,52,Federal-gov,Private,194141,156953,Assoc-voc,Masters,11,13,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,14084,0,1340,40,49,United-States,United-States,<=50K,>50K
28,39,Self-emp-inc,Private,215423,104879,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Exec-managerial,Tech-support,Not-in-family,Not-in-family,White,Black,Female,Male,0,1151,0,1340,70,36,United-States,United-States,<=50K,<=50K
52,39,Self-emp-not-inc,State-gov,128378,111385,11th,Bachelors,7,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
23,25,Private,Private,34431,269068,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Not-in-family,Own-child,White,Black,Female,Female,0,1151,0,1340,40,24,United-States,United-States,<=50K,<=50K
21,75,Private,?,180690,27444,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,?,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,28,United-States,United-States,<=50K,<=50K
28,62,Private,?,142712,286146,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Married-civ-spouse,Exec-managerial,?,Husband,Not-in-family,White,White,Male,Female,0,1151,1902,1340,57,3,United-States,United-States,>50K,<=50K
43,49,State-gov,Private,185619,195602,Masters,Bachelors,14,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,1151,0,1340,35,40,United-States,United-States,>50K,>50K
36,65,Self-emp-not-inc,Private,358373,104879,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Not-in-family,Black,White,Female,Male,0,1151,0,1340,30,8,United-States,United-States,<=50K,<=50K
27,52,Private,Private,81648,117503,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
56,59,Private,Self-emp-inc,244580,269068,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Farming-fishing,Husband,Other-relative,White,White,Male,Male,0,1151,0,1340,40,54,United-States,United-States,>50K,<=50K
31,69,Private,Private,184570,215074,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Unmarried,White,White,Female,Male,0,1151,0,1340,40,14,United-States,Cuba,<=50K,<=50K
39,36,State-gov,Federal-gov,210150,231793,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Protective-serv,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
22,45,Local-gov,Private,212213,185369,Some-college,Bachelors,10,11,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Unmarried,Black,White,Female,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,>50K
37,36,Private,Private,182148,215074,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1340,39,40,United-States,United-States,<=50K,<=50K
29,25,Private,Private,55390,180280,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Tech-support,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,43,United-States,United-States,>50K,<=50K
58,22,Private,Private,66788,111385,HS-grad,Bachelors,9,13,Separated,Married-civ-spouse,Machine-op-inspct,Other-service,Unmarried,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,36,Portugal,United-States,<=50K,<=50K
43,39,Federal-gov,Private,265604,301628,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Unmarried,Black,White,Male,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
21,39,Private,Self-emp-not-inc,110677,124569,Some-college,Some-college,10,15,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Other-relative,Not-in-family,White,White,Female,Male,0,1151,0,1340,30,36,United-States,United-States,<=50K,<=50K
34,29,Private,Private,320077,370045,Bachelors,Bachelors,13,13,Divorced,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,50,40,United-States,United-States,>50K,<=50K
56,39,Private,Private,201817,104879,HS-grad,1st-4th,9,13,Widowed,Married-civ-spouse,Machine-op-inspct,Other-service,Not-in-family,Not-in-family,Black,White,Female,Male,0,1151,0,1340,40,24,United-States,United-States,<=50K,<=50K
43,62,Private,Private,142725,253814,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,1887,1340,80,40,United-States,United-States,>50K,<=50K
44,55,Self-emp-not-inc,?,53956,321456,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,45,36,United-States,United-States,<=50K,>50K
45,29,State-gov,Private,116892,156953,Assoc-acdm,HS-grad,12,9,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Unmarried,Black,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
33,39,Private,State-gov,34572,141580,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Unmarried,White,Black,Male,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
40,25,State-gov,Private,287008,344073,HS-grad,5th-6th,9,3,Married-civ-spouse,Married-civ-spouse,Protective-serv,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,31,United-States,Mexico,<=50K,<=50K
66,42,Local-gov,State-gov,30740,164018,Some-college,Masters,10,13,Widowed,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,36,United-States,United-States,<=50K,>50K
27,42,Private,Private,162104,117503,7th-8th,Assoc-voc,4,11,Never-married,Married-civ-spouse,Priv-house-serv,Adm-clerical,Own-child,Own-child,White,White,Female,Female,0,1151,0,1340,30,36,United-States,United-States,<=50K,>50K
65,22,Private,Private,237024,141580,1st-4th,Some-college,2,9,Married-civ-spouse,Married-civ-spouse,Other-service,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,35,31,Mexico,United-States,<=50K,<=50K
20,39,Private,Local-gov,228306,344073,HS-grad,Assoc-acdm,9,11,Never-married,Married-civ-spouse,Tech-support,Exec-managerial,Own-child,Not-in-family,White,White,Female,Male,0,1151,0,1340,32,40,United-States,United-States,<=50K,<=50K
18,36,Private,Private,127388,175109,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Other-service,Sales,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,43,United-States,United-States,<=50K,>50K
45,72,Private,?,72393,175109,Bachelors,Bachelors,13,13,Married-spouse-absent,Married-civ-spouse,Prof-specialty,?,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,38,8,United-States,United-States,<=50K,<=50K
55,29,Self-emp-inc,Private,160813,149049,HS-grad,Some-college,9,9,Separated,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Other-relative,White,White,Female,Male,0,1151,0,1340,60,36,United-States,United-States,<=50K,<=50K
