age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
28,28,Private,?,38918,233149,Bachelors,1st-4th,13,4,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
23,28,Private,Local-gov,194630,233149,HS-grad,7th-8th,9,12,Separated,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,53,18,United-States,United-States,<=50K,>50K
31,28,Private,Self-emp-not-inc,262848,233149,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,Adm-clerical,Farming-fishing,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
21,28,Private,Private,157595,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Wife,White,Black,Male,Female,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,102476,233149,Some-college,HS-grad,10,12,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
45,28,Local-gov,Local-gov,93663,233149,Some-college,HS-grad,10,12,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,3818,0,1741,35,52,United-States,United-States,<=50K,<=50K
30,28,Private,Private,202450,114774,HS-grad,HS-grad,9,12,Divorced,Divorced,Craft-repair,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
45,28,Private,Private,72393,233149,HS-grad,7th-8th,9,4,Never-married,Married-civ-spouse,Sales,Tech-support,Own-child,Unmarried,White,White,Female,Female,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
27,28,Private,Self-emp-not-inc,53147,233149,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Craft-repair,Tech-support,Not-in-family,Not-in-family,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
29,28,Self-emp-not-inc,Self-emp-not-inc,337944,114774,11th,Bachelors,7,12,Separated,Never-married,Transport-moving,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,60,18,United-States,United-States,<=50K,>50K
31,28,Private,Self-emp-not-inc,37939,233149,Some-college,Prof-school,10,12,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
57,28,Private,Self-emp-not-inc,118993,233149,9th,Some-college,5,12,Married-civ-spouse,Never-married,Transport-moving,Sales,Other-relative,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,18,?,United-States,<=50K,<=50K
60,28,Private,Private,772919,233149,Bachelors,Bachelors,13,12,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,25,52,United-States,United-States,<=50K,>50K
26,28,Private,Private,143062,233149,Some-college,7th-8th,10,4,Divorced,Married-civ-spouse,Adm-clerical,Sales,Own-child,Unmarried,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
31,28,Local-gov,Self-emp-inc,32593,114774,Bachelors,Bachelors,13,12,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
39,28,Private,?,167882,114774,12th,Some-college,8,12,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Unmarried,Husband,Black,White,Female,Male,0,3818,0,1741,48,18,Haiti,United-States,<=50K,>50K
52,28,Local-gov,Private,48413,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Other-service,Adm-clerical,Husband,Unmarried,White,Black,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
50,28,Private,Private,123429,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
61,28,Private,Local-gov,244261,114774,HS-grad,10th,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Protective-serv,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
37,28,State-gov,Private,318891,233149,Some-college,11th,10,4,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
20,28,Private,Private,259788,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Handlers-cleaners,Other-service,Own-child,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
42,28,Self-emp-not-inc,State-gov,248876,233149,Some-college,Bachelors,10,12,Divorced,Divorced,Craft-repair,Protective-serv,Unmarried,Not-in-family,White,White,Male,Male,0,3818,0,1741,55,18,United-States,United-States,<=50K,>50K
63,28,Federal-gov,Self-emp-not-inc,334418,233149,1st-4th,Some-college,2,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,Puerto-Rico,United-States,<=50K,>50K
38,28,Self-emp-not-inc,Private,166497,233149,Prof-school,HS-grad,15,12,Never-married,Married-civ-spouse,Prof-specialty,Transport-moving,Not-in-family,Not-in-family,White,Black,Male,Male,0,3818,0,1741,60,18,United-States,United-States,>50K,<=50K
54,28,Self-emp-not-inc,Self-emp-not-inc,260833,233149,Some-college,Masters,10,12,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,>50K,<=50K
35,28,Private,Private,107477,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Machine-op-inspct,?,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
20,28,Private,Self-emp-not-inc,37932,233149,HS-grad,Some-college,9,12,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
58,28,Self-emp-not-inc,Private,216948,233149,10th,Doctorate,6,12,Separated,Divorced,Sales,Adm-clerical,Other-relative,Husband,Other,White,Male,Female,0,3818,0,1741,40,18,Cuba,United-States,<=50K,<=50K
38,28,Private,Private,157473,114774,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,48,52,United-States,United-States,<=50K,<=50K
21,28,?,Private,117222,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,?,Sales,Own-child,Husband,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
27,28,Self-emp-inc,Private,186733,114774,HS-grad,HS-grad,9,12,Never-married,Widowed,Exec-managerial,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
53,28,Private,Private,231472,233149,Masters,Assoc-voc,14,12,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,15024,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
31,28,Local-gov,Private,187689,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
32,28,Private,Private,323985,233149,Masters,Some-college,14,12,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
53,28,Private,Private,270655,114774,12th,9th,8,12,Married-civ-spouse,Widowed,Tech-support,Machine-op-inspct,Husband,Not-in-family,White,Black,Male,Female,0,3818,0,1741,45,18,United-States,United-States,>50K,<=50K
36,28,Private,Private,301614,233149,Some-college,HS-grad,10,12,Divorced,Married-civ-spouse,Craft-repair,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,45,18,Mexico,United-States,<=50K,<=50K
25,28,Private,Private,112754,114774,Some-college,Bachelors,10,12,Married-civ-spouse,Widowed,Prof-specialty,Sales,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
23,28,?,Private,35633,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,?,Machine-op-inspct,Not-in-family,Wife,White,White,Male,Female,0,3818,0,1741,40,18,?,United-States,<=50K,<=50K
30,28,Self-emp-not-inc,Self-emp-not-inc,112358,114774,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
57,28,Self-emp-not-inc,Private,247337,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Divorced,Sales,?,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,72,18,United-States,United-States,<=50K,<=50K
40,28,Self-emp-inc,Private,115411,114774,Assoc-acdm,Some-college,12,12,Married-civ-spouse,Widowed,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,65,18,United-States,United-States,>50K,<=50K
42,28,State-gov,State-gov,884434,114774,Some-college,HS-grad,10,4,Separated,Married-spouse-absent,Prof-specialty,Other-service,Unmarried,Unmarried,Black,Black,Female,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
55,28,Private,State-gov,72812,233149,HS-grad,Bachelors,9,12,Separated,Married-civ-spouse,Sales,Protective-serv,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,36,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,192549,233149,Some-college,10th,10,4,Never-married,Married-civ-spouse,Craft-repair,Transport-moving,Own-child,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
43,28,Self-emp-not-inc,Private,54310,233149,Bachelors,Assoc-voc,13,12,Divorced,Married-civ-spouse,Prof-specialty,Adm-clerical,Unmarried,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
58,28,Self-emp-not-inc,Private,33386,114774,Assoc-acdm,Masters,12,12,Married-civ-spouse,Widowed,Craft-repair,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,3818,0,1741,20,52,United-States,United-States,<=50K,<=50K
30,28,Private,Private,233433,114774,HS-grad,Assoc-voc,9,12,Never-married,Married-civ-spouse,Sales,Other-service,Own-child,Wife,White,Black,Female,Female,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
24,28,Private,Private,106373,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
60,28,Private,Private,215591,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Separated,Transport-moving,Exec-managerial,Husband,Wife,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
39,28,Private,Private,184531,233149,HS-grad,Bachelors,9,12,Divorced,Divorced,Other-service,Tech-support,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
40,28,Private,Local-gov,69495,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Not-in-family,White,Black,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
63,28,Self-emp-not-inc,Federal-gov,22228,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Other-service,Farming-fishing,Husband,Other-relative,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
38,28,Private,Federal-gov,55899,114774,Bachelors,Some-college,13,12,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Unmarried,Wife,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
50,28,Self-emp-inc,Private,181498,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
31,28,State-gov,Private,203572,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Adm-clerical,Farming-fishing,Unmarried,Unmarried,White,White,Female,Male,0,3818,0,1741,30,52,United-States,United-States,<=50K,<=50K
23,28,Private,Private,120601,233149,Assoc-voc,Assoc-voc,11,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,Black,Black,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
36,28,Private,Private,74706,114774,10th,Some-college,6,12,Divorced,Married-civ-spouse,Craft-repair,Protective-serv,Unmarried,Husband,White,Black,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
59,28,?,Private,259673,233149,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,?,Craft-repair,Husband,Not-in-family,Other,White,Male,Female,0,3818,0,1741,40,18,Puerto-Rico,United-States,<=50K,<=50K
48,28,Private,Private,126441,233149,1st-4th,Some-college,2,4,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3818,0,1741,45,18,China,United-States,<=50K,<=50K
25,28,Private,Self-emp-inc,127784,114774,Some-college,Bachelors,10,12,Never-married,Divorced,Sales,Sales,Unmarried,Not-in-family,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
43,28,Private,Private,33658,114774,Some-college,Bachelors,10,12,Married-spouse-absent,Married-civ-spouse,Craft-repair,Adm-clerical,Unmarried,Husband,White,White,Male,Male,0,3818,3004,1741,40,52,United-States,?,>50K,>50K
36,28,Private,Private,234901,233149,Some-college,11th,10,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
45,28,Private,State-gov,34307,114774,Bachelors,5th-6th,13,12,Divorced,Never-married,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
75,28,Private,Private,124660,114774,HS-grad,HS-grad,9,12,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
29,28,Private,Self-emp-not-inc,278637,114774,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
27,28,Private,State-gov,373545,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,40,52,United-States,India,<=50K,>50K
17,28,Private,Private,172548,233149,9th,HS-grad,5,12,Never-married,Married-civ-spouse,Sales,Sales,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,8,18,United-States,United-States,<=50K,<=50K
46,28,Private,Private,28074,233149,Some-college,Some-college,10,12,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,3818,0,1741,89,18,United-States,United-States,>50K,<=50K
58,28,Self-emp-not-inc,Private,127539,114774,10th,Assoc-acdm,6,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,2407,3818,0,1741,25,52,United-States,United-States,<=50K,>50K
25,28,?,Private,180246,233149,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,?,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,1408,1741,40,18,United-States,United-States,<=50K,<=50K
34,28,State-gov,Private,377017,114774,Masters,Some-college,14,12,Never-married,Divorced,Prof-specialty,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
41,28,Private,Private,144925,233149,Some-college,HS-grad,10,4,Divorced,Divorced,Craft-repair,Craft-repair,Not-in-family,Not-in-family,White,Black,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
51,28,?,Private,156877,233149,9th,Some-college,5,12,Separated,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,>50K
19,28,Private,Private,153019,233149,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
47,28,Private,Private,32825,233149,Some-college,10th,10,4,Married-civ-spouse,Separated,Sales,Sales,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
46,28,Private,Private,114120,233149,Some-college,Some-college,10,12,Divorced,Divorced,Tech-support,Transport-moving,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,0,1741,38,52,United-States,United-States,<=50K,>50K
36,28,?,Private,92440,114774,Some-college,Prof-school,10,12,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
42,28,Self-emp-not-inc,Private,32016,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Never-married,Farming-fishing,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,70,52,United-States,United-States,<=50K,<=50K
51,28,Private,Private,165953,114774,HS-grad,Some-college,9,12,Separated,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Not-in-family,Husband,Black,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,>50K
21,28,Private,Private,96061,114774,Some-college,Bachelors,10,12,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Husband,White,Black,Female,Male,0,3818,0,1741,10,18,United-States,United-States,<=50K,>50K
50,28,Private,Private,106422,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Separated,Sales,Machine-op-inspct,Wife,Husband,Black,White,Female,Female,0,3818,1485,1741,37,18,United-States,United-States,>50K,<=50K
49,28,Self-emp-not-inc,Self-emp-inc,167281,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
21,28,Private,State-gov,137895,114774,Some-college,Doctorate,10,12,Never-married,Never-married,Handlers-cleaners,Exec-managerial,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
52,28,Private,Private,177487,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Never-married,Other-service,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
32,28,Private,Local-gov,344696,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
66,28,Self-emp-not-inc,Private,51415,233149,Assoc-voc,Doctorate,11,12,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Wife,White,White,Male,Female,4931,3818,0,1741,98,18,United-States,United-States,<=50K,<=50K
36,28,Private,Private,134367,114774,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-spouse-absent,Tech-support,Sales,Wife,Not-in-family,White,Black,Female,Female,0,3818,0,1741,32,18,United-States,United-States,>50K,<=50K
40,28,Private,Federal-gov,289636,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
30,28,Private,Private,165115,114774,Assoc-voc,HS-grad,11,12,Divorced,Never-married,Adm-clerical,Sales,Unmarried,Not-in-family,White,White,Female,Female,0,3818,0,1741,30,18,United-States,United-States,<=50K,<=50K
20,28,Private,Private,206008,233149,HS-grad,HS-grad,9,4,Never-married,Never-married,Other-service,?,Own-child,Not-in-family,Black,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
22,28,State-gov,Self-emp-inc,149342,233149,Some-college,Bachelors,10,12,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
48,28,Self-emp-not-inc,Federal-gov,90042,114774,Some-college,Some-college,10,12,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,49,18,United-States,?,<=50K,<=50K
22,28,Private,State-gov,495288,114774,HS-grad,Masters,9,12,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3818,0,1741,38,18,United-States,United-States,<=50K,>50K
22,28,Private,Self-emp-inc,234970,114774,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Own-child,Husband,Black,White,Female,Male,0,3818,0,1741,40,52,?,United-States,<=50K,>50K
51,28,Self-emp-not-inc,Private,123011,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Craft-repair,Other-service,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
36,28,Self-emp-not-inc,Private,260454,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Tech-support,Husband,Husband,White,White,Male,Male,0,3818,0,1741,30,18,United-States,United-States,<=50K,<=50K
19,28,Private,Local-gov,39026,114774,HS-grad,7th-8th,9,12,Never-married,Divorced,Adm-clerical,Adm-clerical,Own-child,Other-relative,White,Black,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
22,28,Private,State-gov,278021,233149,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Transport-moving,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
47,28,Self-emp-not-inc,?,159399,114774,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Widowed,Other-service,?,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,<=50K
34,28,Private,Private,340665,114774,Some-college,Bachelors,10,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Husband,Black,White,Male,Male,0,3818,2057,1741,35,18,United-States,United-States,<=50K,<=50K
34,28,State-gov,Private,392518,114774,HS-grad,11th,9,4,Never-married,Never-married,Other-service,Other-service,Unmarried,Not-in-family,Black,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
24,28,Private,Private,229826,114774,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Transport-moving,Transport-moving,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,20,18,United-States,United-States,<=50K,>50K
62,28,Private,Private,185503,114774,Masters,Assoc-acdm,14,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
25,28,Private,State-gov,399117,114774,5th-6th,Doctorate,3,12,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Mexico,United-States,<=50K,>50K
45,28,Private,Private,168232,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,56,52,United-States,United-States,>50K,<=50K
42,28,Private,Self-emp-not-inc,377322,233149,Assoc-voc,HS-grad,11,12,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
71,28,Self-emp-not-inc,Private,141742,114774,HS-grad,HS-grad,9,12,Widowed,Married-civ-spouse,Farming-fishing,Craft-repair,Unmarried,Husband,White,White,Male,Male,1731,3818,0,1741,5,52,United-States,United-States,<=50K,>50K
39,28,Private,Private,31964,114774,HS-grad,HS-grad,9,4,Married-civ-spouse,Widowed,Exec-managerial,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,0,3818,0,1741,80,18,United-States,United-States,>50K,<=50K
45,28,Self-emp-not-inc,Private,29019,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Other-service,Handlers-cleaners,Wife,Wife,White,White,Female,Female,0,3818,0,1741,55,18,United-States,United-States,<=50K,<=50K
67,28,?,Self-emp-not-inc,183420,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,?,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,21,18,United-States,United-States,<=50K,<=50K
36,28,Private,Private,305319,233149,Masters,Bachelors,14,12,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
35,28,Private,Self-emp-inc,182189,233149,Masters,Bachelors,14,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Female,0,3818,0,1741,50,52,United-States,United-States,<=50K,<=50K
39,28,Private,Private,257250,114774,HS-grad,Bachelors,9,12,Divorced,Married-civ-spouse,Craft-repair,Exec-managerial,Not-in-family,Wife,White,White,Male,Female,0,3818,0,1741,60,18,United-States,United-States,<=50K,>50K
60,28,Self-emp-not-inc,Local-gov,269485,233149,Preschool,Prof-school,1,12,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,3818,0,1741,40,18,Mexico,United-States,<=50K,<=50K
32,28,Self-emp-not-inc,Private,182177,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
38,28,Private,Private,179481,233149,HS-grad,7th-8th,9,4,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Husband,Other-relative,White,White,Male,Female,0,3818,0,1741,40,52,Poland,United-States,<=50K,<=50K
27,28,Private,Private,199118,114774,Some-college,HS-grad,10,4,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Other-relative,White,White,Female,Male,0,3818,0,1741,40,18,Nicaragua,United-States,<=50K,>50K
46,28,Private,Private,33084,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Craft-repair,Other-service,Not-in-family,Wife,White,Asian-Pac-Islander,Male,Female,0,3818,0,1741,40,18,United-States,Philippines,<=50K,<=50K
