sex,sex_norace,age,age_norace,age_cat,age_cat_norace,race,race_norace,juv_fel_count,juv_fel_count_norace,juv_misd_count,juv_misd_count_norace,juv_other_count,juv_other_count_norace,priors_count,priors_count_norace,c_charge_degree,c_charge_degree_norace,c_charge_desc,c_charge_desc_norace,decile_score,decile_score_norace,score_text,score_text_norace
Male,Male,40,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Petit Theft,Battery,8,8,Low,High
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,1,2,1,F,F,Aggravated Assault W/dead Weap,Aggravated Assault W/dead Weap,7,6,Low,Medium
Male,Male,25,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Viol Injunct Domestic Violence,"Poss3,4 Methylenedioxymethcath",5,4,Low,Medium
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),5,4,Low,Medium
Male,Male,31,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,3,1,M,M,Battery,Battery,5,4,Low,Medium
Male,Male,24,26,Less than 25,25 - 45,African-American,African-American,0,1,0,0,0,1,11,4,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,9,9,High,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,2,1,M,M,Battery,Battery,4,4,Medium,Low
Male,Male,46,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Male,34,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,34,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,16,8,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),6,6,High,Medium
Female,Female,55,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Pos Cannabis W/Intent Sel/Del,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Aggravated Battery / Pregnant,Aggravated Battery / Pregnant,4,4,Low,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Codeine,Battery,7,6,Medium,Low
Male,Male,29,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,50,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,13,4,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,High,Low
Male,Male,25,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,2,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,4,Low,Medium
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,arrest case no charge,"Poss3,4 Methylenedioxymethcath",5,4,Low,Medium
Male,Male,31,32,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,54,47,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,33,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,14,4,F,F,Possession of Cocaine,Resist Officer w/Violence,8,8,High,Low
Male,Male,22,20,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,4,4,Low,Low
Male,Male,35,32,25 - 45,Greater than 45,African-American,African-American,0,1,1,0,0,1,8,4,F,M,Driving While License Revoked,Grand Theft in the 3rd Degree,9,9,Medium,Low
Female,Female,30,32,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,4,4,F,F,arrest case no charge,arrest case no charge,7,6,Low,Medium
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,"Del 3,4 Methylenedioxymethcath",Battery,5,4,Low,Medium
Female,Female,29,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Uttering a Forged Instrument,Grand Theft in the 3rd Degree,7,6,Low,Medium
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,2,1,F,F,Driving While License Revoked,Driving While License Revoked,7,6,Medium,Medium
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Female,Female,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,4,Medium,Medium
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession Of Amphetamine,arrest case no charge,4,4,Medium,Low
Male,Male,23,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,42,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Driving While License Revoked,arrest case no charge,1,1,Low,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,5,1,0,0,0,1,5,1,F,F,Burglary Conveyance Unoccup,Grand Theft in the 3rd Degree,8,8,Medium,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,Grand Theft (Motor Vehicle),Grand Theft (Motor Vehicle),8,8,Low,Low
Male,Male,50,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,9,4,F,F,Burglary Structure Unoccup,Burglary Structure Unoccup,3,3,Medium,Low
Female,Female,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,3,1,M,M,Battery on Law Enforc Officer,Driving License Suspended,6,6,Low,Medium
Male,Male,40,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,13,4,F,F,arrest case no charge,Battery on Law Enforc Officer,9,9,High,High
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,2,1,F,F,Lease For Purpose Trafficking,Battery,3,3,Low,Low
Male,Male,37,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,22,8,M,M,arrest case no charge,arrest case no charge,9,9,High,High
Male,Male,52,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,4,1,M,M,Viol Prot Injunc Repeat Viol,Felony Battery (Dom Strang),3,3,Low,Low
Male,Male,29,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),2,1,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Poss Of RX Without RX,Battery,1,1,Low,Low
Male,Male,50,42,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Lewd or Lascivious Molestation,Battery,1,1,Low,Low
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Agg Assault W/int Com Fel Dome,Felony Petit Theft,2,1,Low,Low
Female,Female,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,7,6,Low,Medium
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Burglary Conveyance Unoccup,Battery,4,4,Medium,Low
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,M,M,Battery,Battery,3,3,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Possession of Cocaine,Burglary Structure Unoccup,1,1,Low,Low
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Poss Pyrrolidinovalerophenone,Battery,7,6,Low,Medium
Male,Male,37,37,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,2,1,F,F,Lewd/Lasciv Molest Elder Persn,Battery,1,1,Low,Low
Male,Male,30,32,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,6,4,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,9,9,Medium,High
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,7,6,Medium,Low
Male,Male,57,53,Greater than 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,9,4,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Medium,Low
Male,Male,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Carrying A Concealed Weapon,Possession of Cocaine,3,3,Low,Low
Male,Male,47,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,6,4,M,M,Viol Injunct Domestic Violence,Battery,1,1,Low,Low
Male,Male,22,20,Less than 25,Greater than 45,African-American,African-American,0,1,1,0,0,1,1,1,F,F,Burglary Dwelling Occupied,Burglary Dwelling Occupied,6,6,Medium,Low
Male,Male,47,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Dealing in Stolen Property,Dealing in Stolen Property,1,1,Low,Low
Male,Male,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Female,Female,44,42,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,65,58,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,DUI Property Damage/Injury,Battery,1,1,Low,Low
Female,Female,23,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,3,3,Medium,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,3,3,Medium,Low
Male,Male,51,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,2,1,Low,Low
Female,Female,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Battery on Law Enforc Officer,Battery on Law Enforc Officer,8,8,Medium,High
Male,Male,29,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,29,15,F,F,Poss Contr Subst W/o Prescript,Possession of Cocaine,8,8,High,Low
Female,Female,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Possession Burglary Tools,Aggravated Assault W/Dead Weap,5,4,Medium,Medium
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,2,1,11,4,F,F,Poss Pyrrolidinovalerophenone,arrest case no charge,10,9,High,High
Female,Female,35,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Petit Theft $100- $300,Battery,2,1,Low,Low
Male,Male,30,32,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Battery,1,1,Low,Low
Male,Male,22,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,1,1,1,1,F,F,arrest case no charge,arrest case no charge,7,6,Medium,Medium
Male,Male,29,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,32,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,6,4,F,F,Attempted Burg/Convey/Unocc,Grand Theft in the 3rd Degree,2,1,Medium,Low
Male,Male,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,3,1,M,M,Battery,Battery,4,4,Low,Low
Male,Male,33,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,2,1,F,M,Robbery W/Firearm,Battery,9,9,Low,High
Male,Male,48,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,10,4,F,M,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Medium,Low
Male,Male,21,20,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Possession of Cocaine,4,4,Low,Low
Male,Male,50,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),3,3,Low,Low
Male,Male,19,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Burglary Dwelling Armed,Battery,8,8,High,Low
Male,Male,58,53,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Resist Officer w/Violence,Neglect Child / No Bodily Harm,5,4,Low,Medium
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,6,1,F,F,Possession of Cocaine,Possession of Cocaine,8,8,Medium,High
Male,Male,23,20,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,2,1,1,1,M,M,Battery,Battery,7,6,Medium,Medium
Male,Male,31,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,17,8,F,F,Possession of Oxycodone,Battery,8,8,High,High
Male,Male,57,53,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,6,4,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Low,Low
Female,Female,31,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,29,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,6,1,M,M,Battery,Battery,7,6,Medium,Low
Male,Male,30,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,11,4,F,F,Felony Battery w/Prior Convict,Grand Theft in the 3rd Degree,3,3,High,Low
Male,Male,42,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Tampering With Physical Evidence,Battery,5,4,Low,Medium
Male,Male,48,47,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,7,8,F,F,Carrying Concealed Firearm,Battery,2,1,Low,Low
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Tampering With Physical Evidence,Viol Injunct Domestic Violence,2,1,Low,Low
Male,Male,39,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,Aggrav Child Abuse-Agg Battery,Battery,4,4,Low,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,arrest case no charge,arrest case no charge,5,4,Low,Low
Male,Male,20,20,Less than 25,25 - 45,African-American,African-American,0,1,0,0,1,1,1,1,M,M,Aggravated Battery / Pregnant,arrest case no charge,9,9,High,Low
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,9,9,Low,High
Male,Male,27,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,29,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,M,Felony Driving While Lic Suspd,arrest case no charge,2,1,Low,Low
Female,Female,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Uttering a Forged Instrument,arrest case no charge,8,8,Medium,High
Male,Male,20,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Child Abuse,Battery,3,3,Low,Low
Female,Male,23,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Possession of Cocaine,3,3,Medium,Low
Male,Male,34,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Driving Under The Influence,1,1,Low,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Del Cannabis At/Near Park,Battery,6,6,Low,Low
Male,Male,37,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,11,4,F,F,Felony Driving While Lic Suspd,Grand Theft in the 3rd Degree,8,8,High,Low
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,7,1,F,F,Felony Driving While Lic Suspd,Battery,1,1,Medium,Low
Male,Male,60,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,M,M,DUI - Enhanced,Battery,1,1,Low,Low
Male,Male,30,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,10,4,M,M,Battery,Battery,4,4,High,Low
Male,Male,52,47,Greater than 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Manufacture Cannabis,arrest case no charge,1,1,Low,Low
Male,Male,34,32,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Poss Wep Conv Felon,Felony Petit Theft,10,9,Low,High
Male,Male,55,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,5,1,F,M,Felony Battery w/Prior Convict,False Imprisonment,4,4,Low,Low
Male,Male,33,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Resist/Obstruct W/O Violence,Grand Theft in the 3rd Degree,7,6,Low,Medium
Male,Male,22,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cannabis,arrest case no charge,6,6,Low,Low
Female,Female,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Assault,Criminal Mischief Damage <$200,2,1,Low,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,29,26,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,DWLS Canceled Disqul 1st Off,arrest case no charge,5,4,Low,Medium
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Driving Under The Influence,Driving Under The Influence,3,3,Low,Low
Male,Male,37,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,4,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,15,4,F,M,arrest case no charge,arrest case no charge,10,9,High,High
Female,Male,36,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,3,3,Low,Low
Female,Female,37,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Burglary With Assault/battery,Driving While License Revoked,1,1,Low,Low
Male,Male,20,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,1,1,M,F,Assault,Assault,5,4,High,Medium
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,2,1,8,4,F,F,Felony Petit Theft,Felony Petit Theft,9,9,High,High
Male,Male,29,26,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,1,8,4,M,M,Battery,Battery,9,9,High,Low
Female,Female,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Driving While License Revoked,Driving While License Revoked,1,1,Low,Low
Male,Male,34,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,arrest case no charge,arrest case no charge,7,6,Low,Medium
Male,Male,70,67,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Driving Under The Influence,1,1,Low,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,1,1,0,0,0,1,4,1,F,F,arrest case no charge,arrest case no charge,9,9,Medium,High
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,5,4,Low,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,arrest case no charge,arrest case no charge,9,9,Low,High
Female,Female,46,42,Greater than 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Felony Batt(Great Bodily Harm),Possession of Cocaine,2,1,Low,Low
Male,Male,42,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,arrest case no charge,arrest case no charge,5,4,Low,Medium
Female,Female,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,1,0,0,1,3,1,M,F,Battery,Battery,5,4,Medium,Medium
Male,Male,49,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,Possession of Cocaine,Assault,4,4,Low,Low
Male,Male,29,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Carrying Concealed Firearm,arrest case no charge,2,1,Low,Low
Female,Female,52,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Battery on Law Enforc Officer,Battery on Law Enforc Officer,1,1,Low,Low
Male,Male,37,37,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,4,1,M,F,Battery,Battery,1,1,Low,Low
Male,Male,47,47,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,38,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Extradition/Defendants,Battery,8,8,Low,Low
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Driving While License Revoked,6,6,Low,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,1,1,0,0,0,1,1,1,F,F,Burglary Conveyance Unoccup,Possession of Cocaine,10,9,Medium,High
Male,Male,38,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,23,20,Less than 25,Less than 25,Other,African-American,0,1,0,0,0,1,0,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),3,3,Low,Low
Male,Male,54,53,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,2,1,M,F,Battery,Battery,1,1,Low,Low
Female,Female,44,42,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Disorderly Conduct,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,38,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,5,1,M,M,Felony/Driving Under Influence,Battery,5,4,Low,Low
Female,Female,45,47,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,4,Low,Medium
Male,Male,50,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Male,Male,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,2,0,0,1,2,1,M,M,Viol Injunct Domestic Violence,Battery,2,1,Low,Low
Female,Female,54,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,28,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,3,1,F,F,Possession of Cannabis,arrest case no charge,5,4,Low,Medium
Male,Male,34,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,Driving While License Revoked,Driving While License Revoked,1,1,Low,Low
Male,Male,38,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Corrupt Public Servant,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,33,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,5,1,F,F,Felony Driving While Lic Suspd,Possession of Cocaine,4,4,Medium,Low
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,1,9,4,M,M,arrest case no charge,arrest case no charge,7,6,High,Low
Male,Male,30,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession Of Heroin,arrest case no charge,8,8,Low,High
Female,Female,29,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,10,9,Low,Low
Female,Female,51,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Female,Female,28,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,3,3,Low,Low
Male,Male,27,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cannabis,Grand Theft in the 3rd Degree,3,3,Low,Low
Female,Female,30,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft on 65 Yr or Older,Battery,2,1,Low,Low
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,7,6,Low,Medium
Male,Male,27,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,5,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Medium,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Burglary Structure Unoccup,Burglary Structure Unoccup,5,4,Low,Medium
Male,Male,32,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Driving License Suspended,Driving License Suspended,1,1,Low,Low
Female,Female,38,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,5,1,F,F,arrest case no charge,arrest case no charge,6,6,Low,Medium
Male,Male,56,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,M,M,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,44,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
